,mz,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML
19,510.2657,3.69,9657614.65396103,6366114.180747362,6405083.981664581,5102089.816750357,7690016.978466043
20,310.1077,23.76,371241340.5972674,391208789.16106343,313585584.1075812,322276370.93531084,304679179.2598723
21,200.1107,3.34,112888634.94113243,110649278.87441051,123598157.04291788,111263052.11195102,128676451.07621576
22,309.1601,4.45,255632923.8071224,223222608.01629356,262072898.62253702,248195114.32955503,300257511.2074927
23,478.0977,22.77,85134027.13066024,73893053.61640845,65858201.11507818,77572099.71437922,87634692.21576904
24,329.1535,0.58,879879366.7263715,797232779.3347769,663882417.3286182,672240842.1291873,699904884.2781724
25,374.2121,19.36,314806899.06861687,282971373.9340279,181847805.70654276,284913336.2631276,269974048.6197084
26,408.1383,26.89,178749605.62348118,168482094.25652862,161432000.10755217,180968398.60165104,166414633.6101071
27,313.1736,12.3,252217893.5162982,281130332.63925403,205550691.31805712,336959669.3443866,265217964.62529647
28,453.2091,15.47,120740944.23707655,94179339.25100024,85219080.98803294,107847530.27369389,78598554.56192526
29,495.2201,25.94,9108387.859308233,10604506.777759545,9427457.657990584,9405715.268426986,9295175.088814972
30,376.1461,12.76,504337111.8495588,499167956.6117124,430671446.02024066,566267672.788458,516192384.0636864
31,531.1575,12.31,142456937.6307574,162698260.64114934,182561582.29185474,185154383.9166492,176893925.8601643
32,407.2218,3.35,228829499.11411223,155995325.35535103,212348775.19743404,203388722.8013585,223266229.79935703
33,345.2429,24.87,5804226.348234811,5746032.937591139,6157577.864354125,5674856.534889717,5957430.206623625
34,268.1912,3.99,118316834.0268833,97352084.92541522,96562755.92919864,117525355.80278832,163471573.33322436
35,416.9913,24.69,46111311.35280901,37410311.475666165,19635607.08242578,41278711.12608221,44669977.06526239
36,264.1751,12.14,933287619.497741,958854975.5883548,670413775.8115108,1087281408.4051602,936589528.5050654
37,320.141,3.46,31118464.565759186,30059601.289440203,33587501.28865856,33054425.753079742,35697174.384096906
38,414.1554,5.18,175191729.23214245,179189297.94884333,186336174.7635781,182682093.11456665,191832204.05772665
39,270.1856,9.97,851762178.8548684,742053589.6092856,539403254.9722037,896344101.3001432,720054972.3025012
40,261.1965,6.83,220139602.51308742,220236464.8298319,185535558.82902005,228822103.68042752,216973073.81582886
41,340.1549,4.97,1007734535.5238816,957160960.6834736,961319669.3681972,983536863.618543,1050419439.5289448
42,214.1091,5.47,500841398.59317803,501314059.0945068,501108514.5066558,493519420.3395079,577015502.3145788
43,288.2324,9.91,376197626.06194663,332443843.06541437,222082028.37216303,392803292.27686876,319992330.0867061
44,315.2323,28.05,63931202.17299307,51863481.59559784,51876627.007133275,52902668.617793106,63322868.376335315
45,286.1917,4.29,125379897.48895797,113650894.08545518,101663421.60027808,93745535.37498929,111914615.96766159
46,277.0646,6.39,18677805.246748567,18454401.37366206,20910019.3156184,19419373.961456742,19283290.693205547
47,399.0764,11.63,34522399.154503755,31821379.4422598,21678916.0227295,33857274.081746794,28188881.937720794
48,317.1647,3.8,359068166.6923987,335441615.87518084,365772047.20089734,345589571.52979386,392844746.29831153
49,308.1106,31.52,1469918.472096777,936848.3557085308,1273015.4921898704,1273546.9798086481,1753814.348742445
50,408.1721,16.82,105065187.24215797,136073866.16188657,148499779.01948765,143556041.00116163,161078149.13658997
51,302.2482,11.27,1753569935.6437533,1604356693.3926563,1301406429.980326,1582791111.088841,1644360865.1521015
52,256.1812,4.19,82497133.61782293,80106066.28500229,82548468.19393022,82685415.19925615,101145409.88813812
53,279.186,5.06,1246950402.4850395,1499487127.4091458,1721815196.0407953,1767251807.829172,1950350572.7252712
54,245.2016,9.47,576810062.9411752,530123022.03797066,388934573.06211966,469472316.4057408,445525497.57089067
55,180.1022,5.84,590544193.4912611,597201824.734864,636509822.615332,593419933.7907434,561951118.3086652
56,355.2022,4.37,57253839.84861122,53867234.17955932,54133232.66172163,55531799.54999024,55280676.82892305
57,337.2127,3.83,617544130.8406355,519166894.11436915,542887760.4872432,542995810.4514648,656308352.2058604
58,310.1264,5.58,88914709.90573162,92628809.262118,96213239.58469412,89209051.2583624,99183580.57967076
59,327.1377,5.16,155080817.2800274,162742442.04757166,140996423.74674705,175326660.88731363,192763816.7901871
60,384.1448,4.19,574934979.624923,565943657.5273609,595620327.1742852,556721893.0553175,643774425.3619554
61,235.1808,3.63,324113531.28845376,321813992.0806558,300164400.9402081,298707916.2484804,339202478.35201335
62,195.092,3.56,277095051.6745024,226199338.9010195,194762423.01546577,180133212.4896558,211485617.12055188
63,438.1831,15.66,679519486.4305968,552162282.8856983,474953925.78969556,502328297.4621665,435814665.9912094
64,361.1206,31.69,20145393.91186025,15408654.602065418,16496398.468675565,15633088.724479299,20072156.941341832
65,242.1179,28.63,3924002.5754962675,3199847.1607994316,3179776.1144534294,3133197.994183927,3885134.961470808
66,430.2596,12.38,174153441.28400433,195987894.8428901,187293934.74652967,224225679.22331223,197052675.64331076
67,180.1749,5.27,497765523.4048151,526509070.0731462,528801364.375579,513256138.3850677,598682147.3935046
68,484.1241,14.08,22015655.04777521,27898634.52048678,26263700.374915235,34477253.065714,35700111.46501504
69,480.214,12.7,623409439.3875787,498557110.90427285,306067047.4737381,497226423.3969252,412206687.17149484
70,254.1543,5.34,407536145.25078493,388632929.6316051,385154989.34460485,343489678.5935132,364393144.56370443
71,285.0211,4.62,30201733.23533804,31808901.93048162,34980132.08909625,31013568.718595516,33336731.49332712
72,311.0813,7.02,527459340.8369304,508755698.15669745,486970034.33239794,510289773.3059603,493877926.91564703
73,397.0101,22.56,83849628.67637952,88823191.0381943,79968586.85349452,86856815.17528936,97658181.7305087
74,338.2515,25.6,711396430.3033775,873269211.8634803,537640045.9869462,756584368.6047058,754338923.3069923
75,377.2121,31.65,592330.9808551825,187669.93047926208,308629.21196348465,303755.56687564665,487078.78080251534
76,381.0328,21.68,38190225.748945765,33326396.147901166,28128463.675407555,33209966.85129247,32910422.080633648
77,312.1379,15.92,267768320.6160165,266425757.9554136,272411543.96757233,294637001.8149462,260292226.8770279
78,404.0377,5.13,11500474.91366694,10971541.401488673,13081393.6832436,12374525.687334452,12879027.83982151
79,354.2431,20.16,2959925450.6419196,2678025106.2857523,2069455744.8855584,2652061640.5149302,2637044711.540712
80,324.1962,10.52,1266049479.3833961,1048731571.082464,960283984.963368,1165104568.4856777,921425581.7816932
81,607.3258,31.28,989441.6285232417,1204366.487160452,1089503.6872832696,1063081.9633623287,1578811.9020423426
82,470.233,16.46,211087248.8829655,224008221.6709245,183098870.6779246,238131884.78276134,230513186.06732622
83,427.2148,4.63,18466441.02568964,19095859.570205092,23804387.89789968,19760085.63104421,20390579.47760781
84,349.2128,3.68,62794723.47933889,62044259.59176472,71522787.74851656,60811971.85976292,69254634.18487024
85,296.147,11.64,284454428.9535306,266502064.88100606,176462720.7876581,317614790.9543261,257720513.96242556
86,318.2795,21.55,741677537.1070176,675532175.3030764,518704979.11818403,673903977.5981556,671381642.7719257
87,914.5281,31.81,88672774.3402878,60005683.32122093,64626961.6506868,70649471.414725,90616915.77763739
88,294.0696,27.12,34733798.63978956,34701945.10163829,35731622.81178202,35454143.276882835,45388063.18056276
89,266.1656,6.45,109439744.17813471,110800536.51544952,122519463.4667122,116679182.10359327,115386117.45099501
90,345.1816,3.97,112081051.00287491,101936418.6698696,96663924.02981007,105907313.64313407,117566925.36795634
91,383.2796,31.23,1455319.7172037612,1117078.1856739987,1512231.279340059,1023378.6503359491,1380651.5167025547
92,333.1409,0.6,28018603.6471124,27497548.94862015,21891751.830449175,28732854.17881275,29694111.796142846
93,359.1641,3.65,81252407.3598515,81916035.15750737,88871570.22240688,83950213.7733813,94241498.0558869
94,416.2781,18.8,236992566.41834912,256030197.47946605,250876246.2309816,260544166.204103,274856193.53633374
95,346.1026,5.27,28485682.6677997,26287024.504515305,25352088.66267392,27295018.74107372,28418178.500334837
96,411.1968,32.46,30594038.290439002,26216433.971322246,30437804.065798923,28932017.006001886,42202368.402031876
97,325.2167,25.51,119766758.71367511,131986189.31884576,102157491.07805935,114584279.73775531,102108239.2733496
98,1019.4501,4.45,2479910.6096770735,2201641.246662578,1754195.6542721158,2394243.0019775913,2073602.4884469712
99,435.0574,29.43,175740958.0260759,162662057.03900746,189338294.28719306,186080340.29349098,218383575.683399
100,364.0951,26.39,423297773.32990164,417789060.8738731,424361714.5062472,445102116.8861743,446604387.5324216
101,214.0711,0.58,12274350.809703259,12689731.26830602,11662358.970291026,14767738.725807976,16363658.686770637
102,201.139,5.14,20608693.510968894,19873561.998267718,21178992.661967076,20880581.89130494,24387020.349958118
103,469.271,5.39,399182086.8693333,419393578.55743825,461241774.1474012,427514722.61256343,479791924.4077921
104,312.1961,12.8,140095036.81191787,186798384.6153739,183647638.589188,202548221.90485942,179398044.05330712
105,239.0742,4.82,60012838.569065735,58833739.8292253,60222670.08952428,59778412.16007812,66404491.16820401
106,307.2271,17.26,46659679.49922169,47079387.72152933,49308984.066606306,44052230.67993454,47120783.624474175
107,325.1552,4.3,53039002.90760331,63244338.30099922,76706829.87164494,56743948.04858689,73559954.26914234
108,329.2188,3.41,573718038.5833752,505342483.58329624,566633292.3956726,512465192.11480963,576897989.7583339
109,471.2655,12.15,56430108.844983034,59521601.26117691,39446372.75110139,63024356.94541818,65048846.664938934
110,612.3079,25.62,402494812.86242163,448758954.03313804,282891043.3323123,419002157.70696884,392539856.3590449
111,337.2178,12.84,110306699.42228724,110360052.87954327,105954823.48775074,132579411.7127031,113516263.3299722
112,368.1744,3.75,145372792.89079368,128445262.30462751,136986848.42235202,129570370.72700332,163333576.97275755
113,441.2428,8.32,448968604.353333,453362619.57470495,310025977.9228261,462379448.84286296,448820241.9014854
114,484.1621,15.44,607672656.3917222,629143100.0888975,536584186.0271639,718800846.1308516,644043527.0894791
115,258.1129,16.43,53256271.15714885,54160138.50077151,56994950.52667754,65698410.88242847,55053593.85516126
116,316.1774,3.33,66253850.69179029,65088313.46585632,64788079.036303915,71443690.92520577,64775373.99169478
117,222.1855,4.12,493208594.11086535,537430202.2341144,585188627.8120474,616119949.2065424,729428614.0653596
118,836.3872,30.1,9044105.038168367,7844874.801493277,7802392.410299279,8060434.8316826755,9139827.284790322
119,308.1761,3.73,70046588.55470252,65797049.634266704,72936794.26240388,66343017.15352963,73084354.52553797
120,438.1718,6.13,99381145.16451086,94672050.15688227,89660953.99541327,95976339.71520375,93425153.10036841
121,256.0972,15.09,222410045.59951794,219079011.4103722,225986150.41875774,256572773.91315323,220826969.98174423
122,278.125,0.58,20780248.21384976,17492841.242052704,16411553.400580574,20540487.00718473,20172498.541106008
123,615.3171,25.62,10724852.863782037,12425836.735649263,7563636.579121692,11395547.956917252,10600692.704749517
124,335.1508,4.41,274755963.06664944,249100986.81259242,291960382.51027614,286844123.454605,359757028.7517246
125,694.2874,26.11,382637498.18486,526828018.6301738,312773243.56843674,480450747.61237,473192525.84166986
126,328.1912,6.35,525512530.6068245,565342409.6811432,648363875.5471613,522143413.5343913,519905311.7467673
127,247.1809,4.92,390961465.7039504,371229458.8320305,365270777.6179093,369350220.7444465,418920641.8932773
128,168.175,3.7,233248479.99673438,200773281.04511636,253885495.68882453,243071320.30099112,307967212.1926079
129,348.146,0.58,3335291.8101733243,4127171.574037953,3573484.5181783196,3002621.988454575,3936126.279838102
130,632.253,31.25,248861825.51964658,198076398.10395682,221214018.77824885,233308996.32983032,240653905.5114786
131,548.2435,21.68,179132529.97270012,154314626.90146014,156382412.08741522,154312912.40480366,152998764.8106823
132,557.2076,4.56,10612906.392653743,10506770.300807007,10006261.271384958,12103563.43395393,15598763.69339995
133,484.1872,8.42,213150589.00442296,274869167.15258205,230402354.40742257,298460095.16373384,264324524.2232127
134,451.2019,7.75,67812669.13275805,74175167.35888702,73591314.35670887,94676741.44315776,96997683.60479514
135,470.3062,27.89,518694328.81794834,392136746.40330666,202310021.9036302,525681824.87369263,584679988.0221125
136,449.1636,25.74,136181086.84325063,132168805.75114131,92088601.4625499,80047268.65004788,74168392.96960954
137,448.1331,29.01,288600781.03697544,260475422.56167716,259094673.43987745,268755291.7368578,307510069.8558006
138,349.1841,4.77,319548508.1159917,302538181.1071038,366727908.3744776,329506974.4958836,389618928.46926814
139,420.1372,13.54,152989732.23082727,103207098.4545432,115210412.01808958,119563233.5159829,111196324.9725565
140,367.1672,10.72,199568780.88602915,181522635.9852589,179773547.0570665,178493024.6212563,187394172.72588903
141,355.1028,3.38,4863734.015194759,3679152.8388875825,4187194.267283194,4134230.372972878,5115915.297602384
142,311.201,21.45,133579261.18847239,101887049.87997204,99373263.17369603,94827035.86637476,99222862.81403308
143,295.1808,5.2,373805428.00794744,374898234.69244754,404698724.72101915,376350045.55075777,381739854.13880926
144,517.3543,31.12,1298458.7142572168,1028444.2725569018,1767924.3284272538,1232145.853885352,1287128.1954717059
145,289.1218,25.17,188222327.94157133,233968043.57370642,197307569.96469676,187883487.00929514,188737811.86281723
146,269.1056,3.61,140920514.75443748,129720016.43911324,145423341.8200227,136446645.03697312,150478880.72408754
147,278.1906,9.94,1492415428.453468,1353229431.9771123,1182667818.6047478,1598112883.9682608,1313510435.7956553
148,231.1495,23.99,367560745.85850185,382730386.69502777,399214110.4981275,384377421.1858704,383585860.4951098
149,325.1715,8.36,481276507.9536573,531034094.0611446,573723307.5629985,531177444.4032856,544913391.6715348
150,528.1878,10.42,182787318.94518065,164472171.78102893,128299349.76745802,184764011.340708,152887938.08727917
151,475.1149,4.27,18918361.850652836,17608078.088966858,18214059.77122391,20268803.748032197,19954889.55143321
152,172.1195,0.58,303564401.4887954,287838661.79996437,308389054.0013941,297770121.02107316,298690610.1083367
153,432.196,3.67,6575354.024321366,6123628.887846595,6609249.18276382,6636815.230946097,6835717.658960764
154,387.2535,28.93,292910510.0389197,233339375.75758487,242669633.03291246,235666660.0213303,284385732.69681656
155,255.1132,10.16,259850328.71888405,220724465.61435214,214446279.8383358,270208072.79946613,221342014.95455563
156,282.1605,5.24,314555653.27886,303555128.4762371,285794008.1967317,308187121.1787487,335730506.6841545
157,242.0807,0.58,194937678.9442628,185773567.61104196,177582522.42746547,156430440.44368088,163509636.0174723
158,375.184,12.32,383156967.7164077,453179941.98395514,370911392.26038265,596941800.6044952,510240296.2822956
159,315.0726,11.56,8038075.414501206,6174502.877357862,6232588.055043932,7951244.5529036205,5533115.909706541
160,433.2156,5.96,91824637.05961871,91109279.6955519,110689099.18611616,105512810.43929064,99421270.5291782
161,206.1404,3.7,301149699.7759673,339640270.0177524,422629821.0504351,339971902.3249551,459441182.4395342
162,288.1598,0.58,109722110.3480199,105738840.78659278,105610576.43931034,118782463.49404062,121758215.6433754
163,415.212,26.96,301306736.21051073,281971448.3272169,262333200.81384468,264091601.26619327,288208374.59031445
164,403.0429,27.35,201291137.96075866,202268266.40934137,197755970.39464355,182852137.17029238,240783369.52483326
165,406.2092,3.79,53618803.77981077,45109497.20449059,48178556.70249802,46477261.27409323,56425303.967995994
166,352.2124,14.45,425015771.0955148,423523593.49698406,254005976.73934257,485481716.58423054,406520579.9519813
167,510.1585,13.18,91323151.66048856,87248220.85637945,61169447.72275905,121470700.92198291,110017110.2876428
168,319.0753,7.95,18371859.282902762,18183086.016916588,19304444.228420302,17288690.655739114,17549497.96605155
169,845.4837,11.3,34980470.14743135,38055231.72913724,44132597.94602814,39076822.42002891,42473813.52090001
170,535.1584,28.14,390528466.0266517,320816867.3801136,348343603.44511306,328774734.8864919,405153446.6183177
171,540.2617,12.46,201597992.92898497,171622467.9642401,147327811.62290797,172095608.7975272,131897524.42541355
172,980.5722,31.7,60679194.30479811,44921672.60148005,41552009.2336137,47033492.84936385,48671712.70719041
173,445.1468,9.18,63738447.3438577,50104353.417548545,28901853.33898217,45980097.79381485,38397622.36152141
174,289.2278,5.62,702785733.7687402,708676181.0464873,728429076.088965,717877890.8267609,723635219.9344923
175,483.0852,29.56,178119263.23462227,158042864.26067856,277192528.73556083,209727845.17737257,279386702.4999361
176,1270.4492,26.0,2167903.446729083,3328528.984603519,3163484.5628150934,2801588.943205569,3200379.693033379
177,720.4344,24.82,295468930.4637022,282492937.831588,116373314.86030318,209417351.00922197,150138818.4321668
178,564.3096,31.39,60201101.95214079,44407951.18421801,49987598.27851029,45570274.121555865,61019599.254692644
179,412.1925,26.93,11474775.850381646,10394246.394150209,10184564.353204997,10915092.43556328,12171226.570379063
180,847.4508,22.72,74318554.72266471,73614910.07534027,42942325.384015225,53856488.28198257,52214978.8444328
181,294.1604,4.53,18775317.42226632,20654216.12609042,21334183.12110679,21913617.315952897,23612800.986919537
182,329.1321,31.65,1011196088.3191453,834876450.284677,924132577.6485237,908051431.1050642,1022517959.6060988
183,465.0944,28.87,477879825.30305105,389562807.99011433,402111848.38799983,400817796.24044335,448406005.5068478
184,296.1859,4.43,295504382.42874676,297837204.003095,284281714.882915,290615202.8737858,330334115.7546034
185,221.1111,3.91,264851349.4857655,286226560.252243,288398065.0982435,295829741.3406153,309938861.56947803
186,304.2023,0.58,75123405.81742373,65110993.57885443,77541573.53720382,104107698.05430636,92905195.7737881
187,496.2429,4.48,149990333.97971725,147057823.33898583,140799845.4028881,145182812.24612397,148790254.85977447
188,379.1657,25.44,312259699.66596997,371698593.91189253,332284228.91737545,319788915.3302865,316726763.6067568
189,390.1578,4.42,30496635.136240132,28440663.2905068,27131884.775199506,25795260.02002749,30991904.892661877
190,391.1479,3.32,24753308.799000427,22178667.097037703,24715936.560344547,24046653.85746534,28393685.36352957
191,502.1781,16.11,1076792591.5242877,1007930262.8775619,717586924.9909523,1074372502.6326962,993695071.1414046
192,285.0673,24.55,86940852.54327829,78272433.99500668,78963061.1859717,80763038.62858678,79383102.19189286
193,371.1269,7.77,59803958.24447263,59970425.19058751,76005138.63969041,60869621.30427911,61779292.45963177
194,445.1641,14.42,122870608.15538113,124016936.03092375,130377336.87803468,140628917.1554168,123954091.81835085
195,308.2587,24.88,411679074.74703264,401402293.56093776,200714624.23710147,422096388.0113744,367379214.80146444
196,588.9704,29.77,104369495.61661002,64133610.1829496,67589767.60550982,69865824.48602341,79281312.72139448
197,245.1401,0.58,95393865.76309255,85466469.62672979,85396106.13381213,96771667.13561404,97355437.81440796
198,376.1405,13.66,549944119.4031419,600690804.0437229,520816035.37590045,665044788.8861992,584106990.5568653
199,393.2178,9.62,291200765.6245413,245411579.04366255,134630830.1012042,196237379.8892886,184150618.7707625
200,451.1654,28.81,307988439.98416376,260645362.00264242,151043401.36797407,168359075.5435381,181283483.48891342
201,227.1142,0.61,22411623.100889765,21859322.122897547,15872176.979436135,23195796.768456556,23011143.324657053
202,616.0869,27.2,14417302.831705295,17781900.002649754,21977045.44881686,23124357.60645135,27033250.111105837
203,442.1894,15.54,136479356.18313515,141792036.9751195,88508585.94225946,167782626.81457624,139556967.87015283
204,398.1981,10.71,423556040.247334,394498034.89254045,428014196.47546226,389670795.2336661,403316642.33825964
205,267.1859,7.8,512569525.1396199,537005159.8615279,553243613.8619467,536716361.9957317,538776885.119787
206,460.1987,11.17,20795264.83576991,16637384.115599053,17302732.45419575,15528233.105184074,14441908.707445575
207,493.2638,18.1,4046890689.793184,3536602803.9581823,2067476066.9511735,2576448228.113112,2449522745.096817
208,417.1284,25.26,48580934.979227304,45288443.165083095,34416718.60432689,37189442.86295596,37027469.98452968
209,299.1579,16.78,1146674137.6021388,1153568360.6938972,795962874.2515349,1140612480.7704124,1129767774.3886223
210,399.167,4.12,118120892.88027257,84698337.77715768,113784300.11861077,135639903.06579056,146978358.48168162
211,186.0916,6.17,11331840.193777062,10884903.768274268,9657365.944186607,9363572.36918367,8177776.439018479
212,307.1669,6.39,465156712.09894097,513265011.2201644,540417022.4050786,525297799.19328654,625576419.48657
213,316.0351,28.06,28119823.27784203,19223528.274780214,20653407.58472751,20656969.01900273,27897913.800464585
214,810.4564,32.42,2591856.58634415,2428594.2168390076,2313488.8253127667,2244689.328744395,3228336.45537451
215,394.1403,12.5,76537045.63623284,62313462.82813611,57637364.294484906,58042370.941828735,48726528.55426365
216,463.0861,31.53,675778038.1532836,493417105.8393417,672940893.5210594,632572714.7267822,751837030.1632543
217,486.2011,28.32,181146314.15232614,231406837.14241472,233131542.1748269,243526308.47948414,293309499.8433925
218,308.1431,3.94,100633878.25546491,113245271.42054044,145876584.6991135,111035051.75677049,109584395.31826115
219,416.1636,9.12,91037313.92042756,102141791.03697091,86918052.65953492,110713790.50450136,111893999.54671565
220,351.1959,32.42,7413274.017483191,6900837.144209303,5072782.317817822,7347985.320348248,10752098.92016009
221,392.2006,21.68,6761984.052657897,6023617.064835699,5957003.828276927,5282445.958706943,4815422.441863924
222,204.0303,0.64,3024480.400752075,3176640.566273754,4054546.894284154,3564390.4102201583,3092202.6212218413
223,302.1754,3.57,56882687.27673682,52965458.705300756,55568373.846555516,58207913.83096137,66592939.26736911
224,339.2167,31.55,307260.78014817263,162251.2721974773,130791.7813655015,700535.2483794435,283361.469453327
225,331.0439,27.31,38660637.09590896,26410714.99668752,29285736.620285843,27502782.765313372,40645780.813225
226,192.1385,13.76,2796473358.902425,2886311977.651469,2944939191.6040254,3349323690.902662,2793913214.2354317
227,340.3695,29.27,117254447.8710838,99920345.42555004,66866685.48675324,103568542.60276231,117544541.8105877
228,555.253,3.7,122598036.48450232,114868084.17717628,134130620.93792373,103827723.29719096,143161003.266075
229,178.1354,29.14,106726.58929590047,230860.72509848556,214601.12705038686,234255.07956859286,134288.83334648487
230,305.1084,29.89,1647151176.5233288,1374579344.0527143,1473275128.1670105,1368982840.7046494,1701344220.1984713
231,109.0763,0.59,111402983.46515633,109557103.04786488,104513340.2243254,99660604.28228058,106916267.07666029
232,204.1386,18.06,1683042741.7537453,1695960301.48895,1755631382.6169467,1741173266.628293,1980244890.092264
233,114.128,0.58,44116744.97986937,43390378.0698011,46937883.407389924,43660133.03485096,43035288.132590696
234,291.1957,32.3,158721361.9292245,130558978.7961378,189520521.92082012,193481529.7317317,264757069.69532436
235,146.1177,0.58,387855521.2944402,375344350.325071,407437194.8463927,382323211.11428887,378557447.70575136
236,362.2122,32.25,481555.68750815233,449369.754653971,477679.1501405271,464359.67021397606,818621.0003230439
237,220.9536,8.65,17673277.530743163,19617031.67946525,20079054.45493541,19745603.38642397,18253013.240082994
238,279.1595,31.43,676401152.8830018,486096265.2931161,721846330.8953545,634608467.9062928,774192015.1295056
239,275.2123,4.42,489388336.58596045,495318034.49780023,521782246.35106367,503663713.64147377,542850602.4585048
240,215.049,2.42,11083834.011759825,11859495.283841,10672630.190173617,11890946.145419745,12145222.723355092
241,428.2553,6.76,205098683.73783597,219908673.81898105,235871262.01139444,217466273.94514525,208761727.37587568
242,214.0996,3.63,190246589.60001957,184490888.1296875,174854421.29890132,165250796.6129436,200604248.4104498
243,427.1176,4.26,105022281.59123367,91237327.24950813,109979505.19450933,109908281.79281595,113476960.63402179
244,347.2223,13.0,71404077.36007899,73593899.58341327,72873006.5359233,91999763.22087778,74437366.16154642
245,488.1642,6.85,74937899.64763191,75136382.6245623,79269663.82271203,77349715.30547968,71694013.03814705
246,489.229,10.46,148735516.22235206,131581861.40199712,103820980.56389731,152009954.0363792,132423347.56826761
247,245.1752,32.87,4401759.516751877,2826907.390382693,7114831.446744578,2261672.6363303587,3132232.274670016
248,233.0924,9.2,484002243.18744874,482528278.4583454,572070078.776139,487913888.76556,508979339.037948
249,558.2312,21.93,48139085.336134814,32117342.65130753,28107527.14396504,34525695.044220254,30762978.021888245
250,406.2343,3.35,329784853.3244159,298518766.51200074,250479466.61691588,317063336.03494954,363656532.69308895
251,445.1615,5.21,23190587.538720943,22637156.56631121,20080205.03161648,24721916.682243768,25653326.351475883
252,417.1186,3.43,32193259.065242454,29310041.463950224,33225619.597933926,32417296.524247907,36067186.636122644
253,529.2294,30.89,126302033.32033789,131801485.38477558,134038578.35644512,128550554.57255203,143228878.77565056
254,359.1972,3.83,185886725.74538854,177800134.5427562,182649392.1340248,177149973.47098237,201734110.51824546
255,313.1776,3.43,112422087.49977686,108964559.02569716,119422666.35377005,115966947.41217516,125336324.38421535
256,330.1505,10.85,235193700.57791364,226975075.72978452,190026654.82398075,214791167.88678026,225321372.7640652
257,433.2228,22.61,88009056.35495262,79409274.88183418,82000724.47157615,78764036.69977501,79851463.4474738
258,234.1128,11.21,111269464.1711852,107739092.99007009,109386362.65475143,108990427.79954511,106168571.34275588
259,413.1203,7.33,43377818.94496557,41183062.49062902,28268434.29583793,32823249.015025184,31902963.21912341
260,328.1583,3.39,119639352.00642028,103296535.81396173,106610964.25708203,114369114.32634938,110468270.66079374
261,163.0868,5.62,160667186.4675502,170374473.88457114,177505603.27240413,164522235.68436992,151405999.25590268
262,316.2025,3.49,107231259.3804501,101845422.75076216,109358765.77323207,105339038.25918356,116430159.98332599
263,223.0869,10.5,781114331.036035,803830270.9009004,866974674.3419782,944779260.147821,880530975.1529585
264,119.0606,5.08,189422360.7105173,181247641.79193836,209470726.2409454,166947132.38439062,185633388.79772073
265,185.9776,10.63,1963994.2579659796,1303819.0573669923,1361571.6576470523,1634917.8543158937,1250871.9807227254
266,226.109,3.81,128101173.87394467,99352572.26408976,179577757.59446186,151523077.51855442,181314286.3892331
