,mz,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML
31,531.1575,12.31,336921477.6162282,337351509.2377171,309067999.4509447,293334245.9684903,256562781.89445135
32,407.2218,3.35,112529245.84063934,138471251.6255846,110429784.14791304,112495652.97516389,110015172.96446143
33,345.2429,24.87,5649013.250712399,5674403.462533204,5349690.065142435,5293262.822351448,5433418.6837428305
34,268.1912,3.99,535277460.9484057,436564471.2487515,530939454.07049465,519096078.9527931,443913751.6436573
35,416.9913,24.69,626093947.4309263,487324840.8076416,652435027.4099518,580670694.8434938,422516598.94329435
36,264.1751,12.14,445883843.4269439,293069857.96550053,541171012.3192645,615543740.7606354,447515104.3938404
37,320.141,3.46,1422761134.9222164,1575766054.2117252,1067878378.8880231,1248920918.8329926,1126093480.87228
38,414.1554,5.18,254277584.6874203,206608641.52468896,304011083.88527316,321173420.31490296,324129845.9049262
39,270.1856,9.97,1562112978.024478,1089633413.235866,1727006033.8576894,1686818401.2573543,1334363270.8114486
40,261.1965,6.83,6920094660.773659,5575271970.153454,6977712639.058189,6630916444.294134,5835536893.584119
41,340.1549,4.97,228266632.77798128,190979649.474728,211462131.34426254,197028626.28898302,159360164.9882743
42,214.1091,5.47,45928257.69283954,46032733.149627924,43375400.41714852,42087658.89773742,39888078.23013306
43,288.2324,9.91,2895843251.0328083,1960848980.2456145,3181466048.797784,3014463681.078582,2326700263.8675146
44,315.2323,28.05,52016219.28030978,52311261.42656456,52912803.69241579,51232011.629054934,63352149.463358
45,286.1917,4.29,2773636887.867449,2506811998.4638624,2858955315.0527735,2661728383.0797615,2182145012.020064
46,277.0646,6.39,22436119.929616548,24616157.217096224,22837809.91391099,23058758.871752944,24894864.72996254
47,399.0764,11.63,20164953.33549752,16984943.131601386,20216214.439139154,22357206.339465722,18821599.386167545
48,317.1647,3.8,39114896.70163977,36079251.65741191,36041058.90780877,38738435.48883113,35613799.47522172
49,308.1106,31.52,4978688.595805006,4796341.549822057,4604632.735889567,4345106.231744241,5323853.2537533045
50,408.1721,16.82,3779123456.247778,2976069380.5044856,4421932247.008228,4826551774.687936,3873790044.6948605
51,302.2482,11.27,795301830.0913644,504615338.2572659,949763375.4907852,1086398916.2201571,763091287.6168189
52,256.1812,4.19,2291306093.976852,2081077541.0392714,2476172494.59457,2485965350.6537766,2268951692.9291186
53,279.186,5.06,2223652373.053551,1873820952.7543035,2603804539.2502937,2584965231.7402396,2459599106.7816067
54,245.2016,9.47,3407326285.6350365,2616304139.226479,3362009221.749556,2733121399.8873754,1680079986.9745097
55,180.1022,5.84,47951720.21837562,48883097.72068447,46624287.931116134,44934609.78251667,55292057.87036267
56,355.2022,4.37,224522452.09975654,170469207.74051678,225904627.28332025,215972585.89136648,197323338.40710765
57,337.2127,3.83,71040307.00532402,67775974.13160081,65443690.23112588,71531835.98722723,58819042.3559152
58,310.1264,5.58,231063816.27959913,215215400.5876615,227160671.18485877,218076686.07048726,194269780.01360077
59,327.1377,5.16,134573776.17650324,82516527.40964937,183883764.15608123,186473095.57874203,150908997.44125283
60,384.1448,4.19,63028353.62067278,56669990.510466985,58622690.69477191,53397018.81393021,42596852.9032519
61,235.1808,3.63,225732637.5125441,209005107.6114676,281667720.1812432,238233513.18111634,232389945.55564332
62,195.092,3.56,421971154.89335835,475318570.7341732,271358374.8106683,350944895.0028689,316920134.01353246
63,438.1831,15.66,226632940.82820106,202099347.56596816,255972656.6290729,262022819.36092424,219574503.06803435
64,361.1206,31.69,62987771.00541997,61255528.55185328,62784895.34953112,66208738.85701495,77304920.80118355
65,242.1179,28.63,20602818.000693906,21025627.85708061,19837884.15573297,20547960.752091505,25412679.120594762
66,430.2596,12.38,13743245.837156467,3269794.865782813,31940187.04058465,42744958.60948557,43713581.83009672
67,180.1749,5.27,1677984840.7818673,1464282827.4885256,1658739850.4945996,1420582175.5835285,1061339456.8540373
68,484.1241,14.08,289651633.3713292,165944363.83453137,333624702.537144,344669637.9664767,257628847.43672824
69,480.214,12.7,326789193.93301576,194131233.6490194,434424552.49948424,506310876.5201558,482367601.4013033
70,254.1543,5.34,48591615.80389758,50141759.73847853,40840203.115472056,32611801.084961772,23462833.266621612
71,285.0211,4.62,136891294.1994881,141275357.75065026,130940453.533123,132369744.3767737,122437148.91394392
72,311.0813,7.02,69057867.91938882,65875300.885300174,76112842.15569736,78448497.95433027,87532752.88278723
73,397.0101,22.56,3169440872.4915915,2240367662.55114,3502070608.907685,2947344688.1273274,2739318266.9194355
74,338.2515,25.6,2785714547.864844,1958091965.5967143,2975985073.9679413,2503880180.5581913,1744811835.1676745
75,377.2121,31.65,2550868.6703000013,1933786.614181213,1953233.7830724816,1393750.175081497,3060727.272195866
76,381.0328,21.68,906600405.0461227,593555446.1332222,1107640533.2440257,1086947059.8532794,1266959624.7864962
77,312.1379,15.92,1829556756.4722948,1756323620.9958444,1913737880.4796474,2250329384.3373394,1993466777.5947146
78,404.0377,5.13,141642605.13658747,145916706.90553805,138252029.88992968,131833514.53988567,139561815.2133858
79,354.2431,20.16,1330359319.8310435,796846089.1911469,1699956525.9702723,1900148386.8453922,1674812556.1807528
80,324.1962,10.52,2603905584.5256605,2011340536.7130902,2998259201.1210485,3570941260.49009,2525803783.0874195
81,607.3258,31.28,376696.3846542473,337941.73970500834,410114.718782525,440478.47599158343,607776.0453442271
82,470.233,16.46,187376652.59306085,114298664.33169788,217910271.22514844,200559575.16456342,115989388.48759556
83,427.2148,4.63,158103809.7733043,159715082.7097047,130026947.14676553,125026369.626032,126218417.70759723
84,349.2128,3.68,151919347.749519,159415248.3265538,150288590.03842413,143167965.6771254,135547078.11291653
85,296.147,11.64,1123484098.8799605,693803676.4428277,1308590792.4932737,1456864017.1441774,1093171287.5141084
86,318.2795,21.55,2446322322.143624,1456306737.9810016,3024568149.950409,3024297146.5017877,3745049016.3854713
87,914.5281,31.81,24821698.124838848,25107643.289791197,25373879.356519967,23979672.771350577,29934018.357972555
88,294.0696,27.12,320222645.609026,330726496.7215075,327453232.6542547,329883065.4944827,336291605.1918757
89,266.1656,6.45,4115513622.40225,3667195112.647072,4302831599.18667,4279398033.672967,4259401089.52622
90,345.1816,3.97,219667703.27673924,248484868.81541127,189637218.62447304,198368930.80260187,142386281.60644716
91,383.2796,31.23,2346493.040651023,2503526.3235874474,2399506.093449075,2265972.0830779984,3402323.352896137
92,333.1409,0.6,50725694.581020616,54523137.5291954,55087719.56610626,56035179.41919441,46458196.66697995
93,359.1641,3.65,103626500.12339011,113739254.15442395,97571631.07441434,98294772.32930121,95467479.91408324
94,416.2781,18.8,520891035.6423058,334284585.91838133,517846858.3360075,569765657.4247714,427653752.7408184
95,346.1026,5.27,58532327.55574217,55856122.90564529,58865056.690333374,47028329.66949622,38736562.96768865
96,411.1968,32.46,51293202.45186867,52999176.73898642,50526233.66252752,57887565.45039965,78127468.92589217
97,325.2167,25.51,195167237.18381336,196520865.9096744,193794103.00988653,198735270.07899106,196225013.22303072
98,1019.4501,4.45,9890767.316281188,7118128.978454097,8270146.198579324,7421732.851107419,4255486.758026278
99,435.0574,29.43,242774096.28238875,249323565.85423425,244498071.6762067,243340389.98151878,288606943.19989336
100,364.0951,26.39,902975777.7801323,767863629.2566943,961961134.8249713,993454648.0470703,941875439.7643206
101,214.0711,0.58,20127967.51790081,20200927.947561193,15489767.971104939,16554240.77048456,18939919.28916932
102,201.139,5.14,47785307.16657556,46055620.63855443,44411053.00790212,39449605.61883834,31475191.804400146
103,469.271,5.39,776524176.0044866,767483609.4963657,739419236.4488604,732988456.0172656,685162304.864858
104,312.1961,12.8,357667474.9371772,361743286.0912154,349552645.6673996,398795905.3864963,397117713.762487
105,239.0742,4.82,127294780.14536414,135853739.9753628,126284771.7597546,124484656.06586248,120636561.50256175
106,307.2271,17.26,87450076.0562787,91824741.05425593,88046620.99255401,109362947.86446407,87745889.30629936
107,325.1552,4.3,162426764.56899226,159237851.3412667,156487230.6440658,149164711.92636347,135168550.3653074
108,329.2188,3.41,1059968283.4357795,1111969891.313969,1260609785.8758354,1014893285.149658,1016131838.0547881
109,471.2655,12.15,151851339.53573987,102691024.2425726,200418257.18198246,226773950.94373763,180112644.0893833
110,612.3079,25.62,1337617709.097442,994168359.7921464,1436655409.851519,1402293283.250163,1168985411.8685308
111,337.2178,12.84,239122903.26175454,245997126.49944484,239298828.92120418,273204645.4273802,267757557.2514485
112,368.1744,3.75,416415322.96529883,393394551.04200613,379589551.51937795,415020152.0861806,406887998.3666177
113,441.2428,8.32,776287446.4875256,446189044.50033253,899881359.1307621,958630934.1257541,861335716.1008968
114,484.1621,15.44,1188637044.704841,809797382.8178825,1309727311.2402544,1332647891.0053787,933692278.8877468
115,258.1129,16.43,82002299.93786326,87980618.0245238,81958039.13304262,93367952.60690933,78240117.95401475
116,316.1774,3.33,118564285.04456398,124588204.14539796,117283669.03797927,117009824.08099146,111671138.58346292
117,222.1855,4.12,1092327685.1675258,1046506704.5892608,949318873.0754135,909219782.3170633,651339710.1383965
118,836.3872,30.1,19394103.43284126,19061257.174896836,18929742.293643035,19923965.87610078,21602434.93017179
119,308.1761,3.73,150886230.4790027,170323786.56598592,156275945.19777414,143120392.49414128,146951158.65981632
120,438.1718,6.13,221050099.65624833,212288303.1815254,211943868.19152665,192432214.73507625,161653641.1372662
121,256.0972,15.09,333375173.7143871,335634984.2748604,327664067.7501948,377614234.3259134,322928852.5624677
122,278.125,0.58,28738064.339964673,30273002.379028007,25773798.853393815,30460943.14714101,34051690.79123658
123,615.3171,25.62,19421351.888472933,16103474.277753824,18753469.07785158,15530453.560063621,10851990.23800522
124,335.1508,4.41,626972870.9587946,635186300.7813609,587595403.7664144,593238515.3793938,584590636.266037
125,694.2874,26.11,956484457.6912227,812505062.715679,869888376.2646179,550392096.9953382,308630619.5238675
126,328.1912,6.35,864357384.0679349,824345415.9036345,848056147.691664,819082628.559213,829493628.913319
127,247.1809,4.92,1071900074.9696387,920626553.6891277,1145599846.0183105,1142280596.3685179,1090411732.7810879
128,168.175,3.7,383685089.5902274,398450171.8127637,468569307.2381222,403172041.869138,386769028.36044216
129,348.146,0.58,12586376.554743676,13999987.662132032,12301430.172498109,11208389.498599319,14300235.95883917
130,632.253,31.25,645914238.5860872,715700476.4125435,631640637.0208646,622300267.2394528,815843830.5575407
131,548.2435,21.68,258396115.9427647,266534546.06693572,260430892.5801133,254617317.17776215,289222495.61847013
132,557.2076,4.56,44517335.500047565,29770684.70095191,49120618.34003704,49020318.32596722,29509381.658513736
133,484.1872,8.42,637675657.2934915,502490237.3196909,612736542.2957476,556645112.4467705,400237236.5728526
134,451.2019,7.75,174451401.73885563,136661801.56071815,185900499.76638865,179814071.99530995,163457744.87875015
135,470.3062,27.89,1568059311.9707239,1293317023.9195342,1701548054.0595872,1411947854.0217984,1035160773.9558456
136,449.1636,25.74,265821055.56323737,274367104.43187934,266670055.47764835,265876423.568137,259765499.0509519
137,448.1331,29.01,488938785.48858726,509486411.7655429,524299647.5363488,500304966.98524255,577455793.2660469
138,349.1841,4.77,571672752.142405,483322789.8878281,680599971.8102884,756340775.4303257,674072605.0644085
139,420.1372,13.54,419625870.1227702,447146932.78859806,413691492.5609331,453212241.363236,383814634.088594
140,367.1672,10.72,356778681.7062726,364961308.6251607,347042456.36485445,378029978.90071976,343267291.4304696
141,355.1028,3.38,8108680.0253137965,9516610.501026053,9430311.391664155,9102200.793796558,9004050.82141969
142,311.201,21.45,222687317.92914134,232138201.034921,220028334.26764658,217065130.1550457,271652236.5093414
143,295.1808,5.2,562203157.174552,505714478.98929787,560706096.3709117,496792530.4522233,394784706.6135062
144,517.3543,31.12,2238191.8753651576,2413599.2990949005,2091924.082768702,2230415.245525821,3422724.959168628
145,289.1218,25.17,380558323.8009949,393724753.6286187,381160419.3490433,385470832.31583613,381187853.7039275
146,269.1056,3.61,290749218.19177353,276061852.9770696,279938178.58140177,274940187.7482433,265985206.7304961
147,278.1906,9.94,2888268301.977948,2536184860.377184,3170066043.4728,3115532543.921544,3168535738.2855163
148,231.1495,23.99,767502769.2311459,775803347.2859297,767022307.418392,783782374.2928826,777549771.9422011
149,325.1715,8.36,1088110683.1773953,893815587.2397135,1162146934.767765,1124867584.973445,1027973031.7757578
150,528.1878,10.42,347594840.9958864,290100398.664704,349946270.5800397,361874851.2515817,262957643.47524583
151,475.1149,4.27,21413943.557674505,28348907.35861914,21655681.619758323,20827434.085553244,15966863.991539905
152,172.1195,0.58,415590340.79950404,428434617.2840021,343519287.3894332,373520688.68482625,486236939.3717654
153,432.196,3.67,13178663.430992754,12434909.940743927,14245839.120936006,13908767.594579488,13339587.33345519
154,387.2535,28.93,441269009.3667642,455961935.8248055,445695488.3082399,450701124.4720508,526908327.6595338
155,255.1132,10.16,451554681.3922275,449877332.31407094,468254021.6427064,482130363.2845129,481351917.40841055
156,282.1605,5.24,668288760.5181324,557674181.7189481,674533792.5259063,611611422.2288514,507987570.5833037
157,242.0807,0.58,296212521.4841704,337121338.1637572,271008610.1950226,297200658.26200706,342241844.28540236
158,375.184,12.32,968886030.8090163,684791625.2513479,1021408483.676288,950315849.611591,755767193.54239
159,315.0726,11.56,13596554.63899326,13613793.413362348,13839601.070565999,18853620.200544745,13645379.351343485
160,433.2156,5.96,172267777.38423854,162777116.1058069,191919285.12096626,189773913.53849572,209590549.92502233
161,206.1404,3.7,745423779.252627,516702179.259189,843531494.8288755,749745197.1301711,466442943.84479326
162,288.1598,0.58,210867612.84736866,216265387.06305337,185833212.52822116,205224302.57863533,228160543.8419134
163,415.212,26.96,656481457.7650158,685117366.9185365,662266584.4146568,674980378.784638,674804794.6100191
164,403.0429,27.35,353275398.28039044,366223113.5022484,350058833.95273757,358470513.85999733,363722591.51775736
165,406.2092,3.79,115892958.69441052,119699109.51011576,90665833.50307846,104695893.70357499,90102451.71411794
166,352.2124,14.45,767158580.753802,391266913.4900631,955313816.6334766,1038714807.5373213,724374901.784479
167,510.1585,13.18,239722652.36099732,136001767.71715966,297208490.5510593,319755249.3495008,284857953.35989684
168,319.0753,7.95,32798868.593891364,32595249.172861375,31487450.172567077,30727891.05126187,41420413.70127576
169,845.4837,11.3,138386868.15003145,123013051.47889955,151814970.64360803,174361704.372517,150749998.2767354
170,535.1584,28.14,473239075.4397689,450745378.13581395,476690762.82650125,517312600.1092984,640881492.6382384
171,540.2617,12.46,329041571.0766183,257721037.42177743,335655288.0475262,349726239.4369596,335075437.5710528
172,980.5722,31.7,163348773.49596936,158839506.74797145,154659810.41983712,150772586.87741944,165054967.44257715
173,445.1468,9.18,132191190.5068352,115594243.18820523,134348197.29158008,123726068.81995605,93559260.40538992
174,289.2278,5.62,1394946063.0539193,1279062590.384467,1414593228.0149405,1407772310.7156427,1296562857.788218
175,483.0852,29.56,516956043.03939205,523268162.08098537,517856022.3746822,520783430.50840753,594400497.1558346
176,1270.4492,26.0,10783331.56217323,7739732.752833204,11802122.019297378,10693470.2634285,7419327.23150395
177,720.4344,24.82,666934029.9050395,615784973.8766745,742636885.0360434,722161950.3476089,667663359.7124964
178,564.3096,31.39,84871787.82198347,87137462.5222655,81189553.04278451,78648261.56787007,100656369.87498093
179,412.1925,26.93,20486210.704854343,23439374.525989413,20830539.241555117,21031149.30623434,21435761.362536408
180,847.4508,22.72,129519193.47940148,82404072.32205097,157475261.89013132,155085897.20967826,133083417.11192027
181,294.1604,4.53,43383055.467547044,34542651.51931153,42266521.61858072,40948182.879106656,32994882.45207656
182,329.1321,31.65,1386121961.0355103,1381659089.7796998,1354639711.8347754,1369048988.0834503,1778790081.2238147
183,465.0944,28.87,960958277.6592267,946041882.6751257,973660813.5621208,1048729033.7522881,1138994947.2568262
184,296.1859,4.43,555794119.1707458,515126514.6256573,532719681.30098695,485890651.81243235,392506129.15309733
185,221.1111,3.91,608200043.2735626,537997120.9391483,599313141.5861132,632476031.2815338,528488297.4407357
186,304.2023,0.58,120828338.6403884,141608487.2698068,118495382.21439287,120104965.508638,144819859.7875114
187,496.2429,4.48,312920645.71044093,262889697.38522255,326725879.4452035,309676400.22944677,240722018.79355183
188,379.1657,25.44,456025468.4830392,429714269.7189295,463021059.6933875,479772917.6338217,479478683.1918851
189,390.1578,4.42,70043300.80383557,59170914.06734509,66641511.68317731,60479636.200474426,53959861.971719734
190,391.1479,3.32,44854203.19947322,51793418.69709286,56253279.95966138,44944758.81539903,49048122.952798516
191,502.1781,16.11,1927341115.9695058,1340189078.9470842,2087473719.2190287,2015759739.9032104,1620012863.6403584
192,285.0673,24.55,160746626.70163435,164938768.07609624,164980416.2147194,167523322.28311798,160827477.60451716
193,371.1269,7.77,107990453.28610359,116123579.80360976,105462468.94001096,102875581.62850235,114290090.74623345
194,445.1641,14.42,255067240.03251988,251635771.00392127,255676376.00021002,267322537.9859812,255699823.6746119
195,308.2587,24.88,911573353.0536362,782519597.7982405,935249988.0357622,817394977.3496022,560262529.7432725
196,588.9704,29.77,324187884.945697,314906798.6078223,321903044.9162413,320327332.9415182,374772124.3476874
197,245.1401,0.58,175239420.9531508,193428073.6384154,154127596.40805042,171738326.19917166,192878712.07740623
198,376.1405,13.66,1202652547.473041,839511493.0708457,1287627245.8156807,1400822736.5882747,998692692.322597
199,393.2178,9.62,495248282.36093926,275803966.1366031,610194390.4389204,595984076.6485778,541706920.391297
200,451.1654,28.81,487808708.11778665,480910057.5073153,463208625.3237902,478859884.70545435,529604187.4152375
201,227.1142,0.61,23681801.96942859,23664193.522362906,21220944.461991,29683173.12782829,29334438.245856687
202,616.0869,27.2,41055500.4067775,47830363.796218514,39457245.04661106,40944920.20116608,45634116.880619526
203,442.1894,15.54,275741475.87444925,167440828.60457855,317499641.0838988,351147826.0019854,260662686.58587146
204,398.1981,10.71,692593502.6671768,746294154.7874255,668609165.8369256,778997261.0198328,725984794.6954
205,267.1859,7.8,1297763078.0828555,1159947246.0503669,1242318911.2450035,1219640686.4576557,1165371502.9444485
206,460.1987,11.17,36781534.88208516,37954503.328791365,36313281.5578832,41521619.634491876,36248110.1653768
207,493.2638,18.1,8594347594.050083,6026314520.260511,9133411311.23761,8815891855.59769,6626057618.53287
208,417.1284,25.26,108897868.03575748,116550892.77416776,104933226.95554034,106769542.00358063,105808515.99431232
209,299.1579,16.78,2053996856.818011,1128167736.335707,2596991660.402265,2977700694.0745583,2217869142.150556
210,399.167,4.12,289126719.4488745,222090302.53163677,269008681.4295137,272059741.2205889,209446812.75332555
211,186.0916,6.17,15141319.558898926,14717790.810297279,16306994.038454229,15551615.233904103,18971334.939084575
212,307.1669,6.39,1567422979.0918322,1389031039.076392,1496060350.6160522,1164888625.9082713,777806604.0506921
213,316.0351,28.06,36239359.23638506,39073416.123422384,38609042.86654986,39448996.11885693,55073756.62658337
214,810.4564,32.42,6796637.262386249,6418474.633579795,6561778.91775691,6673600.330783304,8628560.526604407
215,394.1403,12.5,118290807.80467688,81048518.10634583,153843721.52997717,175601030.4315082,164149579.94133934
216,463.0861,31.53,1323053914.3304038,1268942620.1745973,1330607894.0780354,1431660987.0887132,1711835287.6602697
217,486.2011,28.32,501016698.22867966,435204179.82558143,520431332.8684024,540353362.6832615,613582346.6254383
218,308.1431,3.94,226703098.93147743,207029015.8625749,218333211.8283794,204492534.6064652,211217917.45443246
219,416.1636,9.12,237057474.29851002,189377142.06074867,247008648.1636497,247108914.3480694,242737042.0831195
220,351.1959,32.42,13154578.507286415,12038593.0627658,12743394.82979779,12759870.567615397,15516714.672261026
221,392.2006,21.68,16977281.177111976,17992020.837791942,17436881.65526069,14904636.245106943,17919078.092587724
222,204.0303,0.64,3175358.402372128,3073825.352804253,3128914.2585962773,3112681.3338758666,3563779.9409361137
223,302.1754,3.57,98331935.86225826,113083657.92865083,66665263.28906588,84315261.71188287,79109261.80122787
224,339.2167,31.55,210061.928396984,604127.1062785462,373242.5237714617,236504.94916064217,656387.8602105329
225,331.0439,27.31,53879198.752623975,53313479.965594456,53897279.28338469,55128708.736451,55166901.98783162
226,192.1385,13.76,4158148318.1194444,4043907923.869984,4213189870.462803,4788376472.392081,4161370113.8055854
227,340.3695,29.27,215111477.88296273,217236819.69490469,211284379.62817132,223340238.18903053,242094346.5211561
228,555.253,3.7,770203246.8582354,845438073.7783196,671715237.8534751,774875349.6302319,782189962.3286953
229,178.1354,29.14,471429.04637189256,388701.5794481288,387593.0304011975,327581.85674440407,280102.927556339
230,305.1084,29.89,2759966675.7818747,2704974599.0532446,2814771523.7177277,2762691763.5409703,2558217392.978852
231,109.0763,0.59,154977873.44001538,157664558.66582823,144872617.47567046,157481069.14727145,165277618.08239383
232,204.1386,18.06,3593780943.733123,3263659051.1769843,3151059424.9025707,3558520921.4163327,3067014076.438869
233,114.128,0.58,59874176.87763297,72117841.65462002,56905604.94808276,61414393.818880096,77735777.72664301
234,291.1957,32.3,248730967.1273554,240883280.35380727,262863731.25225085,264413770.86750263,366191943.77647436
235,146.1177,0.58,531513958.58880895,570483496.3171753,504568375.795429,511703638.2142908,648630640.2421218
236,362.2122,32.25,1025042.3825266176,830063.8821297579,957181.7952189117,900092.8599958541,1635252.482643829
237,220.9536,8.65,33769484.272625454,34347179.732710384,32625219.92528949,32801305.71633723,31652818.510031592
238,279.1595,31.43,1004026150.8699726,971185114.6195765,970902101.7913289,982325691.2590036,1390678399.5126429
239,275.2123,4.42,804344461.312753,645091899.768985,885697230.7002935,921839437.2682801,879294757.1745768
240,215.049,2.42,20827429.735799447,19828892.373348262,19958914.803422473,19001566.69971919,19658125.70781062
241,428.2553,6.76,416919655.9550219,383672163.1972522,424885220.43467265,420804087.19535816,395640128.6745454
242,214.0996,3.63,602114436.6534219,583954684.7951252,710739413.1391331,613192673.960911,615924283.7171693
243,427.1176,4.26,193218140.2925468,220599183.63005722,212751793.6735984,214497217.2555323,215739523.87449336
244,347.2223,13.0,145376634.9336177,150597376.0100896,145812528.5752622,172172925.16650912,176313285.42791292
245,488.1642,6.85,148624574.15363544,147236955.31307092,142603152.651731,133121534.09684117,138811749.80441415
246,489.229,10.46,466921103.46953,327602953.0251184,522689593.72668946,599167454.0617214,435719280.73021364
247,245.1752,32.87,6911183.356638774,11714126.737490797,4528585.476129394,4887529.261211732,6545728.694671346
248,233.0924,9.2,894616700.4899076,878973441.9022729,913363381.6925558,921988943.1263543,861530699.9880673
249,558.2312,21.93,112137573.23880714,114996380.13510346,108184459.18130338,93066540.54732391,103964087.0464552
250,406.2343,3.35,676911785.2832832,747567419.2067738,760123814.9431331,685579701.2553087,628171037.3589793
251,445.1615,5.21,56769981.742354825,49853859.58730841,57530112.126795724,57102214.48027671,52305839.0872107
252,417.1186,3.43,56819922.96815629,65539328.852129914,63483484.97847381,59951684.2395173,60512426.28853531
253,529.2294,30.89,440608211.1526195,417832752.83425224,426532872.3130123,425991404.35283554,456586238.6049918
254,359.1972,3.83,372641877.7952976,387540229.4508712,289212704.29073185,331362428.14710486,258100737.11886346
255,313.1776,3.43,253683609.478365,267141904.2168918,269189367.6001519,240801894.52561486,227532640.17677745
256,330.1505,10.85,486889181.1145357,319068656.29226255,526647632.383196,557022386.4937769,354093120.3510615
257,433.2228,22.61,138513003.47618902,145574414.0913551,136454794.87050977,122934484.31773748,137926975.51164094
258,234.1128,11.21,166812680.97782385,169713882.01414984,165632968.34914717,204046107.7843608,163408046.017922
259,413.1203,7.33,139736594.72385123,122411236.92103331,134112341.62166052,123923460.73072822,101539222.7941006
260,328.1583,3.39,246875543.79384157,252508482.37168217,256377575.530953,230206763.55570787,221401075.10036883
261,163.0868,5.62,260987521.51918256,259497783.41079757,250110912.3673566,249751081.07267842,261909619.7685064
262,316.2025,3.49,208625546.13280672,219258152.25497466,153758172.30770668,183175003.03836313,168844566.5724584
263,223.0869,10.5,870269776.1152996,377998935.1464317,1416781602.8022835,1713744660.9593747,1230155939.3212998
264,119.0606,5.08,295191948.69266766,301985081.28025186,290812398.68969625,276357900.69272166,286132242.5857681
265,185.9776,10.63,1531830.5796351775,1507038.390811442,1476790.1254287215,2043265.5195819607,1535151.7191582338
