id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height
138,1.82E6,5.4495,376.08236,376.08311,1,10,0,0.857,1.14,0.00043,0.0627,0,5.3502,5.5494,376.0828,2.817E4,2.468E7,2.468E7,1.695E6,5.4439,376.08248,376.08486,0.068,5.3511,5.5486,ESTIMATED,376.08288,1.768E5,2.218E7,1.1889,1.1257,2.218E7,1.668E6,5.4774,376.08228,376.08451,0.0714,5.3764,5.5488,ESTIMATED,376.08263,4.179E4,2.222E7,1.2884,1.0122,2.222E7,1.782E6,5.437,376.08269,376.0832,0.0702,5.3502,5.5477,ESTIMATED,376.08297,4.407E5,2.429E7,1.0335,1.0385,2.429E7,1.818E6,5.4147,376.08261,376.08327,0.0694,5.3518,5.5493,ESTIMATED,376.08299,1.795E5,2.468E7,1.1404,1.1391,2.468E7,1.772E6,5.4363,376.08251,376.08318,0.0682,5.3526,5.5471,ESTIMATED,376.08293,4.164E5,2.356E7,1.3008,1.088,2.356E7,1.629E6,5.4608,376.08236,376.08311,0.0733,5.3505,5.5472,ESTIMATED,376.08274,3.588E4,2.111E7,1.1606,1.0979,2.111E7,1.787E6,5.4286,376.08257,376.08331,0.0709,5.3507,5.5483,ESTIMATED,376.08302,2.295E5,2.353E7,0.9608,1.0456,2.353E7,1.627E6,5.4618,376.08241,376.08296,0.0702,5.3605,5.5483,ESTIMATED,376.08265,2.836E4,2.176E7,1.4445,1.2605,2.176E7,1.82E6,5.4691,376.0821,376.08444,0.0811,5.3533,5.5494,ESTIMATED,376.08259,2.82E4,2.309E7,1.1607,1.0238,2.309E7,1.623E6,5.4657,376.08233,376.08435,0.0733,5.3555,5.5492,ESTIMATED,376.08266,2.817E4,2.083E7,1.1686,1.0644,2.083E7
139,8.358E4,5.4233,235.10145,235.10162,0.2,2,0,0.92,0.01,0,0.0426,0,5.3412,5.5582,235.10152,3.425E4,9.075E5,9.075E5,8.489E3,5.36,235.10143,235.10193,0.0304,5.36,5.4079,ESTIMATED,235.10157,3.57E4,3.481E5,,,3.481E5,,,,,,,,UNKNOWN,,,,,,,8.29E4,5.437,235.10064,235.10199,0.1012,5.3412,5.5328,ESTIMATED,235.10162,3.824E4,8.916E5,0.8141,0.9533,8.916E5,6.501E4,5.5314,235.10143,235.10216,0.1256,5.3608,5.5582,ESTIMATED,235.10164,1.157E5,5.45E5,0.157,0.5785,5.45E5,4.306E4,5.4064,235.10129,235.10194,0.0325,5.3585,5.4962,ESTIMATED,235.10161,3.425E4,6.141E5,1.5817,1.453,6.141E5,1.39E2,5.3773,235.10145,235.10162,0.006,5.3743,5.3803,ESTIMATED,235.10145,4.655E4,4.655E4,0.9997,0.9998,4.655E4,8.358E4,5.4796,235.10136,235.10228,0.0837,5.3417,5.5394,ESTIMATED,235.10162,1.231E5,9.075E5,0.4671,0.7169,9.075E5,1.373E2,5.3934,235.10136,235.10162,0.006,5.3904,5.3964,ESTIMATED,235.10136,4.593E4,4.593E4,0.9992,0.9996,4.593E4,1.096E2,5.4009,235.10133,235.10162,0.0059,5.398,5.4039,ESTIMATED,235.10133,3.688E4,3.688E4,1.0002,1.0001,3.688E4,,,,,,,,UNKNOWN,,,,,,
140,4.413E6,5.4675,214.10917,214.10932,1,10,0,0.882,0.89,0.00019,0.0453,0,5.3704,5.5696,214.10926,4.447E4,4.821E7,4.821E7,2.052E5,5.4649,214.10901,214.10938,0.0913,5.372,5.5695,ESTIMATED,214.10929,1.097E5,2.301E6,0.9352,1.0524,2.301E6,3.869E6,5.4744,214.10902,214.10926,0.0808,5.3705,5.5696,ESTIMATED,214.1092,5.05E5,4.442E7,1.1508,1.0985,4.442E7,2.116E5,5.4549,214.10856,214.10947,0.0886,5.3711,5.5626,ESTIMATED,214.10933,5.449E4,2.563E6,1.2002,1.1011,2.563E6,2.219E5,5.4417,214.10856,214.10949,0.0747,5.3728,5.5671,ESTIMATED,214.10934,4.977E4,2.824E6,1.2584,1.2959,2.824E6,2.104E5,5.4633,214.10854,214.10954,0.0885,5.3705,5.5679,ESTIMATED,214.10933,5.509E4,2.478E6,0.8834,1.0351,2.478E6,3.803E6,5.4756,214.10917,214.10932,0.0879,5.3713,5.5681,ESTIMATED,214.10926,2.163E6,4.092E7,0.7882,1.332,4.092E7,2.174E5,5.4586,214.10858,214.1096,0.077,5.3717,5.5632,ESTIMATED,214.10934,4.447E4,2.598E6,0.8569,1.0205,2.598E6,3.86E6,5.4826,214.10914,214.10926,0.0874,5.3725,5.5692,ESTIMATED,214.10921,1.93E6,4.31E7,0.785,0.9293,4.31E7,4.413E6,5.4869,214.10908,214.10922,0.0867,5.3712,5.5673,ESTIMATED,214.10915,2.431E6,4.821E7,0.7537,0.8307,4.821E7,3.904E6,5.4716,214.1091,214.10924,0.0802,5.3704,5.5671,ESTIMATED,214.10917,2.438E6,4.283E7,0.9334,1.0792,4.283E7
141,1.189E6,5.5723,310.12659,310.1269,0.2,2,0,0.913,0.21,0.00006,0.0258,0,5.3608,5.6114,310.12682,1.355E6,1.321E7,1.321E7,1.083E6,5.5754,310.12673,310.12702,0.0785,5.4139,5.6112,ESTIMATED,310.1269,1.946E6,1.187E7,0.2269,0.6109,1.187E7,6.663E5,5.6114,310.12655,310.12679,0.0303,5.4121,5.6114,ESTIMATED,310.12667,1.355E6,9.796E6,,0.5,9.796E6,1.101E6,5.5477,310.12684,310.12713,0.0825,5.413,5.6103,ESTIMATED,310.12699,1.936E6,1.137E7,0.4559,0.7326,1.137E7,1.189E6,5.4986,310.12688,310.12714,0.0711,5.3608,5.5582,ESTIMATED,310.127,2.077E6,1.321E7,0.2019,0.7162,1.321E7,1.076E6,5.553,310.12683,310.1271,0.0758,5.4124,5.6097,ESTIMATED,310.12696,2.075E6,1.169E7,0.3576,0.7013,1.169E7,8.16E5,5.595,310.12659,310.1269,0.4865,5.4131,5.6099,ESTIMATED,310.12677,1.524E6,1.038E7,0.0836,0.541,1.038E7,1.087E6,5.5244,310.12561,310.12714,0.0779,5.3627,5.5572,ESTIMATED,310.12694,1.895E6,1.227E7,0.2038,0.6013,1.227E7,7.204E5,5.605,310.12659,310.12681,0.0737,5.4143,5.611,ESTIMATED,310.1267,1.572E6,1.023E7,0.032,0.5157,1.023E7,7.548E5,5.6031,310.1264,310.12675,0.0451,5.4128,5.6091,ESTIMATED,310.12662,1.75E6,1.206E7,0.0297,0.5157,1.206E7,7.123E5,5.6089,310.12648,310.12676,0.0513,5.4122,5.6089,ESTIMATED,310.12663,1.434E6,1.066E7,,0.5,1.066E7
142,6.668E6,5.609,289.22708,289.22848,0.2,2,0,0.918,0.22,0.00006,0.0139,0,5.4107,5.6443,289.22755,3.397E4,7.031E7,7.031E7,6.427E6,5.6172,289.22722,289.22862,0.0806,5.4469,5.6442,ESTIMATED,289.22771,7.723E6,7.031E7,0.1593,0.5792,7.031E7,3.469E6,5.6443,289.22703,289.22845,0.0765,5.4477,5.6443,ESTIMATED,289.22729,3.397E4,4.92E7,,0.5,4.92E7,6.579E6,5.5894,289.22729,289.22859,0.1002,5.4459,5.6432,ESTIMATED,289.22739,1.38E7,5.724E7,0.3753,0.6876,5.724E7,6.513E6,5.5374,289.22728,289.2275,0.1205,5.4117,5.6089,ESTIMATED,289.22739,7.862E6,5.496E7,0.5897,0.7848,5.496E7,6.668E6,5.5858,289.22725,289.22856,0.1083,5.4453,5.6426,ESTIMATED,289.22739,1.444E7,5.977E7,0.4041,0.702,5.977E7,5.301E6,5.6428,289.22708,289.22848,0.0609,5.4459,5.6428,ESTIMATED,289.22727,2.876E6,6.281E7,,0.5,6.281E7,6.483E6,5.5513,289.22726,289.22865,0.1164,5.4107,5.608,ESTIMATED,289.22746,1.278E7,5.709E7,0.4031,0.7015,5.709E7,4.564E6,5.6439,289.22705,289.22845,0.0705,5.447,5.6439,ESTIMATED,289.22773,1.408E6,5.633E7,,0.5,5.633E7,5.097E6,5.6419,289.22703,289.22838,0.0759,5.4454,5.6419,ESTIMATED,289.22785,2.041E6,5.977E7,,0.5,5.977E7,4.587E6,5.6358,289.22703,289.22849,0.0782,5.4449,5.6418,ESTIMATED,289.22804,1.696E6,5.49E7,0.03,0.5161,5.49E7
143,1.334E6,5.5007,378.134,378.13631,0.1,1,0,0.944,0,0,0,0,5.4616,5.6996,378.13442,4.53E4,1.456E7,1.456E7,9.194E5,5.5038,378.13417,378.1348,0.0901,5.4619,5.6592,ESTIMATED,378.13451,1.151E5,1.26E7,1.9033,1.516,1.26E7,2.881E5,5.4625,378.13381,378.13612,0.0244,5.4625,5.5965,ESTIMATED,378.13421,5.578E4,1.028E7,,,1.028E7,1.217E6,5.5357,378.13398,378.13477,0.1046,5.4639,5.6583,ESTIMATED,378.1346,1.896E5,1.294E7,1.0743,1.1416,1.294E7,1.232E6,5.5612,378.13437,378.13497,0.0986,5.5016,5.6996,ESTIMATED,378.13461,1.828E5,1.456E7,1.3014,1.2956,1.456E7,1.069E6,5.5201,378.1339,378.13473,0.0857,5.4633,5.6607,ESTIMATED,378.13457,1.315E5,1.252E7,1.2697,1.3295,1.252E7,5.897E5,5.4756,378.134,378.13631,0.2261,5.4637,5.6249,ESTIMATED,378.13435,5.117E4,1.183E7,6.0898,4.32,1.183E7,1.334E6,5.5513,378.13439,378.13481,0.3499,5.4616,5.6592,ESTIMATED,378.13462,3.398E5,1.325E7,0.8076,1.0218,1.325E7,5.865E5,5.4678,378.13385,378.13621,0.0711,5.4618,5.6499,ESTIMATED,378.13428,4.929E4,1.153E7,13.1848,8.3352,1.153E7,4.96E5,5.4632,378.13393,378.13608,0.0351,5.4632,5.6419,ESTIMATED,378.13416,4.636E4,1.276E7,,,1.276E7,5.186E5,5.4657,378.13363,378.13632,0.0384,5.4627,5.6209,ESTIMATED,378.13433,4.53E4,1.202E7,25.6186,16.4548,1.202E7
144,3.188E5,5.5421,571.31528,571.3169,0.4,4,0,0.919,0.16,0.00009,0.0499,0,5.4833,5.7197,571.31629,5.653E4,3.329E6,3.329E6,2.554E5,5.5337,571.31598,571.3171,1.2458,5.4858,5.6804,ESTIMATED,571.31645,2.489E5,3.329E6,2.8259,2.3173,3.329E6,1.6E5,5.4863,571.31535,571.31685,0.0573,5.4833,5.6622,ESTIMATED,571.31599,1.251E5,2.537E6,41.0823,28.5769,2.537E6,2.728E5,5.5834,571.3162,571.31695,0.0963,5.5208,5.7187,ESTIMATED,571.31658,3.113E5,2.658E6,2.0363,1.5799,2.658E6,3.188E5,5.6029,571.31616,571.317,0.0912,5.5225,5.7178,ESTIMATED,571.31655,3.633E5,3.266E6,1.2079,1.2134,3.266E6,2.329E5,5.553,571.31609,571.31693,0.0795,5.5201,5.7183,ESTIMATED,571.31652,2.106E5,2.789E6,4.2814,2.9183,2.789E6,2.374E5,5.5292,571.31528,571.3169,0.0758,5.4846,5.6818,ESTIMATED,571.31618,1.375E5,3.024E6,2.1562,2.01,3.024E6,3.063E5,5.593,571.31632,571.31702,0.1014,5.5215,5.7197,ESTIMATED,571.31662,2.995E5,3.161E6,1.7848,1.3854,3.161E6,2.31E5,5.5184,571.31469,571.3172,0.0712,5.4856,5.6829,ESTIMATED,571.31607,1.111E5,2.919E6,3.6612,2.6477,2.919E6,2.018E5,5.4958,571.31432,571.31637,0.0758,5.484,5.6719,ESTIMATED,571.31594,5.653E4,2.995E6,8.7842,6.8808,2.995E6,2.322E5,5.5253,571.31446,571.31679,0.0678,5.4835,5.6808,ESTIMATED,571.31603,1.012E5,3.202E6,2.1249,2.2155,3.202E6
145,1.959E6,5.6261,312.09085,312.09261,0.2,2,2,0.792,1.78,0.00056,0.0069,0,5.4982,5.759,312.09142,3.301E4,2.711E7,2.711E7,1.384E6,5.6864,312.09116,312.09281,0.0567,5.5605,5.6955,ESTIMATED,312.09142,4.503E4,2.619E7,0.1251,0.5567,2.619E7,1.717E6,5.5398,312.09053,312.09256,0.0663,5.4982,5.6951,ESTIMATED,312.09125,1.502E5,2.48E7,1.8841,1.5996,2.48E7,3.36E4,5.6945,312.09104,312.09293,0.0095,5.6402,5.6945,ESTIMATED,312.09139,3.301E4,2.46E6,,0.5,2.46E6,,,,,,,,UNKNOWN,,,,,,,4.102E5,5.694,312.09108,312.09166,0.0179,5.6007,5.694,ESTIMATED,312.09142,4.198E4,1.91E7,,0.5,1.91E7,1.734E6,5.6159,312.09085,312.09261,0.0701,5.4994,5.6939,ESTIMATED,312.09128,4.059E4,2.313E7,1.0121,1.0283,2.313E7,,,,,,,,UNKNOWN,,,,,,,1.614E6,5.5931,312.09097,312.09267,0.0716,5.5602,5.7581,ESTIMATED,312.0912,1.591E5,2.263E7,2.4506,1.9583,2.263E7,1.959E6,5.5852,312.09101,312.09255,0.0673,5.4988,5.6959,ESTIMATED,312.0916,3.413E5,2.711E7,1.0062,1.1533,2.711E7,1.535E6,5.5999,312.09095,312.09262,0.0637,5.5611,5.759,ESTIMATED,312.09176,1.605E5,2.343E7,1.6981,1.5633,2.343E7
146,3.36E5,5.571,580.27961,580.28233,0.2,2,0,0.889,0.23,0.00014,0.0642,0,5.5077,5.7092,580.28123,1.765E4,5.177E6,5.177E6,3.017E5,5.5754,580.28097,580.28187,0.0951,5.5127,5.7076,ESTIMATED,580.28146,1.854E5,3.041E6,2.0584,1.5016,3.041E6,2.885E4,5.513,580.27898,580.28194,0.0892,5.5101,5.6354,ESTIMATED,580.28091,5.321E4,3.601E5,41.0541,21.027,3.601E5,2.243E5,5.7066,580.28084,580.28196,0.0396,5.6043,5.7066,ESTIMATED,580.28167,2.827E4,5.177E6,,0.5,5.177E6,,,,,,,,UNKNOWN,,,,,,,3.36E5,5.6396,580.28051,580.28193,0.0823,5.556,5.7092,ESTIMATED,580.28159,2.813E4,4.248E6,1.203,1.0193,4.248E6,1.53E5,5.5113,580.27961,580.28233,0.0387,5.5084,5.706,ESTIMATED,580.28122,1.749E5,2.888E6,42.065,31.4998,2.888E6,5.294E2,5.6622,580.28117,580.28152,0.007,5.6501,5.6652,ESTIMATED,580.28121,1.765E4,7.228E4,0.2501,0.625,7.228E4,1.018E5,5.5094,580.28012,580.28214,0.0422,5.5094,5.707,ESTIMATED,580.28104,1.424E5,1.894E6,,,1.894E6,6.496E4,5.5077,580.27966,580.28238,0.045,5.5077,5.7049,ESTIMATED,580.28092,8.653E4,1.032E6,,,1.032E6,9E4,5.5133,580.27948,580.28202,0.0243,5.5103,5.7049,ESTIMATED,580.28103,1.398E5,1.651E6,44.117,32.1755,1.651E6
147,1.479E6,5.6224,163.08625,163.0871,0.5,5,0,0.876,1,0.00016,0.0279,0,5.5244,5.7698,163.08667,1.958E5,1.531E7,1.531E7,1.224E6,5.6412,163.08646,163.08676,0.088,5.5724,5.7684,ESTIMATED,163.0867,3.152E5,1.503E7,0.8907,1.0949,1.503E7,1.208E6,5.6204,163.08638,163.08663,0.0808,5.5726,5.7698,ESTIMATED,163.08659,3.352E5,1.456E7,1.6493,1.6196,1.456E7,1.169E6,5.6133,163.08658,163.08679,0.0927,5.5715,5.7672,ESTIMATED,163.08674,3.064E5,1.329E7,2.2574,1.8683,1.329E7,1.362E6,5.633,163.08663,163.08681,0.1006,5.5255,5.7238,ESTIMATED,163.08674,6.49E5,1.341E7,0.6615,0.906,1.341E7,1.32E6,5.6156,163.08663,163.08678,0.1003,5.5261,5.7213,ESTIMATED,163.08673,6.039E5,1.336E7,0.9873,1.0759,1.336E7,1.129E6,5.6159,163.08625,163.0871,0.0908,5.5711,5.7692,ESTIMATED,163.08663,1.958E5,1.395E7,1.759,1.6241,1.395E7,1.166E6,5.629,163.08659,163.0868,0.0999,5.5721,5.7683,ESTIMATED,163.08675,3.148E5,1.321E7,1.3695,1.4309,1.321E7,1.358E6,5.62,163.08651,163.08711,0.1011,5.5244,5.722,ESTIMATED,163.08661,7.754E5,1.363E7,0.8134,1.0237,1.363E7,1.479E6,5.618,163.08649,163.08709,0.0994,5.5256,5.7229,ESTIMATED,163.08658,5.817E5,1.531E7,0.8565,1.056,1.531E7,1.314E6,5.6179,163.0865,163.08711,0.0953,5.5253,5.7229,ESTIMATED,163.0866,5.922E5,1.297E7,0.8469,1.0522,1.297E7
148,1.58E5,5.5436,341.10662,341.10794,0.1,1,0,0.944,0,0,0,0,5.5321,5.731,341.10723,2.927E4,6.381E6,6.381E6,5.456E4,5.5337,341.10659,341.10778,0.0213,5.5337,5.7167,ESTIMATED,341.10732,3.236E4,1.77E6,,,1.77E6,1.58E5,5.5339,341.10653,341.1075,0.0174,5.5339,5.6921,ESTIMATED,341.1071,5.638E4,6.381E6,,,6.381E6,4.583E4,5.5328,341.10688,341.10794,0.0135,5.5328,5.7308,ESTIMATED,341.10743,4.141E4,1.135E6,,,1.135E6,2.889E4,5.5374,341.10586,341.10765,0.0324,5.5344,5.6844,ESTIMATED,341.10737,2.927E4,4.779E5,45.79,25.2471,4.779E5,4.283E4,5.5321,341.10662,341.10767,0.0209,5.5321,5.6849,ESTIMATED,341.10734,3.297E4,1.062E6,,,1.062E6,8.657E4,5.5322,341.10662,341.10794,0.0152,5.5322,5.7211,ESTIMATED,341.10717,4.303E4,3.087E6,,,3.087E6,1.222E4,5.632,341.10703,341.10776,0.0558,5.605,5.7076,ESTIMATED,341.10748,3.389E4,2.379E5,2.1384,1.8982,2.379E5,1.12E5,5.5333,341.1064,341.10733,0.0159,5.5333,5.731,ESTIMATED,341.10706,3.771E4,4.188E6,,,4.188E6,1.044E5,5.5346,341.10652,341.10726,0.0177,5.5346,5.6659,ESTIMATED,341.10699,3.384E4,3.943E6,,,3.943E6,9.62E4,5.5342,341.10623,341.10723,0.0278,5.5342,5.6688,ESTIMATED,341.10701,4.885E4,3.381E6,,,3.381E6
149,2.017E6,5.6612,312.09113,312.09271,0.3,3,2,0.868,0.54,0.00017,0.0993,0,5.5621,5.7713,312.09145,2.411E4,2.711E7,2.711E7,2.017E6,5.6864,312.09116,312.09281,0.0789,5.5635,5.7593,ESTIMATED,312.09147,4.503E4,2.619E7,0.9216,1.0252,2.619E7,4.157E5,5.5756,312.09053,312.09262,0.0198,5.5726,5.7488,ESTIMATED,312.09123,4.938E4,1.568E7,17.7526,11.8307,1.568E7,1.189E6,5.7612,312.09104,312.09293,0.0574,5.6402,5.7703,ESTIMATED,312.09144,3.301E4,2.432E7,0.1363,0.5597,2.432E7,7.307E1,5.7087,312.0914,312.09146,0.0061,5.7056,5.7117,ESTIMATED,312.09146,2.411E4,2.411E4,1.0006,1.0003,2.411E4,1.676E6,5.7153,312.09108,312.09166,0.0713,5.6037,5.7578,ESTIMATED,312.09142,4.198E4,2.44E7,0.6726,0.7956,2.44E7,1.683E6,5.6159,312.09113,312.09271,0.0701,5.5621,5.7572,ESTIMATED,312.0913,1.902E5,2.313E7,1.2818,1.2826,2.313E7,2.941E5,5.7713,312.09122,312.09293,0.0157,5.6743,5.7713,ESTIMATED,312.0915,2.468E4,1.499E7,,0.5,1.499E7,1.422E6,5.5931,312.09097,312.09267,0.1069,5.5751,5.7701,ESTIMATED,312.09121,1.346E5,2.263E7,4.4922,3.1733,2.263E7,1.221E6,5.5852,312.09101,312.09262,0.0492,5.5733,5.7708,ESTIMATED,312.09167,1.006E5,2.711E7,5.4317,4.5669,2.711E7,1.372E6,5.5999,312.09095,312.09294,0.0827,5.5731,5.771,ESTIMATED,312.0918,1.123E5,2.343E7,2.452,2.0353,2.343E7
150,2.017E6,5.6722,425.24428,425.24472,0.2,2,0,0.926,0.18,0.00008,0.0051,0,5.599,5.8493,425.24464,9.743E4,2.229E7,2.229E7,1.965E6,5.6683,425.24442,425.24506,0.0927,5.5993,5.7956,ESTIMATED,425.24474,2.814E5,2.229E7,1.1749,1.1951,2.229E7,2.017E6,5.7219,425.24422,425.24463,0.1494,5.5994,5.7968,ESTIMATED,425.24441,1.822E6,1.645E7,0.6151,0.8059,1.645E7,1.599E6,5.6462,425.24445,425.24502,0.1092,5.6013,5.7975,ESTIMATED,425.24487,1.182E5,2.024E7,1.8453,1.5434,2.024E7,1.208E6,5.6119,425.24426,425.24535,0.0958,5.6,5.7966,ESTIMATED,425.24487,1.385E5,1.916E7,7.2311,4.6189,1.916E7,1.578E6,5.6577,425.24429,425.24533,0.0847,5.6007,5.7971,ESTIMATED,425.24482,1.552E5,1.961E7,1.2425,1.2681,1.961E7,1.755E6,5.6909,425.24428,425.24472,0.0795,5.601,5.7963,ESTIMATED,425.24454,4.008E5,1.96E7,0.7464,0.9579,1.96E7,1.48E6,5.629,425.2442,425.24536,0.1301,5.599,5.7955,ESTIMATED,425.24489,9.743E4,1.975E7,2.838,2.1529,1.975E7,1.437E6,5.7009,425.24379,425.24477,0.0875,5.6529,5.8485,ESTIMATED,425.24447,1.557E5,1.873E7,1.6477,1.457,1.873E7,1.747E6,5.6989,425.24402,425.24457,0.1149,5.6001,5.7978,ESTIMATED,425.24436,6.493E5,1.641E7,1.051,0.957,1.641E7,1.4E6,5.6958,425.24306,425.24475,0.0843,5.6508,5.8493,ESTIMATED,425.24439,1.53E5,1.794E7,1.6575,1.5388,1.794E7
