id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height
196,4.924E5,4.2627,542.21508,542.21976,0.1,1,10,0.944,0,0,0,0,4.1866,4.5654,542.2182,4.069E4,6.745E6,6.745E6,4.554E5,4.2699,542.21502,542.21911,0.0622,4.2021,4.467,ESTIMATED,542.218,5.071E4,6.455E6,2.0189,1.9919,6.455E6,4.924E5,4.2612,542.21513,542.22009,0.0568,4.1874,4.5654,ESTIMATED,542.21863,5.604E4,6.657E6,1.614,1.5959,6.657E6,4.602E5,4.2585,542.21508,542.21976,0.0549,4.1906,4.5628,ESTIMATED,542.21881,5.728E4,6.107E6,2.3395,2.5817,6.107E6,2.16E5,4.2654,542.21573,542.21967,0.0658,4.2064,4.3685,ESTIMATED,542.21773,4.069E4,3.219E6,1.836,1.8278,3.219E6,2.637E5,4.2596,542.21514,542.22011,0.0612,4.2006,4.5645,ESTIMATED,542.21773,8.072E4,3.188E6,3.1384,2.3337,3.188E6,2.886E5,4.2491,542.2156,542.21987,0.0565,4.1931,4.5629,ESTIMATED,542.21752,5.318E4,3.411E6,4.5398,3.3002,3.411E6,2.785E5,4.2587,542.21505,542.22248,0.0538,4.1968,4.5635,ESTIMATED,542.2181,6.758E4,3.664E6,3.5695,3.0945,3.664E6,2.796E5,4.2665,542.21552,542.22006,0.0518,4.2016,4.5475,ESTIMATED,542.21817,4.575E4,3.738E6,2.8026,2.9312,3.738E6,4.417E5,4.2779,542.21521,542.21963,0.0512,4.2041,4.4786,ESTIMATED,542.21874,6.238E4,6.745E6,1.4367,1.694,6.745E6,4.654E5,4.2604,542.21507,542.21955,0.0764,4.1866,4.5642,ESTIMATED,542.21861,6.881E4,5.903E6,1.7016,2.7731,5.903E6
197,2.6E5,4.2657,475.11476,475.11641,1,10,0,0.908,1.08,0.00051,0.0561,0,4.1634,4.4677,475.11564,3.791E4,3.693E6,3.693E6,2.534E5,4.2905,475.11293,475.11629,0.0595,4.2139,4.4258,ESTIMATED,475.11542,4.69E4,3.693E6,1.4636,1.4233,3.693E6,2.565E5,4.2848,475.1128,475.11841,0.0616,4.1903,4.4677,ESTIMATED,475.11541,3.791E4,3.356E6,1.0359,1.1602,3.356E6,2.405E5,4.2792,475.11476,475.11641,0.0607,4.1847,4.3883,ESTIMATED,475.11561,5.575E4,3.277E6,1.3329,1.1081,3.277E6,1.536E5,4.2419,475.11335,475.11673,0.0693,4.1798,4.3597,ESTIMATED,475.11581,4.323E4,2.203E6,1.7687,1.4986,2.203E6,1.505E5,4.2507,475.11319,475.11663,0.0636,4.1829,4.3686,ESTIMATED,475.11584,5.428E4,2.074E6,1.9074,1.4564,2.074E6,1.707E5,4.2344,475.11341,475.1168,0.0541,4.1634,4.3463,ESTIMATED,475.11592,5.276E4,2.558E6,1.3221,1.3091,2.558E6,1.602E5,4.2498,475.11293,475.11652,0.0557,4.1761,4.4238,ESTIMATED,475.11568,4.524E4,2.26E6,1.6161,1.832,2.26E6,1.606E5,4.2665,475.11351,475.11629,0.0594,4.2046,4.3992,ESTIMATED,475.1158,3.97E4,2.333E6,1.4914,1.5338,2.333E6,2.482E5,4.2779,475.11296,475.11622,0.0623,4.2012,4.4343,ESTIMATED,475.11548,4.873E4,3.254E6,1.7335,1.4078,3.254E6,2.6E5,4.281,475.11284,475.11625,0.0548,4.1896,4.4195,ESTIMATED,475.11541,5.404E4,3.529E6,1.1543,1.1637,3.529E6
198,1.809E6,4.2701,413.19677,413.19933,1,10,0,0.9,1.17,0.00048,0.0759,0,4.1502,4.4553,413.19728,3.56E4,2.59E7,2.59E7,1.809E6,4.2964,413.19664,413.1988,0.0575,4.152,4.4494,ESTIMATED,413.19709,9.256E4,2.485E7,0.447,0.7413,2.485E7,1.558E6,4.2818,413.19634,413.19873,0.0509,4.152,4.4086,ESTIMATED,413.19705,6.938E4,2.327E7,0.4382,0.7208,2.327E7,1.527E6,4.2851,413.19677,413.19933,0.0517,4.1522,4.4119,ESTIMATED,413.19719,8.697E4,2.241E7,0.4139,0.7324,2.241E7,1.59E6,4.2478,413.19698,413.19777,0.0593,4.1502,4.3744,ESTIMATED,413.19753,9.491E4,2.386E7,0.5661,0.8525,2.386E7,1.568E6,4.2507,413.19703,413.19959,0.0503,4.1504,4.4513,ESTIMATED,413.19748,3.56E4,2.475E7,0.5699,0.8411,2.475E7,1.635E6,4.2226,413.19675,413.19792,0.0524,4.1516,4.3757,ESTIMATED,413.19751,8.303E4,2.59E7,0.8244,1.016,2.59E7,1.515E6,4.2587,413.19715,413.19811,0.052,4.1524,4.4002,ESTIMATED,413.19745,8.466E4,2.309E7,0.5686,0.8235,2.309E7,1.566E6,4.2665,413.19661,413.19954,0.0505,4.1515,4.4553,ESTIMATED,413.19737,4.371E4,2.344E7,0.5328,0.814,2.344E7,1.58E6,4.2986,413.19672,413.1994,0.0522,4.151,4.4313,ESTIMATED,413.19711,6.455E4,2.206E7,0.3531,0.7449,2.206E7,1.697E6,4.2928,413.19679,413.19936,0.0543,4.1512,4.4106,ESTIMATED,413.19707,8.113E4,2.48E7,0.4607,0.7035,2.48E7
199,4.698E5,4.2748,542.21531,542.21976,1,10,1,0.88,2.51,0.00136,0.137,0,4.1896,4.5296,542.21826,4.575E4,6.745E6,6.745E6,4.553E5,4.2699,542.21502,542.21911,0.0622,4.205,4.467,ESTIMATED,542.218,5.071E4,6.455E6,2.0189,1.9919,6.455E6,4.698E5,4.2612,542.21513,542.22009,0.0568,4.1903,4.4677,ESTIMATED,542.21865,5.604E4,6.657E6,1.614,1.5959,6.657E6,4.348E5,4.2585,542.21531,542.21976,0.0549,4.1936,4.4503,ESTIMATED,542.21884,5.728E4,6.107E6,2.3395,1.9484,6.107E6,4.54E4,4.3862,542.21543,542.22027,0.137,4.3685,4.5287,ESTIMATED,542.21826,1.848E5,3.969E5,8.0733,4.5366,3.969E5,2.383E5,4.2596,542.21514,542.22011,0.0612,4.2036,4.4542,ESTIMATED,542.21768,8.072E4,3.188E6,3.1384,1.4294,3.188E6,2.397E5,4.2491,542.2156,542.21973,0.0565,4.196,4.3816,ESTIMATED,542.21748,5.318E4,3.411E6,2.491,1.6659,3.411E6,2.339E5,4.2587,542.21566,542.21964,0.0538,4.1997,4.3854,ESTIMATED,542.21815,6.758E4,3.664E6,2.7349,1.9916,3.664E6,2.767E5,4.2665,542.21552,542.22006,0.0518,4.2046,4.5296,ESTIMATED,542.21818,4.575E4,3.738E6,2.8026,2.9312,3.738E6,4.416E5,4.2779,542.21521,542.21963,0.0512,4.2071,4.4786,ESTIMATED,542.21874,6.238E4,6.745E6,1.4367,1.694,6.745E6,4.583E5,4.2604,542.21507,542.21955,0.0764,4.1896,4.5286,ESTIMATED,542.21862,6.881E4,5.903E6,1.7016,2.7731,5.903E6
200,1.458E7,4.2848,286.19132,286.1929,1,10,0,0.886,1.29,0.00037,0.1501,0,4.0748,4.4899,286.19165,3.301E4,1.427E8,1.427E8,1.167E6,4.2168,286.19022,286.19177,0.0682,4.0933,4.3581,ESTIMATED,286.19151,6.246E4,1.378E7,0.6039,0.862,1.378E7,1.124E6,4.2464,286.19126,286.19273,0.0664,4.0873,4.3555,ESTIMATED,286.19149,9.676E4,1.32E7,0.443,0.748,1.32E7,1.147E6,4.2585,286.19132,286.1929,0.0692,4.0963,4.4031,ESTIMATED,286.19158,4.335E4,1.285E7,0.4417,0.7277,1.285E7,1.458E7,4.345,286.19168,286.19206,0.0859,4.1591,4.4898,ESTIMATED,286.19183,5.904E4,1.427E8,0.6272,0.855,1.427E8,1.437E7,4.3303,286.19163,286.19194,0.0839,4.1445,4.4899,ESTIMATED,286.19182,5.319E4,1.389E8,0.5504,0.8138,1.389E8,1.433E7,4.3669,286.19154,286.19194,0.1012,4.1723,4.4883,ESTIMATED,286.19183,3.301E4,1.324E8,0.5638,0.817,1.324E8,1.455E7,4.3176,286.1916,286.19307,0.0969,4.12,4.489,ESTIMATED,286.19179,3.777E4,1.341E8,0.4746,0.8067,1.341E8,1.436E7,4.2783,286.19155,286.1919,0.096,4.1102,4.4879,ESTIMATED,286.19173,5.019E4,1.318E8,0.7492,0.8645,1.318E8,1.156E6,4.2484,286.19119,286.19281,0.0682,4.0951,4.3723,ESTIMATED,286.19152,5.659E4,1.321E7,0.513,0.7854,1.321E7,1.362E6,4.2397,286.19115,286.19273,0.0719,4.0748,4.3959,ESTIMATED,286.19146,6.03E4,1.559E7,0.4461,0.786,1.559E7
201,1.129E6,4.2919,315.13409,315.13474,1,10,0,0.905,1.18,0.00037,0.0138,0,4.1493,4.4317,315.1345,3.821E4,1.329E7,1.329E7,9.908E5,4.2964,315.13292,315.1348,0.086,4.1697,4.4317,ESTIMATED,315.13436,4.41E4,1.175E7,0.4823,0.7975,1.175E7,9.823E5,4.2848,315.13387,315.13484,0.0552,4.152,4.382,ESTIMATED,315.13432,5.085E4,1.223E7,0.51,0.7781,1.223E7,1.001E6,4.2851,315.13409,315.13474,0.0875,4.1493,4.3972,ESTIMATED,315.13443,4.915E4,1.17E7,0.5239,0.8052,1.17E7,1.042E6,4.2919,315.13323,315.13498,0.0663,4.165,4.4304,ESTIMATED,315.13468,4.345E4,1.259E7,0.5186,0.8038,1.259E7,9.871E5,4.2949,315.13321,315.13484,0.0578,4.1563,4.4069,ESTIMATED,315.13465,3.997E4,1.228E7,0.435,0.7658,1.228E7,1.066E6,4.2963,315.13321,315.13497,0.0821,4.1575,4.4288,ESTIMATED,315.13467,4.724E4,1.219E7,0.4333,0.7415,1.219E7,9.956E5,4.2882,315.13321,315.13531,0.0738,4.1584,4.4031,ESTIMATED,315.13463,3.821E4,1.173E7,0.5328,0.8009,1.173E7,9.825E5,4.2901,315.13312,315.13512,0.0812,4.1603,4.3992,ESTIMATED,315.13458,5.8E4,1.104E7,0.684,0.8079,1.104E7,9.846E5,4.2986,315.13397,315.13469,0.0674,4.1628,4.4165,ESTIMATED,315.13436,4.858E4,1.167E7,0.4525,0.7708,1.167E7,1.129E6,4.2928,315.13376,315.13471,0.0816,4.1542,4.39,ESTIMATED,315.13431,7.921E4,1.329E7,0.4197,0.7495,1.329E7
202,3.104E5,4.4494,294.15998,294.16138,0.3,3,13,0.924,0.36,0.0001,0.0557,0,4.1493,4.5949,294.16012,2.627E4,3.836E6,3.836E6,3.258E4,4.3287,294.15992,294.16128,0.1028,4.2198,4.3463,ESTIMATED,294.16,7.072E4,3.658E5,0.1652,0.5809,3.658E5,2.44E4,4.273,294.15986,294.16124,0.0624,4.2228,4.329,ESTIMATED,294.15999,8.424E4,3.539E5,1.1165,1.0583,3.539E5,3.095E5,4.545,294.15998,294.16138,0.0599,4.1493,4.5926,ESTIMATED,294.16003,4.062E4,3.43E6,0.2788,0.5701,3.43E6,2.67E5,4.4898,294.16003,294.16159,0.0537,4.2889,4.5943,ESTIMATED,294.16025,2.627E4,3.733E6,0.689,0.7193,3.733E6,2.713E5,4.5019,294.16003,294.16156,0.0565,4.348,4.5943,ESTIMATED,294.16023,3.561E4,3.809E6,0.6751,0.7229,3.809E6,2.607E5,4.4823,294.1589,294.16028,0.0696,4.2727,4.5718,ESTIMATED,294.16024,3.075E4,3.836E6,0.4967,0.7006,3.836E6,2.732E5,4.5158,294.15886,294.16157,0.0583,4.3029,4.5813,ESTIMATED,294.16021,5.117E4,3.532E6,0.4057,0.6543,3.532E6,2.75E5,4.5207,294.16003,294.16081,0.0557,4.2901,4.5949,ESTIMATED,294.16015,6.038E4,3.706E6,0.3402,0.6868,3.706E6,3.104E5,4.5524,294.15976,294.1606,0.0572,4.154,4.594,ESTIMATED,294.15996,6.628E4,3.606E6,0.347,0.5591,3.606E6,3.115E4,4.2839,294.15974,294.16123,0.1145,4.1719,4.3134,ESTIMATED,294.1601,7.885E4,3.485E5,0.2627,0.6314,3.485E5
203,1.413E6,4.296,325.15462,325.15566,1,10,4,0.898,1.25,0.00041,0.0766,0,3.9603,4.5599,325.15538,5.355E4,1.279E7,1.279E7,1.288E6,4.3258,325.15376,325.15551,0.0675,3.9645,4.4523,ESTIMATED,325.15522,5.355E4,1.081E7,0.2463,0.63,1.081E7,1.285E6,4.3084,325.1541,325.15575,0.0683,3.9612,4.509,ESTIMATED,325.15518,7.189E4,9.891E6,0.2118,0.6128,9.891E6,1.288E6,4.3028,325.15462,325.15566,0.0638,3.9614,4.5599,ESTIMATED,325.15531,1.245E5,9.936E6,0.2384,0.6305,9.936E6,1.338E6,4.2742,325.15454,325.15604,0.0635,3.9622,4.5585,ESTIMATED,325.15557,9.174E4,1.03E7,0.2082,0.6279,1.03E7,1.265E6,4.2802,325.15493,325.15589,0.0706,3.9624,4.4335,ESTIMATED,325.15554,1.391E5,9.89E6,0.2122,0.6362,9.89E6,1.372E6,4.2491,325.15408,325.15622,0.0758,3.9605,4.4377,ESTIMATED,325.15556,1.253E5,1.097E7,0.253,0.6461,1.097E7,1.275E6,4.2882,325.15463,325.15624,0.0734,3.9614,4.5397,ESTIMATED,325.15551,1.254E5,9.484E6,0.1939,0.6282,9.484E6,1.252E6,4.293,325.15398,325.1559,0.0771,3.9606,4.5088,ESTIMATED,325.15546,1.041E5,9.209E6,0.2508,0.6363,9.209E6,1.258E6,4.3192,325.15452,325.1556,0.0721,3.9603,4.4608,ESTIMATED,325.15524,1.068E5,9.976E6,0.2133,0.6195,9.976E6,1.413E6,4.3193,325.1545,325.15565,0.068,3.9606,4.4814,ESTIMATED,325.15516,8.078E4,1.279E7,0.1711,0.6133,1.279E7
204,6.75E6,4.3102,363.14471,363.14687,1,10,1,0.871,2.69,0.00098,0.0766,0,4.0902,4.6353,363.14544,4.488E4,8.305E7,8.305E7,6.75E6,4.3463,363.14459,363.14656,0.0587,4.0904,4.5024,ESTIMATED,363.14493,2.231E5,6.918E7,0.1984,0.6181,6.918E7,5.793E6,4.3231,363.14462,363.14687,0.0625,4.0902,4.5654,ESTIMATED,363.14591,1.451E5,6.433E7,0.2746,0.6565,6.433E7,5.75E6,4.3205,363.14471,363.14687,0.0553,4.0904,4.5688,ESTIMATED,363.14567,1.12E5,6.809E7,0.3724,0.6405,6.809E7,3.471E6,4.2889,363.14486,363.14729,0.0561,4.0912,4.5854,ESTIMATED,363.1453,5.066E4,4.119E7,0.2329,0.6495,4.119E7,3.318E6,4.292,363.14458,363.14722,0.0572,4.0914,4.5466,ESTIMATED,363.14519,1.102E5,3.71E7,0.3615,0.6682,3.71E7,3.521E6,4.2698,363.14478,363.14687,0.0819,4.0925,4.3993,ESTIMATED,363.14523,3.722E5,3.748E7,0.2854,0.6789,3.748E7,3.315E6,4.2882,363.14417,363.147,0.0613,4.0905,4.5128,ESTIMATED,363.14521,1.428E5,3.621E7,0.423,0.7174,3.621E7,3.598E6,4.3166,363.14481,363.14699,0.0788,4.0926,4.5683,ESTIMATED,363.14538,4.488E4,4.073E7,0.2408,0.6442,4.073E7,5.807E6,4.3369,363.14455,363.14677,0.0597,4.0922,4.5495,ESTIMATED,363.14575,1.582E5,6.504E7,0.2624,0.6304,6.504E7,6.634E6,4.3193,363.14461,363.14712,0.0589,4.0924,4.6353,ESTIMATED,363.14588,7.092E4,8.305E7,0.4135,0.667,8.305E7
205,6.752E5,4.342,406.18493,406.18602,1,10,0,0.904,1.24,0.0005,0.0212,0,4.2582,4.5764,406.18569,3.163E4,1.064E7,1.064E7,6.227E5,4.3404,406.18502,406.18617,0.0601,4.2699,4.5112,ESTIMATED,406.1855,3.938E4,9.321E6,1.5754,1.3426,9.321E6,6.434E5,4.3348,406.1846,406.18575,0.0565,4.2582,4.5535,ESTIMATED,406.18542,4.995E4,9.916E6,1.5035,1.3069,9.916E6,6.47E5,4.3353,406.18493,406.18602,0.0516,4.2674,4.5302,ESTIMATED,406.18562,5.925E4,1.064E7,1.5665,1.5499,1.064E7,5.476E5,4.345,406.18508,406.18669,0.0532,4.2889,4.5705,ESTIMATED,406.18592,3.795E4,8.168E6,2.7705,2.1443,8.168E6,5.576E5,4.345,406.18522,406.18629,0.0573,4.2831,4.5764,ESTIMATED,406.18592,3.163E4,8.398E6,1.9575,1.6237,8.398E6,5.266E5,4.3552,406.18498,406.18662,0.0574,4.2874,4.5689,ESTIMATED,406.1859,4.094E4,7.656E6,1.9844,1.8389,7.656E6,5.676E5,4.3383,406.18408,406.18797,0.0657,4.2734,4.5546,ESTIMATED,406.18585,4.077E4,8.096E6,1.901,1.8634,8.096E6,5.858E5,4.3431,406.18459,406.18637,0.0586,4.2753,4.5742,ESTIMATED,406.18577,4.98E4,9.007E6,1.8059,1.5633,9.007E6,6.194E5,4.3487,406.1849,406.18605,0.0594,4.275,4.5258,ESTIMATED,406.18553,4.032E4,8.985E6,1.4306,1.0587,8.985E6,6.752E5,4.334,406.18477,406.18743,0.0525,4.2663,4.5612,ESTIMATED,406.18542,5.92E4,1.023E7,1.605,1.5415,1.023E7
206,5.643E5,4.1451,487.16503,487.16831,0.3,3,2,0.905,1.19,0.00058,0.0455,0,4.0521,4.4529,487.16776,6.002E4,9.717E6,9.717E6,2.57E4,4.3728,487.16517,487.16812,0.043,4.3404,4.4376,ESTIMATED,487.1674,1.591E5,4.394E5,2.0017,1.5008,4.394E5,4.877E5,4.0521,487.16514,487.16843,0.0293,4.0521,4.4529,ESTIMATED,487.16757,6.426E4,9.717E6,,,9.717E6,1.318E4,4.3559,487.16503,487.16831,0.089,4.35,4.4119,ESTIMATED,487.16767,7.464E4,3.001E5,9.512,5.256,3.001E5,2.014E5,4.053,487.16566,487.16911,0.1741,4.053,4.2978,ESTIMATED,487.1679,8.593E4,4.073E6,,,4.073E6,1.116E4,4.3274,487.16565,487.16861,0.0305,4.2979,4.3509,ESTIMATED,487.16798,8.061E4,2.942E5,0.7983,0.8992,2.942E5,1.324E5,4.0571,487.16563,487.16899,0.0649,4.0542,4.2756,ESTIMATED,487.16785,6.002E4,1.743E6,70.6417,37.2839,1.743E6,1.707E5,4.0522,487.16542,487.16874,0.0219,4.0522,4.2557,ESTIMATED,487.16788,8.454E4,3.731E6,,,3.731E6,2.963E5,4.0573,487.16515,487.16896,0.0236,4.0544,4.3137,ESTIMATED,487.16802,1.551E5,6.607E6,35.1765,31.623,6.607E6,5.643E5,4.0658,487.16523,487.1689,0.1479,4.0541,4.452,ESTIMATED,487.16772,7.759E4,8.931E6,10.5872,8.4144,8.931E6,3.921E5,4.0572,487.16503,487.16925,0.0229,4.0543,4.387,ESTIMATED,487.16757,1.513E5,8.555E6,46.2338,31.1633,8.555E6
207,1.436E6,4.3753,355.20115,355.20322,1,10,0,0.824,3.82,0.00136,0.0731,0,4.2403,4.5629,355.20212,4.477E4,1.907E7,1.907E7,8.683E5,4.4023,355.20105,355.20308,0.0582,4.2404,4.5083,ESTIMATED,355.2014,7.07E4,1.053E7,0.5665,0.7408,1.053E7,7.372E5,4.385,355.20117,355.20312,0.0691,4.2405,4.4943,ESTIMATED,355.20267,5.985E4,9.209E6,0.4288,0.7811,9.209E6,7.202E5,4.3972,355.20115,355.20322,0.06,4.2408,4.4858,ESTIMATED,355.20261,5.153E4,8.812E6,0.3171,0.6864,8.812E6,1.379E6,4.342,355.20109,355.20392,0.0565,4.2419,4.5585,ESTIMATED,355.20171,5.609E4,1.866E7,0.6413,0.8627,1.866E7,1.379E6,4.3538,355.20105,355.20329,0.0647,4.2419,4.5049,ESTIMATED,355.20171,1.476E5,1.907E7,0.4944,0.7976,1.907E7,1.386E6,4.3316,355.20112,355.20345,0.0574,4.2403,4.5629,ESTIMATED,355.20165,5.585E4,1.903E7,0.4401,0.8802,1.903E7,1.396E6,4.3618,355.20097,355.2034,0.0547,4.241,4.5606,ESTIMATED,355.20173,4.935E4,1.874E7,0.5704,0.7812,1.874E7,1.436E6,4.3726,355.20105,355.20351,0.0659,4.2429,4.5623,ESTIMATED,355.20259,4.477E4,1.845E7,0.4474,0.7686,1.845E7,7.411E5,4.4047,355.20115,355.20337,0.061,4.2425,4.4963,ESTIMATED,355.20235,1.319E5,8.777E6,0.356,0.6928,8.777E6,8.115E5,4.4018,355.20101,355.20308,0.0613,4.2427,4.4873,ESTIMATED,355.20275,8.613E4,1.006E7,0.331,0.6911,1.006E7
208,6.43E6,4.1662,222.18492,222.18605,0.2,2,9,0.939,0.05,0.00001,0.0177,0,4.0785,4.4529,222.18568,6.497E4,9.594E7,9.594E7,6.43E6,4.1491,222.1848,222.18599,0.0588,4.0787,4.4523,ESTIMATED,222.18569,7.557E4,9.467E7,0.7333,0.9449,9.467E7,5.977E6,4.1314,222.18542,222.18599,0.0568,4.0785,4.4529,ESTIMATED,222.18572,7.041E4,9.594E7,1.0222,1.1566,9.594E7,5.59E6,4.1316,222.18492,222.18605,0.057,4.0786,4.4267,ESTIMATED,222.1858,7.521E4,9E7,0.9236,1.068,9E7,3.776E6,4.0942,222.18509,222.18641,0.0488,4.0794,4.3273,ESTIMATED,222.18567,6.908E4,9.06E7,3.4555,2.622,9.06E7,3.863E6,4.1061,222.18506,222.18627,0.0495,4.0796,4.3303,ESTIMATED,222.18558,9.569E4,8.311E7,1.951,1.6486,8.311E7,2.321E6,4.0807,222.18507,222.18638,0.0254,4.0807,4.2874,ESTIMATED,222.18548,9.664E4,8.197E7,,,8.197E7,3.707E6,4.0935,222.18502,222.18629,0.0593,4.0787,4.35,ESTIMATED,222.18548,6.842E4,7.459E7,4.0593,2.8634,7.459E7,3.988E6,4.119,222.18503,222.18629,0.0563,4.0808,4.3225,ESTIMATED,222.1859,8.346E4,7.264E7,1.2481,1.2555,7.264E7,1.708E4,4.3693,222.18487,222.186,0.0327,4.3634,4.4402,ESTIMATED,222.18575,6.497E4,3.673E5,11.6321,6.518,3.673E5,1.572E4,4.387,222.18542,222.18601,0.022,4.3663,4.4195,ESTIMATED,222.18576,1.406E5,4.286E5,1.5713,1.2856,4.286E5
