rt,rt_range:min,rt_range:max,mz,datafile:SA4.mzML:area,datafile:SB4.mzML:area,datafile:SB5.mzML:area,datafile:SB2.mzML:area,datafile:SA3.mzML:area,datafile:SA5.mzML:area,datafile:SB3.mzML:area,datafile:SA1.mzML:area,datafile:SA2.mzML:area,datafile:SB1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
3.3374,3.1711,3.4371,205.09735,634100.0,629700.0,639400.0,625600.0,644100.0,631200.0,722600.0,733800.0,732300.0,621300.0,3.47,13.0,0.91,1/1,675100.0,7.868395054514162,647720.0,6.544776607559662,0.9594430454747445,1.0543330170052136
3.2434,2.9704,3.2753,338.08663,28650.0,38000.0,25330.0,35980.0,20670.0,25170.0,16290.0,23970.0,19140.0,31210.0,3.2,14.0,0.94,1/1,23520.0,15.986168401931938,29362.0,29.93209401707703,1.2483843537414967,1.3280684614271243
19.6909,19.4056,19.8597,444.10055,860200.0,836800.0,881300.0,975300.0,870500.0,958200.0,852600.0,848300.0,855400.0,946800.0,19.56,15.0,1.05,1/1,878520.0,5.15271312614314,898560.0,6.686769050321444,1.022811091380959,0.974105801315199
4.6845,4.4641,4.9611,397.17772,1510000.0,1104000.0,1339000.0,1172000.0,1569000.0,1392000.0,1269000.0,1705000.0,1668000.0,1247000.0,4.56,16.0,0.77,1/1,1568800.0,8.006459349925416,1226200.0,7.391533372113682,0.78161652218256,1.015086392444883
3.3509,3.309,3.4096,454.2242,61890.0,75300.0,76960.0,70580.0,73220.0,68750.0,83810.0,76600.0,68540.0,72750.0,3.27,17.0,1.18,1/1,69800.0,7.950792467499128,75880.0,6.6638709321555245,1.087106017191977,0.9212762857559128
3.3091,3.2473,3.4817,442.22508,216100.0,43350.0,269000.0,246400.0,31950.0,198500.0,291900.0,192400.0,239700.0,239100.0,3.31,18.0,1.14,1/1,175730.0,46.91765203298929,217950.0,45.77677177760108,1.2402549365503899,1.0879429267985876
3.6891,3.5771,3.7927,510.26618,141600.0,157200.0,157900.0,143200.0,136400.0,140900.0,170900.0,150400.0,157800.0,150800.0,3.66,19.0,1.07,1/1,145420.0,5.899974959367426,156000.0,6.552429775524657,1.0727547792600742,1.002574560056144
23.7609,23.395,23.9799,310.10776,3684000.0,3592000.0,3496000.0,3605000.0,3525000.0,3463000.0,3590000.0,3798000.0,3700000.0,3577000.0,23.68,20.0,1.03,1/1,3634000.0,3.7648753244211215,3572000.0,1.2214198968854133,0.9829389102916896,0.9543096216424171
3.338,3.0803,3.4488,200.11078,1463000.0,1422000.0,1423000.0,1431000.0,1490000.0,1461000.0,1683000.0,1616000.0,1601000.0,1427000.0,3.38,21.0,0.91,1/1,1526200.0,4.991614393647464,1477200.0,7.791824083826486,0.9678941161053597,1.0636199078080875
4.4478,4.1483,4.6099,309.16037,4581000.0,3027000.0,2565000.0,3394000.0,4711000.0,4885000.0,3169000.0,4904000.0,5497000.0,3779000.0,4.31,22.0,0.86,1/1,4915600.0,7.141337759497893,3186800.0,14.08689441464372,0.6483033607291073,0.753841117126869
22.7514,22.3912,22.9899,478.09741,1244000.0,2978.0,11940.0,881400.0,1244000.0,1379000.0,311100.0,1247000.0,1240000.0,1111000.0,22.69,23.0,0.23,1/4,1270800.0,4.763673724291697,463683.6,109.60273276355608,0.3648753541076487,1.5864145830767336
0.5809,0.5559,0.8299,329.15359,9268000.0,9311000.0,9267000.0,9244000.0,9610000.0,9205000.0,8952000.0,8803000.0,9707000.0,9139000.0,0.53,24.0,0.99,1/1,9318600.0,3.8583091995343475,9182600.0,1.5635746815963976,0.9854055330199816,0.9953591242626076
19.3666,19.0405,19.6399,374.21263,2920000.0,3170000.0,2725000.0,3091000.0,2969000.0,3343000.0,2851000.0,2616000.0,2936000.0,2837000.0,19.34,25.0,0.98,1/1,2956800.0,8.741607661471404,2934800.0,6.381937106684467,0.9925595238095238,1.0128158406219632
26.8892,26.7843,27.2999,408.13877,2142000.0,2143000.0,2198000.0,2083000.0,2196000.0,2190000.0,2163000.0,2219000.0,2285000.0,2077000.0,27.0,26.0,1.01,1/1,2206400.0,2.3616996268483654,2132800.0,2.4431536488345187,0.9666424945612763,0.9570717767933429
12.2948,11.8809,12.5746,313.17397,2681000.0,11850000.0,12140000.0,13650000.0,3389000.0,2648000.0,11980000.0,2928000.0,2624000.0,13790000.0,12.18,27.0,4.12,4/1,2854000.0,11.312702266000763,12682000.0,7.525588206773727,4.443587946741416,1.0785407637721882
15.4721,15.1848,15.7798,453.20941,1716000.0,81500.0,81800.0,93600.0,2037000.0,1718000.0,81200.0,1744000.0,1691000.0,80800.0,15.48,28.0,0.05,1/16,1781200.0,8.096845438577443,83780.0,6.567199375144196,0.04703570626543903,0.9407141253087805
25.9385,25.837,26.0956,495.21989,115200.0,48000.0,50350.0,47580.0,101700.0,101000.0,48210.0,106000.0,101600.0,47420.0,25.98,29.0,0.45,1/2,105100.0,5.697737363113175,48312.0,2.4475128075899986,0.4596764985727878,1.0215033301617507
12.7553,12.4004,13.0455,376.14578,4960000.0,5886000.0,5826000.0,6615000.0,5577000.0,5050000.0,5914000.0,6126000.0,5021000.0,6712000.0,12.58,30.0,1.07,1/1,5346800.0,9.37004759081245,6190600.0,7.014216118060182,1.1578140196005087,1.082069177196737
12.3098,12.0503,12.6498,531.15679,1869000.0,2048000.0,2098000.0,1870000.0,2030000.0,1672000.0,1865000.0,2019000.0,1952000.0,1769000.0,12.35,31.0,0.95,1/1,1908400.0,7.699275724088525,1930000.0,7.137011832999388,1.0113183818905889,1.0645456651479883
3.3488,3.2136,3.4986,407.22109,3857000.0,880400.0,913400.0,890100.0,4050000.0,3943000.0,999600.0,4299000.0,4493000.0,896600.0,3.22,32.0,0.26,1/4,4128400.0,6.365199528316825,916020.0,5.2667860082438525,0.2218825695184575,0.8533944981479135
24.8734,24.702,24.9998,345.24256,64060.0,31710.0,32310.0,32690.0,64210.0,63720.0,31930.0,67520.0,63440.0,31910.0,24.7,33.0,0.55,1/2,64590.0,2.5778797828196596,32110.0,1.2149741017210314,0.4971357795324354,0.9038832355135188
3.9894,3.8701,4.2263,268.19133,1504000.0,3108000.0,3100000.0,3004000.0,1517000.0,1439000.0,3045000.0,1664000.0,1675000.0,3069000.0,4.17,34.0,2.21,2/1,1559800.0,6.698487817245901,3065200.0,1.3851694751683497,1.965123733812027,0.8891962596434512
24.8329,24.7697,25.1287,416.99131,291000.0,2092.0,2176.0,51080.0,267800.0,165600.0,35680.0,525800.0,401200.0,88020.0,24.88,35.0,3.68,4/1,330280.0,41.68605079067609,35809.6,100.94993978398821,0.10842194501634976,0.029462485058790695
12.2495,12.145,12.7439,264.17492,8722000.0,2168.0,12920.0,9091.0,9668000.0,7802000.0,155900.0,9423000.0,8895000.0,911100.0,12.26,36.0,0.27,1/4,8902000.0,8.14064563387921,218235.8,179.8955422025116,0.024515367333183553,0.0907976567895687
3.4571,3.2929,3.6799,320.14127,398000.0,10020000.0,10350000.0,9593000.0,425300.0,408100.0,10720000.0,420800.0,479100.0,9474000.0,3.38,37.0,22.46,16/1,426260.0,7.373277678487504,10031400.0,5.176757594271733,23.533524140196125,1.0477971567317954
5.1754,4.8154,5.32,414.15472,2525000.0,2334000.0,2398000.0,2565000.0,2565000.0,2527000.0,2458000.0,2744000.0,2812000.0,2621000.0,5.02,38.0,0.8,1/1,2634600.0,5.087902818848448,2475200.0,4.759530319663645,0.9394974569194565,1.1743718211493206
9.9727,9.6955,10.3396,270.18557,7831000.0,7210000.0,7353000.0,7895000.0,9439000.0,9123000.0,7604000.0,8153000.0,8111000.0,7858000.0,10.04,39.0,0.89,1/1,8531400.0,8.255505063059712,7584000.0,3.9854389038013105,0.8889514030522541,0.9988218011823079
6.8331,6.5115,7.1098,261.19643,2343000.0,35050000.0,35360000.0,35420000.0,2391000.0,2411000.0,34610000.0,2459000.0,2357000.0,39270000.0,6.81,40.0,12.59,16/1,2392200.0,1.9243695956987357,35942000.0,5.252631881341177,15.024663489674776,1.19338073786138
4.9674,4.5302,5.1193,340.15496,20500000.0,1659000.0,1726000.0,1522000.0,20950000.0,20630000.0,1614000.0,20680000.0,23290000.0,1441000.0,4.82,41.0,0.12,1/4,21210000.0,5.5362774065343565,1592400.0,7.065100889844296,0.07507779349363508,0.6256482791136257
5.4675,5.2927,5.7698,214.10928,4019000.0,222000.0,227900.0,218400.0,4080000.0,3959000.0,216000.0,4029000.0,4602000.0,208400.0,5.47,42.0,0.06,1/16,4137800.0,6.356801854446979,218540.0,3.3065810936694877,0.05281550582435111,0.8802584304058518
9.9135,9.4831,10.1093,288.23224,3462000.0,14350000.0,14420000.0,14280000.0,4179000.0,4224000.0,14060000.0,2965000.0,3482000.0,13810000.0,9.72,43.0,3.43,4/1,3662400.0,14.585186148781485,14184000.0,1.754493717425658,3.872870249017038,1.1291166906755212
28.0488,27.9102,28.3834,315.23209,645200.0,296900.0,301800.0,301000.0,641000.0,779100.0,304000.0,660100.0,787500.0,364600.0,28.21,44.0,0.46,1/2,702580.0,10.545061853613126,313660.0,9.115633746774435,0.44644026303054457,0.9705223109359664
4.2848,4.0748,4.4899,286.19165,1156000.0,14580000.0,14330000.0,14550000.0,1124000.0,1147000.0,14370000.0,1167000.0,1362000.0,14360000.0,4.19,45.0,9.21,16/1,1191200.0,8.124724072256061,14438000.0,0.812755529115166,12.120550705171256,1.3160207063160971
6.3848,6.1603,6.5187,277.0645,303600.0,163600.0,176200.0,156600.0,309900.0,300200.0,160000.0,342300.0,305200.0,173500.0,6.46,46.0,0.51,1/2,312240.0,5.496681322283116,165980.0,5.133558696216258,0.5315782731232386,1.0423103394573305
11.6334,11.2578,11.9116,399.07695,325700.0,89800.0,94260.0,92360.0,375900.0,366500.0,86370.0,333600.0,320100.0,81750.0,11.55,47.0,0.24,1/4,344360.0,7.314050161883569,88908.0,5.596569969398902,0.25818329655012195,1.075763735625508
3.8004,3.5118,4.0377,317.16501,5176000.0,278500.0,279300.0,267800.0,5259000.0,5197000.0,276100.0,5275000.0,5968000.0,271400.0,3.81,48.0,0.06,1/16,5375000.0,6.21510920877619,274620.0,1.7841722627587504,0.05109209302325581,0.8515348837209302
31.517,31.4842,31.5435,308.1108,13620.0,32440.0,33910.0,33620.0,12650.0,17910.0,32410.0,14880.0,18550.0,34580.0,31.54,49.0,1.83,2/1,15522.0,16.784294192752935,33392.0,2.8419491700927164,2.151269166344543,1.1755569214997503
16.8222,16.4461,17.0659,408.17209,1459000.0,21150000.0,18510000.0,23400000.0,1418000.0,1502000.0,22960000.0,1517000.0,1514000.0,22980000.0,16.69,50.0,15.01,16/1,1482000.0,2.8774543940918216,21800000.0,9.329140775212744,14.709851551956815,0.9800034345074494
11.393,11.3447,11.9441,302.24817,10760000.0,41010.0,28150.0,236300.0,10470000.0,9501000.0,5062.0,15990000.0,12250000.0,507700.0,11.46,51.0,0.26,1/4,11794200.0,21.572668952042005,163644.4,130.41943826352315,0.013874989401570262,0.05336534385219331
4.1902,4.0016,4.5991,256.18101,903700.0,13160000.0,13310000.0,13270000.0,898500.0,901600.0,12900000.0,895400.0,1078000.0,13160000.0,4.3,52.0,9.74,16/1,935440.0,8.525976524614782,13160000.0,1.2146175807861537,14.068245959120842,1.4443784352280125
5.187,5.1236,5.7227,279.18618,372700.0,5988000.0,7622000.0,1676000.0,334600.0,48300.0,3200000.0,286900.0,29090.0,894300.0,5.24,53.0,0.99,1/1,214318.0,76.20396958369243,3876060.0,73.74359919186439,18.085555109696806,18.26823748454223
9.6555,9.5584,10.0264,245.20151,1892000.0,159900.0,20940.0,14380.0,1718000.0,1619000.0,19310.0,3757000.0,2224000.0,910300.0,9.63,54.0,3.41,4/1,2242000.0,39.14379304236532,224966.0,172.47161482510904,0.10034165923282783,0.029425706519890855
5.8409,5.6259,6.1796,180.10211,5007000.0,260600.0,267100.0,256900.0,4954000.0,4978000.0,251300.0,5182000.0,4717000.0,302200.0,5.88,55.0,0.05,1/16,4967600.0,3.3475483943144555,267620.0,7.535120814519865,0.05387309767292053,1.0774619534584104
4.3753,4.2403,4.5629,355.20212,741100.0,1379000.0,1386000.0,1396000.0,737200.0,720200.0,1379000.0,868300.0,811500.0,1436000.0,4.54,56.0,1.99,2/1,775660.0,8.055346599944766,1395200.0,1.7092482602886094,1.7987262460356341,0.9038825356962986
3.7963,3.456,3.9381,337.21255,8894000.0,497300.0,500800.0,64500.0,8921000.0,8780000.0,68890.0,9488000.0,9944000.0,511200.0,3.67,57.0,0.06,1/16,9205400.0,5.388544717090278,328538.0,72.77348846987518,0.035689703869467924,0.5948283978244654
5.5791,5.1603,5.7593,310.12681,1447000.0,1548000.0,1578000.0,1485000.0,1451000.0,1410000.0,1512000.0,1485000.0,1563000.0,1530000.0,5.46,58.0,1.11,1/1,1471200.0,3.9278012103928512,1530600.0,2.304164956438353,1.0403752039151712,0.9372749584821362
5.1587,4.9521,5.4327,327.13751,1798000.0,913900.0,884200.0,825900.0,1815000.0,1787000.0,824700.0,1636000.0,1944000.0,779300.0,4.98,59.0,0.48,1/2,1796000.0,6.096182750684351,845600.0,6.306510629752644,0.4708240534521158,0.980883444691908
4.1522,3.6645,4.2641,384.1446,9527000.0,526200.0,26580.0,483300.0,9438000.0,9614000.0,73740.0,11210000.0,10300000.0,471000.0,4.12,60.0,0.05,1/16,10017800.0,7.471826733849696,316164.0,77.257413078994,0.03156022280340993,0.6312044560681985
3.6064,3.1956,3.724,235.1808,3619000.0,1653000.0,1589000.0,1705000.0,3671000.0,3747000.0,269700.0,3660000.0,4104000.0,1733000.0,3.59,61.0,0.53,1/2,3760200.0,5.257121269363628,1389940.0,45.22732329740415,0.36964523163661506,0.6974438332766322
3.5633,3.3631,3.7692,195.09191,3719000.0,3915000.0,3942000.0,3874000.0,3823000.0,3756000.0,4372000.0,3899000.0,4077000.0,3933000.0,3.47,62.0,1.03,1/1,3854800.0,3.681087353774363,4007200.0,5.130663879900821,1.0395351250389124,1.0092574029504005
15.6582,15.3729,16.0898,438.18349,6100000.0,1590000.0,1649000.0,1635000.0,6712000.0,6373000.0,1534000.0,6473000.0,5788000.0,1548000.0,15.79,63.0,0.29,1/4,6289200.0,5.658368735513103,1591200.0,3.204327131035567,0.25300515168860904,0.8724315575469278
31.6923,31.6566,31.8248,361.12019,179500.0,364800.0,362500.0,388900.0,177500.0,213900.0,364900.0,183600.0,222000.0,447500.0,31.63,64.0,1.87,2/1,195300.0,10.74726169366122,385720.0,9.380934401166755,1.9750128008192525,1.0561565779782098
28.6312,28.4958,28.7954,242.11802,24140.0,116500.0,115800.0,110500.0,24590.0,31630.0,113800.0,25060.0,31020.0,139000.0,28.54,65.0,4.48,4/1,27288.0,13.580583657697055,119120.0,9.53207067748496,4.365288771621225,0.9743948150940234
12.3814,12.1008,12.7,430.25957,2262000.0,867900.0,778100.0,1101000.0,2730000.0,2115000.0,923800.0,2365000.0,2306000.0,1173000.0,12.4,66.0,0.45,1/2,2355600.0,9.71245465165431,968760.0,16.94165914502932,0.4112582781456954,0.9139072847682119
5.2701,5.0593,5.4299,180.1748,3882000.0,8187000.0,8202000.0,8159000.0,3805000.0,3846000.0,8199000.0,3970000.0,4469000.0,8008000.0,5.13,67.0,2.03,2/1,3994400.0,6.814515523745371,8151000.0,1.0026020124758306,2.0406068495894254,1.0052250490588304
14.1398,14.0101,14.4704,484.1238,385400.0,175200.0,52940.0,1051000.0,423200.0,374700.0,601000.0,397000.0,387200.0,4493.0,14.2,68.0,4.2,4/1,393500.0,4.673981671400312,376926.6,117.82525474467592,0.95788208386277,0.22806716282446904
12.7031,12.2739,12.9397,480.21449,7972000.0,2369000.0,2494000.0,2550000.0,8792000.0,6371000.0,2291000.0,7518000.0,8059000.0,2671000.0,12.53,69.0,0.37,1/2,7742400.0,11.526493024257595,2475000.0,6.0435450095132115,0.31966831990080596,0.8639684321643405
5.3997,5.3621,5.71,254.1542,7982.0,2262.0,451.9,14890.0,1786000.0,1580000.0,8653.0,2822000.0,2360000.0,38970.0,5.53,70.0,0.06,1/16,1711196.4,62.52237407141609,13045.380000000001,119.35007332963974,0.007623543387538684,0.12705905645897808
4.6126,4.4304,4.8125,285.02085,434000.0,1031000.0,1073000.0,979400.0,419700.0,419800.0,984600.0,481900.0,471500.0,929000.0,4.73,71.0,2.0,2/1,445380.0,6.602849495219276,999400.0,5.478394341489429,2.243926534644573,1.1219632673222866
7.0147,6.6433,7.1998,311.08167,7189000.0,457000.0,429900.0,492800.0,7432000.0,7264000.0,484800.0,6864000.0,7316000.0,530600.0,6.9,72.0,0.08,1/16,7213000.0,2.9698116082898363,479020.0,7.936603237605853,0.0664106474421184,0.83013309302648
22.5461,22.0601,22.6986,397.00983,403000.0,17790000.0,18200000.0,16940000.0,436600.0,614700.0,17860000.0,114100.0,292000.0,18040000.0,22.36,73.0,14.57,16/1,372080.0,49.72953786943605,17766000.0,2.7504852237341657,47.74779617286605,3.2771308286112597
25.7043,25.6682,26.268,338.25124,4682000.0,275600.0,14350.0,507000.0,3961000.0,2507000.0,342800.0,6372000.0,5169000.0,764000.0,25.73,74.0,1.72,2/1,4538200.0,31.627073820895834,380750.0,73.0644696256029,0.0838989026486272,0.04877843177245768
31.6474,31.6182,31.6952,377.21211,6364.0,18350.0,19200.0,17360.0,6366.0,8493.0,18780.0,3759.0,8908.0,30270.0,31.73,75.0,2.91,4/1,6778.0,30.355921539476032,20792.0,25.693612121994647,3.0675715550309826,1.0541483006979322
21.7908,21.702,22.3013,381.03314,287700.0,15430.0,48830.0,421200.0,279500.0,287900.0,150800.0,304700.0,302600.0,1350000.0,21.77,76.0,15.15,16/1,292480.0,3.682606224657032,397252.0,139.9435816919816,1.3582193654266959,0.08965144326248817
15.9238,15.7308,16.3293,312.13822,2694000.0,11070000.0,11340000.0,12610000.0,3058000.0,2765000.0,11070000.0,2698000.0,2685000.0,11050000.0,16.03,77.0,4.02,4/1,2780000.0,5.706117727011763,11428000.0,5.876620808838733,4.110791366906475,1.0225849171409143
5.1123,4.8428,5.2496,404.0371,240000.0,1153000.0,1224000.0,1123000.0,68590.0,244100.0,1144000.0,259100.0,269200.0,1098000.0,4.96,78.0,4.15,4/1,216198.0,38.54851775800898,1148400.0,4.116941778074803,5.3117975189409705,1.2799512093833663
20.1537,19.8001,20.4311,354.24339,24670000.0,7205000.0,6975000.0,8631000.0,24970000.0,29620000.0,7426000.0,23280000.0,24450000.0,8708000.0,20.1,79.0,0.31,1/4,25398000.0,9.62895222170115,7789000.0,10.52638719754621,0.306677691156784,0.9892828746993032
10.5234,10.0707,10.7725,324.19625,8321000.0,14490000.0,14970000.0,17800000.0,7730000.0,8847000.0,14580000.0,8204000.0,8203000.0,14910000.0,10.37,80.0,1.69,2/1,8261000.0,4.825241751061588,15350000.0,9.022860099292194,1.8581285558649074,1.0994843525827855
31.2774,31.2481,31.3282,607.32505,22660.0,4008.0,3822.0,3113.0,22800.0,26820.0,4138.0,20270.0,25920.0,4570.0,31.43,81.0,0.22,1/4,23694.0,11.229786436554912,3930.2,13.572058325121167,0.1658732168481472,0.7539691674915783
16.4636,16.1923,16.8098,470.23227,2256000.0,936500.0,886300.0,1039000.0,2455000.0,2227000.0,1037000.0,2383000.0,2327000.0,832800.0,16.51,82.0,0.41,1/2,2329600.0,3.988130188072571,946320.0,9.655897742396991,0.40621565934065934,0.9907699008308765
4.5809,4.2772,4.7197,427.21431,299100.0,1337000.0,1367000.0,1336000.0,25520.0,16690.0,1303000.0,342700.0,322400.0,1356000.0,4.56,83.0,3.68,4/1,201282.0,82.08868191137137,1339800.0,1.8201576100543564,6.656332906072078,1.808786115780456
3.6836,3.3641,3.8093,349.21327,891500.0,952500.0,939500.0,951900.0,909800.0,886200.0,1053000.0,1047000.0,1017000.0,965900.0,3.51,84.0,1.15,1/1,950300.0,7.980543618582457,972560.0,4.72227785754961,1.0234241818373144,0.8899340711628821
11.6371,11.261,11.8596,296.1468,3109000.0,5876000.0,5775000.0,6907000.0,3688000.0,3521000.0,5991000.0,2661000.0,3000000.0,6085000.0,11.56,85.0,1.69,2/1,3195800.0,12.90067841115243,6126800.0,7.369966898504625,1.917141247887853,1.1344031052590846
21.545,21.1808,21.8217,318.27923,6690000.0,13600000.0,13450000.0,13450000.0,6749000.0,8425000.0,14250000.0,6150000.0,6325000.0,16300000.0,21.48,86.0,1.73,2/1,6867800.0,13.186216085453209,14210000.0,8.544595149719173,2.069075977751245,1.1959976750007197
31.8099,31.7485,31.9787,914.52661,886300.0,189000.0,182100.0,188900.0,897600.0,1063000.0,191400.0,813000.0,1120000.0,227900.0,31.9,87.0,0.21,1/4,955980.0,13.544455375902498,195860.0,9.314529345525571,0.20487876315404088,0.9756131578763851
27.1251,26.9513,27.4795,294.06933,395000.0,1840000.0,1855000.0,1893000.0,401000.0,401000.0,1861000.0,413400.0,512800.0,1877000.0,27.18,88.0,4.29,4/1,424640.0,11.71255275321231,1865200.0,1.0950822587764775,4.392426525998493,1.0238756470858958
6.6063,6.5127,7.1109,266.16537,466400.0,26100.0,60880.0,959200.0,411500.0,300200.0,42450.0,813900.0,467500.0,2220000.0,6.6,89.0,16.85,16/1,491900.0,39.1230992153028,661726.0,144.65833836847602,1.3452449684895305,0.07983649664626292
3.9662,3.6606,4.0983,345.18171,1579000.0,1600000.0,1498000.0,1561000.0,1568000.0,1542000.0,1331000.0,1741000.0,1501000.0,1562000.0,3.96,90.0,1.05,1/1,1586200.0,5.774511761225711,1510400.0,7.068202983521956,0.9522128357079813,0.9068693673409346
31.2297,31.1687,31.3061,383.27945,14420.0,11870.0,14950.0,14210.0,13220.0,17100.0,12470.0,12750.0,17180.0,17560.0,31.08,91.0,0.83,1/1,14934.0,14.088917724809669,14212.0,15.840789205131339,0.9516539440203562,1.1465710168919954
0.625,0.5167,0.7584,333.14109,393900.0,358200.0,81150.0,364100.0,384500.0,110100.0,297600.0,123800.0,96640.0,341100.0,0.69,92.0,0.95,1/1,221788.0,69.05828864881907,288430.0,41.17509766527097,1.300476130358721,1.3689222424828642
3.6458,3.4669,3.7145,359.16406,832600.0,858000.0,871800.0,821900.0,830500.0,824500.0,978900.0,821700.0,954200.0,828600.0,3.75,93.0,1.07,1/1,852700.0,6.67418359107365,871840.0,7.258135118558588,1.0224463468980884,0.9555573335496154
18.8037,18.5207,19.1196,416.27768,2975000.0,2947000.0,2376000.0,3170000.0,2945000.0,3171000.0,2744000.0,2917000.0,2969000.0,2765000.0,18.82,94.0,1.09,1/1,2995400.0,3.36485519805809,2800400.0,10.451346863356829,0.9349001802764239,0.8577065874095631
5.2731,5.0801,5.4262,346.10305,365600.0,336800.0,326600.0,335500.0,359100.0,353900.0,341500.0,415000.0,400500.0,349300.0,5.38,95.0,1.07,1/1,378820.0,7.185415393681732,337940.0,2.4650074258164656,0.8920859511113458,0.8337251879545288
32.4557,32.3923,32.6477,411.19636,527300.0,533400.0,535800.0,531000.0,528400.0,538900.0,511900.0,500700.0,707600.0,662600.0,32.46,96.0,0.96,1/1,560580.0,14.875145621880067,554940.0,10.978342517467624,0.9899389917585358,1.0311864497484748
25.5127,25.287,25.8196,325.21672,1420000.0,1081000.0,1106000.0,1088000.0,1156000.0,1144000.0,1086000.0,1167000.0,1130000.0,1081000.0,25.52,97.0,0.91,1/1,1203400.0,10.126629422061832,1088400.0,0.9472794133614114,0.9044374272893468,0.9938872827355459
4.4493,4.2933,4.5911,1019.45086,50110.0,60350.0,59570.0,54020.0,49190.0,52800.0,55100.0,56650.0,55830.0,53020.0,4.42,98.0,1.07,1/1,52916.0,6.282252005246004,56412.0,5.9079134216523235,1.0660669740721143,0.9963242748337516
29.4234,29.253,29.5395,435.05709,1925000.0,1899000.0,1922000.0,1893000.0,1935000.0,2183000.0,1902000.0,1957000.0,2234000.0,2134000.0,29.24,99.0,0.95,1/1,2046800.0,7.287390324703025,1950000.0,5.304284797440677,0.9527066640609733,1.0028491200641825
26.3859,26.0819,26.5296,364.09562,5376000.0,4835000.0,4548000.0,4978000.0,5623000.0,5532000.0,4932000.0,5661000.0,5599000.0,5123000.0,26.23,100.0,0.96,1/1,5558200.0,2.0178259819954545,4883200.0,4.3868053590144465,0.8785578064841135,0.9151643817542849
