id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height
225,1.273E6,4.8688,308.19659,308.1984,1,10,0,0.841,1.2,0.00037,0.2015,0,4.68,5.0697,308.19698,3.05E4,1.515E7,1.515E7,1.229E6,4.9819,308.19698,308.19733,0.0912,4.8599,5.0682,ESTIMATED,308.19712,4.152E4,1.39E7,0.8149,0.9608,1.39E7,1.139E6,4.8328,308.19659,308.1984,0.1372,4.7112,4.9929,ESTIMATED,308.19694,3.445E4,1.382E7,1.0483,0.8965,1.382E7,1.203E6,4.8964,308.19681,308.1976,0.0829,4.7891,5.0689,ESTIMATED,308.19709,5.647E4,1.386E7,1.0496,1.0351,1.386E7,1.223E6,4.8159,308.19637,308.19831,0.0808,4.7005,4.9699,ESTIMATED,308.19678,1.175E5,1.515E7,0.6624,0.9038,1.515E7,1.189E6,4.924,308.19693,308.19749,0.0849,4.8138,5.0697,ESTIMATED,308.19714,3.05E4,1.312E7,0.9928,1.0449,1.312E7,1.134E6,4.8194,308.19666,308.1983,0.0801,4.7097,4.9884,ESTIMATED,308.19687,5.18E4,1.331E7,1.0001,1.0434,1.331E7,1.114E6,4.7804,308.19669,308.19828,0.0781,4.68,4.9432,ESTIMATED,308.19683,5.903E4,1.352E7,0.9976,1.0526,1.352E7,1.273E6,4.8715,308.19644,308.19849,0.0871,4.7583,5.035,ESTIMATED,308.19706,4.259E4,1.489E7,0.9621,1.055,1.489E7,1.171E6,4.957,308.19681,308.19737,0.0889,4.8438,5.0672,ESTIMATED,308.19715,5.265E4,1.317E7,0.9104,0.9753,1.317E7,1.123E6,4.8085,308.1966,308.19826,0.0753,4.7107,4.9538,ESTIMATED,308.19682,3.932E4,1.335E7,1.1243,1.0751,1.335E7
226,9.906E4,4.8762,468.15932,468.16217,1,10,0,0.726,4.09,0.00192,0.1423,0,4.7421,5.0195,468.16099,4.213E4,1.441E6,1.441E6,7.789E4,4.9582,468.15883,468.16244,0.082,4.8867,5.0176,ESTIMATED,468.15975,4.916E4,1.074E6,0.9082,0.9358,1.074E6,8.628E4,4.8417,468.15932,468.16217,0.0782,4.7704,4.9308,ESTIMATED,468.16144,5.021E4,1.205E6,1.2874,1.0923,1.205E6,8.359E4,4.8964,468.15869,468.16235,0.0717,4.8219,5.0065,ESTIMATED,468.16068,4.213E4,1.137E6,1.4258,1.2582,1.137E6,9.906E4,4.8159,468.15906,468.16223,0.0679,4.7508,4.9522,ESTIMATED,468.16143,4.351E4,1.441E6,1.4246,1.4396,1.441E6,8.175E4,4.924,468.1591,468.16249,0.0723,4.8495,5.0191,ESTIMATED,468.16069,5.578E4,1.053E6,1.3605,1.1157,1.053E6,8.723E4,4.855,468.15911,468.16231,0.0794,4.7749,4.944,ESTIMATED,468.16131,4.644E4,1.076E6,0.9941,1.036,1.076E6,8.943E4,4.8159,468.15859,468.16198,0.0496,4.7421,4.9137,ESTIMATED,468.16009,6.467E4,1.324E6,1.2997,1.1719,1.324E6,8.921E4,4.8744,468.15913,468.16237,0.0742,4.8089,4.9696,ESTIMATED,468.16124,5.231E4,1.188E6,1.2878,1.2726,1.188E6,7.796E4,4.9421,468.15949,468.16247,0.0672,4.8706,5.0195,ESTIMATED,468.16167,5.038E4,1.062E6,1.6503,1.0878,1.062E6,8.942E4,4.8381,468.15915,468.16243,0.0706,4.761,4.9183,ESTIMATED,468.16156,7.306E4,1.208E6,1.0392,0.9875,1.208E6
227,2.315E6,4.8794,432.10527,432.1073,1,10,0,0.837,1.33,0.00057,0.1482,0,4.6307,5.0298,432.10627,2.507E4,3.209E7,3.209E7,2.193E6,4.9641,432.10572,432.10755,0.0727,4.7558,5.0295,ESTIMATED,432.10652,2.824E4,3.099E7,1.0922,0.9668,3.099E7,1.794E6,4.8417,432.10527,432.1073,0.0641,4.6311,5.0196,ESTIMATED,432.10619,6.435E4,2.406E7,1.8557,1.0059,2.406E7,2.222E6,4.8964,432.10585,432.10887,0.0643,4.7001,5.0273,ESTIMATED,432.10645,4.699E4,3.091E7,1.3739,1.2762,3.091E7,1.991E6,4.8337,432.10511,432.10658,0.0643,4.6324,4.9994,ESTIMATED,432.10597,8.16E4,2.602E7,1.0184,0.9115,2.602E7,2.223E6,4.918,432.106,432.10893,0.0669,4.7575,5.0281,ESTIMATED,432.10654,3.824E4,3.068E7,1.71,1.3877,3.068E7,1.846E6,4.852,432.10541,432.107,0.0683,4.6326,5.0298,ESTIMATED,432.10612,1.3E5,2.303E7,0.9282,0.8898,2.303E7,1.815E6,4.8159,432.10547,432.10847,0.0663,4.6326,4.9787,ESTIMATED,432.10602,6.467E4,2.275E7,0.9532,0.8429,2.275E7,2.315E6,4.8804,432.10605,432.10736,0.0649,4.6395,5.029,ESTIMATED,432.1064,2.507E4,3.209E7,1.429,1.2233,3.209E7,2.165E6,4.954,432.10583,432.10719,0.0652,4.7576,5.0285,ESTIMATED,432.10654,3.204E4,3.087E7,1.1478,1.0864,3.087E7,1.835E6,4.8381,432.10545,432.10654,0.0655,4.6307,5.01,ESTIMATED,432.10598,7.107E4,2.385E7,1.0129,1.0102,2.385E7
228,5.951E6,4.9153,247.18027,247.18143,0.5,5,4,0.763,2.78,0.00069,0.0786,0,4.7212,5.2489,247.18095,5.562E4,6.046E7,6.046E7,5.951E6,4.854,247.18018,247.18157,0.0883,4.7231,5.1188,ESTIMATED,247.18053,1.175E5,5.853E7,0.4928,0.7875,5.853E7,5.17E6,4.9367,247.18027,247.18143,0.0818,4.723,5.121,ESTIMATED,247.18119,2.743E5,4.427E7,0.3165,0.6894,4.427E7,3.764E6,4.8964,247.18022,247.18152,0.0711,4.8517,5.1016,ESTIMATED,247.18058,1.097E5,5.995E7,1.2628,1.2701,5.995E7,5.907E6,4.9345,247.18017,247.18132,0.0725,4.7212,5.1184,ESTIMATED,247.1812,3.66E5,4.963E7,0.4349,0.73,4.963E7,3.786E6,4.8883,247.1803,247.18156,0.0708,4.8525,5.1379,ESTIMATED,247.18076,9.248E4,5.99E7,1.7627,1.5364,5.99E7,4.158E6,4.9411,247.18027,247.18139,0.0911,4.852,5.1938,ESTIMATED,247.18127,1.273E5,4.29E7,0.7939,0.9799,4.29E7,4.483E6,4.9669,247.18013,247.18134,0.1154,4.8515,5.2489,ESTIMATED,247.18068,9.933E4,4.197E7,0.5611,0.8449,4.197E7,4.233E6,4.9131,247.17994,247.18152,0.0697,4.8506,5.184,ESTIMATED,247.18111,5.562E4,5.492E7,1.0261,1.1102,5.492E7,5.912E6,4.8855,247.18044,247.18156,0.0737,4.7219,5.1206,ESTIMATED,247.18095,1.376E5,6.046E7,0.335,0.7092,6.046E7,5.211E6,4.9361,247.18089,247.18132,0.0847,4.7225,5.1202,ESTIMATED,247.18122,2.317E5,4.456E7,0.4023,0.7245,4.456E7
229,2.17E6,4.9299,372.10178,372.10318,1,10,0,0.852,1.3,0.00049,0.092,0,4.7419,5.0697,372.10239,3.632E4,2.036E7,2.036E7,1.985E6,4.9819,372.10084,372.10275,0.1088,4.8303,5.0682,ESTIMATED,372.10256,1.291E5,1.887E7,0.5618,0.8144,1.887E7,1.901E6,4.9041,372.10178,372.10318,0.1118,4.7497,5.0672,ESTIMATED,372.10234,6.097E4,1.805E7,0.5852,0.8089,1.805E7,1.879E6,4.9499,372.10068,372.10353,0.1194,4.7772,5.0689,ESTIMATED,372.10253,3.858E4,1.677E7,0.4832,0.8157,1.677E7,2.17E6,4.9019,372.10142,372.10269,0.0992,4.7419,5.0439,ESTIMATED,372.10213,6.679E4,2.036E7,0.5223,0.7776,2.036E7,1.914E6,4.9537,372.10229,372.10304,0.1139,4.802,5.0697,ESTIMATED,372.10261,3.864E4,1.782E7,0.6323,0.8287,1.782E7,1.933E6,4.9114,372.10185,372.10305,0.1076,4.7512,5.0685,ESTIMATED,372.10226,7.241E4,1.794E7,0.5279,0.8068,1.794E7,2.05E6,4.89,372.10035,372.1029,0.1066,4.745,5.0555,ESTIMATED,372.10221,4.698E4,1.993E7,0.6645,0.8946,1.993E7,1.864E6,4.9309,372.10209,372.10279,0.1147,4.7761,5.0677,ESTIMATED,372.10249,5.401E4,1.764E7,0.8713,0.8214,1.764E7,1.957E6,4.9778,372.10237,372.10276,0.1158,4.82,5.0672,ESTIMATED,372.10262,3.632E4,1.766E7,0.5666,0.7942,1.766E7,1.963E6,4.8976,372.10156,372.10263,0.1147,4.7433,5.0575,ESTIMATED,372.10216,4.933E4,1.787E7,0.6377,0.8446,1.787E7
230,6.745E5,4.9838,416.18825,416.19097,0.6,6,1,0.786,2.53,0.00105,0.161,0,4.7686,5.1395,416.18906,3.012E4,9.323E6,9.323E6,2.742E4,5.1395,416.18855,416.19112,0.0115,5.0861,5.1395,ESTIMATED,416.18932,4.055E4,1.901E6,,0.5,1.901E6,5.06E5,4.913,416.18825,416.19097,0.0634,4.8328,5.0792,ESTIMATED,416.18893,3.571E4,6.577E6,2.3109,1.9346,6.577E6,3.985E5,5.0422,416.18837,416.19091,0.0631,4.9648,5.0779,ESTIMATED,416.18867,4.467E4,7.058E6,0.6499,0.7775,7.058E6,6.177E5,4.8811,416.18794,416.19119,0.0633,4.8011,5.0796,ESTIMATED,416.18955,4.098E4,8.534E6,1.384,1.7506,8.534E6,4.193E5,5.0786,416.18852,416.19101,0.0703,4.9983,5.1379,ESTIMATED,416.18876,4.287E4,6.305E6,1.2363,0.5707,6.305E6,5.382E5,4.9114,416.18818,416.19091,0.0631,4.8283,5.0775,ESTIMATED,416.18906,3.594E4,7.134E6,1.695,1.7312,7.134E6,6.745E5,4.8366,416.18797,416.19095,0.0576,4.7686,5.1389,ESTIMATED,416.18851,5.818E4,9.323E6,2.1175,1.9624,9.323E6,4.496E5,4.9993,416.18843,416.19086,0.067,4.922,5.0796,ESTIMATED,416.18901,3.012E4,6.182E6,1.4951,1.1404,6.182E6,2.056E5,5.1384,416.1884,416.19118,0.033,5.0494,5.1384,ESTIMATED,416.18909,9.888E4,5.827E6,,0.5,5.827E6,5.483E5,4.8976,416.1881,416.19085,0.0609,4.8203,5.0784,ESTIMATED,416.18972,5.222E4,7.613E6,1.682,1.7481,7.613E6
231,2.032E7,4.9674,340.15404,340.1559,0.6,6,0,0.79,3.18,0.00108,0.0705,0,4.6209,5.1452,340.15495,2.113E5,1.327E8,1.327E8,1.687E6,4.9135,340.15397,340.15593,0.0676,4.6224,5.0176,ESTIMATED,340.15436,2.113E5,1.576E7,0.1627,0.6199,1.576E7,1.895E7,4.9841,340.15404,340.1559,0.0831,4.6222,5.0196,ESTIMATED,340.1549,1.011E7,1.122E8,0.099,0.5484,1.122E8,1.486E6,4.9439,340.15409,340.15596,0.2335,4.6228,5.0184,ESTIMATED,340.15459,6.356E5,1.191E7,0.2103,0.6059,1.191E7,1.891E7,5.0024,340.15399,340.15572,0.0878,4.7478,5.1452,ESTIMATED,340.15539,2.627E6,1.217E8,0.3061,0.6934,1.217E8,1.584E6,4.9388,340.15418,340.156,0.0655,4.6209,5.0191,ESTIMATED,340.15477,6.932E5,1.391E7,0.23,0.6237,1.391E7,1.719E7,4.9943,340.15403,340.15582,0.0845,4.7482,5.1431,ESTIMATED,340.15513,2.65E6,1.097E8,0.3649,0.7218,1.097E8,2.032E7,5.02,340.15392,340.15573,0.0784,4.748,5.1449,ESTIMATED,340.15422,3.381E6,1.327E8,0.2825,0.6752,1.327E8,1.394E6,4.9607,340.15408,340.15597,0.0851,4.6217,5.0172,ESTIMATED,340.15516,3.775E5,1.036E7,0.1798,0.584,1.036E7,1.617E6,4.9332,340.15422,340.1561,0.0684,4.621,5.0195,ESTIMATED,340.15545,3.869E5,1.389E7,0.2126,0.6252,1.389E7,1.739E7,4.9834,340.15397,340.1558,0.0898,4.7462,5.1441,ESTIMATED,340.15556,2.154E6,1.156E8,0.3727,0.7432,1.156E8
232,1.042E6,5.1123,404.03657,404.03896,0.1,1,7,0.944,0,0,0,0,4.8428,5.1508,404.03709,2.645E4,9.356E6,9.356E6,1.042E6,5.1306,404.03699,404.03771,0.0747,4.854,5.1484,ESTIMATED,404.03722,1.043E5,9.356E6,0.0749,0.5352,9.356E6,2.151E5,5.1359,404.03657,404.03896,0.0592,4.8595,5.1508,ESTIMATED,404.03694,3.643E4,2.081E6,0.0595,0.5279,2.081E6,9.695E5,5.1195,404.03694,404.03759,0.0815,4.8428,5.1493,ESTIMATED,404.03715,5.013E4,8.439E6,0.128,0.5592,8.439E6,2.318E5,5.1273,404.03633,404.03881,0.0624,4.8515,5.1482,ESTIMATED,404.0371,3.398E4,2.065E6,0.0829,0.5397,2.065E6,9.78E5,5.132,404.03696,404.03756,0.1283,4.8525,5.1498,ESTIMATED,404.0372,4.976E4,8.588E6,0.0751,0.5328,8.588E6,1.98E5,5.1282,404.0363,404.03877,0.4153,4.8758,5.1491,ESTIMATED,404.0369,1.293E5,1.903E6,0.0879,0.5431,1.903E6,2.231E5,5.1359,404.03641,404.0389,0.0703,4.8929,5.1508,ESTIMATED,404.03682,4.045E4,2.066E6,0.0613,0.5315,2.066E6,9.336E5,5.1303,404.03679,404.03916,0.0748,4.8476,5.1482,ESTIMATED,404.0371,2.645E4,8.471E6,0.076,0.5358,8.471E6,9.69E5,5.1325,404.03703,404.03807,0.0674,4.8557,5.1503,ESTIMATED,404.03721,3.002E4,8.822E6,0.0767,0.5354,8.822E6,6.859E4,4.9509,404.03643,404.0391,0.0611,4.8619,5.0159,ESTIMATED,404.03724,4.436E4,7.717E5,0.7886,0.874,7.717E5
233,3.272E5,5.1451,445.15987,445.16382,0.2,2,5,0.805,1.51,0.00067,0.049,0,4.7946,5.1941,445.16198,4.852E4,2.668E6,2.668E6,3.272E5,5.1425,445.15975,445.16328,0.1058,4.7946,5.193,ESTIMATED,445.16144,1.624E5,2.656E6,0.2043,0.5872,2.656E6,1.406E5,5.1865,445.15987,445.16382,0.0558,4.7971,5.1925,ESTIMATED,445.16221,5.079E4,1.64E6,0.0257,0.5136,1.64E6,1.663E5,5.1911,445.16014,445.16312,0.0673,5.066,5.1941,ESTIMATED,445.16196,3.203E5,2.577E6,0.0245,0.5119,2.577E6,8.928E4,5.1928,445.16025,445.16274,0.0386,5.0439,5.1928,ESTIMATED,445.16218,2.222E5,1.753E6,,0.5,1.753E6,2.543E5,5.1917,445.16014,445.16369,0.084,4.796,5.1917,ESTIMATED,445.16199,4.852E4,2.592E6,,0.5,2.592E6,1.263E5,5.1938,445.15998,445.16376,0.0435,4.7956,5.1938,ESTIMATED,445.16195,1.123E5,1.47E6,,0.5,1.47E6,1.544E4,4.9698,445.15984,445.16312,0.0316,4.9314,4.9964,ESTIMATED,445.16147,1.644E5,3.424E5,0.6912,0.8456,3.424E5,1.649E5,5.1929,445.15987,445.16374,0.0501,4.8536,5.1929,ESTIMATED,445.16211,1.211E5,2.183E6,,0.5,2.183E6,2.602E5,5.1712,445.16035,445.16366,0.128,4.9183,5.192,ESTIMATED,445.16234,1.364E5,2.668E6,0.106,0.546,2.668E6,2.556E4,5.0189,445.15966,445.16313,0.0447,4.9864,5.0874,ESTIMATED,445.16214,8.248E4,3.378E5,2.1069,1.5534,3.378E5
234,4.12E6,4.9716,271.14354,271.14466,0.6,6,0,0.892,1.08,0.00029,0.0474,0,4.7976,5.2326,271.14463,8.53E4,4.77E7,4.77E7,4.045E6,4.9046,271.14362,271.14505,0.0707,4.7976,5.1633,ESTIMATED,271.14477,8.53E4,4.77E7,0.6432,0.8766,4.77E7,2.921E6,4.9841,271.14354,271.14466,0.0745,4.9308,5.1985,ESTIMATED,271.14457,1.408E5,3.735E7,1.3856,1.3072,3.735E7,3.978E6,4.9499,271.14414,271.14539,0.0697,4.798,5.1463,ESTIMATED,271.14473,9.838E4,4.17E7,0.4067,0.7624,4.17E7,3.491E6,5.0024,271.1432,271.14564,0.0702,4.9315,5.2018,ESTIMATED,271.14443,1.645E5,4.598E7,0.9366,1.0719,4.598E7,4.12E6,4.9448,271.14357,271.14508,0.0826,4.799,5.1946,ESTIMATED,271.14477,1.045E5,4.239E7,0.3956,0.7677,4.239E7,3.144E6,5.0062,271.14324,271.14464,0.0706,4.9322,5.2326,ESTIMATED,271.14452,1.194E5,3.984E7,0.9277,1.0789,3.984E7,3.686E6,5.02,271.14333,271.1446,0.0683,4.9314,5.2251,ESTIMATED,271.14452,1.327E5,4.366E7,0.7912,0.9648,4.366E7,2.759E6,4.9726,271.14414,271.14481,0.0706,4.9309,5.1154,ESTIMATED,271.14472,3.204E5,4.082E7,1.5442,1.4288,4.082E7,4.078E6,4.9332,271.1442,271.14506,0.068,4.7993,5.1147,ESTIMATED,271.14478,2.18E5,4.607E7,0.3957,0.7865,4.607E7,3.096E6,4.9982,271.14333,271.14457,0.0715,4.9302,5.2096,ESTIMATED,271.14445,1.584E5,3.894E7,0.9881,1.0865,3.894E7
235,1.662E6,4.9036,312.17066,312.17146,0.5,5,0,0.894,0.34,0.00011,0.1879,0,4.7982,5.2397,312.17115,3.302E4,2.326E7,2.326E7,1.647E6,5.089,312.16986,312.17158,0.1466,4.9968,5.2377,ESTIMATED,312.17131,5.558E4,2.219E7,1.5789,1.359,2.219E7,1.279E6,4.8298,312.17066,312.17146,0.0595,4.8001,4.9693,ESTIMATED,312.17111,6.524E4,2.296E7,2.0051,1.7361,2.296E7,1.509E6,4.9499,312.17065,312.17138,0.0655,4.8487,5.1314,ESTIMATED,312.17127,3.797E4,2.16E7,1.1811,1.1715,2.16E7,6.302E5,4.8011,312.17058,312.17143,0.0258,4.8011,4.9522,ESTIMATED,312.17093,7.747E4,2.07E7,,,2.07E7,1.58E6,5.0013,312.16986,312.17177,0.064,4.8972,5.2125,ESTIMATED,312.17132,3.733E4,2.242E7,1.1179,1.4607,2.242E7,1.122E6,4.8104,312.17057,312.17149,0.0877,4.7986,4.9559,ESTIMATED,312.17106,6.54E4,2.153E7,5.9312,4.1195,2.153E7,1.146E5,4.7982,312.1708,312.17147,0.0152,4.7982,4.9285,ESTIMATED,312.171,6.269E4,5.056E6,,,5.056E6,1.55E6,4.9012,312.17023,312.17165,0.0617,4.8417,5.1035,ESTIMATED,312.17122,3.302E4,2.25E7,1.2053,1.1572,2.25E7,1.662E6,5.0494,312.17094,312.17164,0.0658,4.9481,5.2397,ESTIMATED,312.17131,3.348E4,2.312E7,1.1612,1.1714,2.312E7,9.516E5,4.8055,312.1704,312.1712,0.0659,4.7996,4.9538,ESTIMATED,312.17094,6.486E4,2.326E7,11.1742,7.2841,2.326E7
236,5.426E5,5.0701,334.06478,334.0657,0.8,8,0,0.836,1.36,0.00046,0.2185,0,4.8663,5.2317,334.06517,3.059E4,8.242E6,8.242E6,1.127E5,5.2317,334.06503,334.06559,0.0177,5.1692,5.2317,ESTIMATED,334.0654,1.37E5,5.219E6,,0.5,5.219E6,4.556E5,5.0048,334.06478,334.0657,0.0672,4.9308,5.112,ESTIMATED,334.06511,3.659E4,6.6E6,1.317,1.2232,6.6E6,4.719E5,5.1165,334.06475,334.06553,0.0642,5.0333,5.2091,ESTIMATED,334.0653,3.059E4,6.977E6,1.4654,1.2037,6.977E6,5.426E5,4.9788,334.06346,334.06534,0.063,4.896,5.0915,ESTIMATED,334.06491,3.274E4,8.242E6,0.9278,1.1302,8.242E6,4.424E5,5.1618,334.06444,334.06551,0.0635,5.0816,5.2096,ESTIMATED,334.06536,6.116E4,6.964E6,0.9001,0.8697,6.964E6,4.77E5,4.9943,334.06468,334.06547,0.0584,4.9263,5.1342,ESTIMATED,334.06504,4.21E4,7.479E6,1.643,1.2072,7.479E6,4.566E5,4.9432,334.06351,334.06528,0.0588,4.8663,5.0437,ESTIMATED,334.065,3.465E4,7.245E6,1.2722,1.1189,7.245E6,4.603E5,5.0826,334.06378,334.06566,0.0616,5.0053,5.1989,ESTIMATED,334.06526,4.735E4,6.747E6,0.6858,1.0252,6.747E6,3.603E5,5.2039,334.06507,334.06559,0.0635,5.1206,5.2307,ESTIMATED,334.06541,3.959E4,7.02E6,0.5259,0.6447,7.02E6,4.789E5,4.9834,334.06413,334.06525,0.0576,4.9183,5.1023,ESTIMATED,334.06494,5.192E4,7.419E6,1.6359,1.4137,7.419E6
237,3.402E5,5.1898,445.15987,445.16325,0.1,1,11,0.944,0,0,0,0,4.8451,5.2435,445.16197,6.964E4,2.896E6,2.896E6,3.402E5,5.1425,445.15975,445.16328,0.1112,4.8451,5.2377,ESTIMATED,445.16145,1.624E5,2.656E6,0.3662,0.6623,2.656E6,2.312E5,5.2433,445.15987,445.16325,0.0716,4.8952,5.2433,ESTIMATED,445.16229,7.804E4,2.598E6,,0.5,2.598E6,2.879E5,5.1911,445.15937,445.16312,0.1096,4.9232,5.2419,ESTIMATED,445.16202,1.186E5,2.577E6,0.298,0.6183,2.577E6,2.331E5,5.2375,445.15951,445.16328,0.0613,4.9078,5.2435,ESTIMATED,445.16217,6.964E4,2.896E6,0.0197,0.5109,2.896E6,3.153E5,5.1917,445.16014,445.16325,0.1108,4.8794,5.2423,ESTIMATED,445.16195,1.809E5,2.592E6,0.2065,0.593,2.592E6,1.988E5,5.2415,445.15998,445.16327,0.0458,4.8877,5.2415,ESTIMATED,445.16214,1.385E5,2.718E6,,0.5,2.718E6,1.339E4,5.0437,445.15962,445.16296,0.0424,4.9964,5.0555,ESTIMATED,445.1611,1.438E5,3.143E5,0.2508,0.6254,3.143E5,2.451E5,5.2019,445.15987,445.16307,0.1147,4.9934,5.2407,ESTIMATED,445.16202,1.891E5,2.494E6,0.2897,0.6131,2.494E6,2.883E5,5.1712,445.16032,445.16302,0.1102,5.0374,5.2427,ESTIMATED,445.16229,2.778E5,2.668E6,0.5464,0.7674,2.668E6,2.315E5,5.2334,445.15966,445.16313,0.0902,4.9124,5.2424,ESTIMATED,445.16224,8.248E4,2.712E6,0.0301,0.5177,2.712E6
