Image_Path,Compound Name,M/Z,Retention Time,rt_min,rt_max,intensity_max,Area,Score
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,34,337.2121,3.852,3.573266658782959,4.131053791046142,1257379.0,23752.708,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,35,310.1261,5.714,5.391308822631836,6.036305656433106,200884.0,5099.499,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,36,327.1369,5.178,4.961558170318604,5.394841403961182,190376.0,3109.303,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,37,384.144,4.134,3.782699680328369,4.48499412536621,1057031.0,22576.945,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,38,235.1802,3.588,3.3222291564941404,3.853698501586914,345145.0,5220.66,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,39,195.0917,3.583,3.369228687286377,3.7967587852478024,724396.0,8281.098,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,40,438.182,15.717,15.381425704956055,16.05251277923584,767946.0,19416.683,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,41,361.1199,31.603,31.459732627868654,31.746131134033206,54108.0,412.596,0.9990000128746033
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,42,242.1175,25.466,25.24112087249756,25.69050127029419,8632.0,171.795,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,43,430.2586,12.679,12.357259464263915,13.000516319274901,217673.0,6431.221,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,44,180.1747,5.391,5.167704486846924,5.615233039855958,107637.0,1665.394,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,45,484.1226,14.403,14.121965827941894,14.684542503356933,19061.0,421.253,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,46,480.2131,13.098,12.793297786712646,13.403207893371581,1010638.0,21227.986,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,47,254.1539,5.433,5.145997085571289,5.720701065063476,492113.0,11630.845,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,48,285.0206,4.597,4.270606746673584,4.923043479919434,18759.0,615.664,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,49,311.0809,7.183,6.827976837158204,7.537367477416993,275732.0,9107.506,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,50,397.0093,22.946,22.649139976501463,23.243713951110838,71422.0,2187.88,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,51,338.2514,25.694,25.436118259429932,25.950914039611817,955179.0,18210.36,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,52,377.2109,31.617,31.42329351425171,31.810997600555424,265902.0,2126.008,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,53,381.0322,22.09,21.784291706085206,22.394972572326658,34874.0,833.764,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,54,312.1378,16.189,15.831184101104736,16.546069717407224,88035.0,2854.807,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,55,404.0368,5.192,4.914756889343261,5.469617576599121,18936.0,413.62,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,56,354.2429,20.523,20.1691286277771,20.87685806274414,2040060.0,68182.221,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,57,324.196,10.854,10.552092208862305,11.156202354431153,693480.0,18071.789,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,58,607.3224,31.219,31.057647953033445,31.380512390136715,8168.0,85.981,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,59,470.2307,16.813,16.502912616729738,17.122490692138673,176712.0,4433.846,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,60,427.2136,4.651,4.426805019378662,4.875306701660156,55116.0,803.03,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,61,349.2121,3.594,3.2712916374206547,3.917013549804688,182072.0,3942.364,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,62,400.1475,3.995,3.7032813835144047,4.2874237823486325,114505.0,2403.927,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,62,400.1475,4.675,4.485476570129395,4.863949089050293,69746.0,939.882,0.9959999918937683
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,63,296.1469,12.017,11.718493576049806,12.31481658935547,329563.0,9184.19,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,64,318.2793,21.807,21.522482185363767,22.09120681762695,540022.0,13460.211,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,65,442.2221,17.877,17.5235884475708,18.231150131225583,28620.0,970.594,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,66,914.5269,31.756,31.558139648437496,31.954492511749265,843188.0,7493.974,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,67,294.069,27.246,27.009700145721435,27.482610168457033,14779.0,327.216,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,68,266.1653,6.671,6.383097743988037,6.959578895568847,110636.0,2797.827,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,69,345.1807,3.949,3.697684593200684,4.2008019638061525,115277.0,2439.768,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,69,345.1807,4.601,4.462708015441894,4.739290733337402,52149.0,411.696,0.9290000200271606
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,70,383.2803,5.567,5.346622200012207,5.786403770446777,2224.0,37.443,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,71,383.2789,31.135,30.970504455566406,31.29982307434082,3865.0,33.912,0.9990000128746033
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,72,333.1403,0.692,0.46328314971923823,0.9200886116027833,5998.0,164.682,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,73,416.2774,18.846,18.485615005493162,19.20687488555908,192614.0,6493.187,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,74,346.1019,4.821,4.614650182723999,5.026903610229492,5528.0,136.934,0.9890000224113464
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,74,346.1019,5.345,5.086010341644287,5.603057270050049,7266.0,139.81,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,75,411.1975,12.303,11.998543910980226,12.608037357330323,35737.0,886.719,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,76,325.2163,25.681,25.373356437683107,25.989071464538576,121191.0,2947.885,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,77,1019.4478,4.602,4.4227115821838385,4.780893440246582,2138.0,26.032,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,78,435.0565,29.548,29.296811180114744,29.800153045654294,364634.0,8278.91,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,79,364.0948,26.478,26.201357555389404,26.753734397888184,458163.0,10336.381,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,80,214.071,0.698,0.5349704170227051,0.8609135093688964,905.0,15.06,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,81,201.1385,5.243,5.026001949310302,5.459126682281494,16930.0,260.101,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,82,469.2698,5.389,5.023082313537598,5.755843124389648,608583.0,18832.762,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,83,312.1959,13.118,12.758625392913817,13.477333908081054,188478.0,6343.697,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,84,239.0743,15.203,14.86294240951538,15.542398834228514,58472.0,1878.732,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,85,307.2267,17.549,17.156557941436766,17.940808486938476,69043.0,2555.783,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,86,325.1546,4.285,3.9089778137207025,4.66022159576416,95710.0,2387.583,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,87,329.2172,3.442,3.2503714179992675,3.6331878280639653,834273.0,7638.926,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,88,471.264,12.587,12.275071582794189,12.898606643676757,239099.0,5466.197,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,89,612.307,25.69,25.449007835388183,25.931473197937013,1703161.0,24469.451,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,90,337.2176,13.065,12.698440437316894,13.432556228637695,182785.0,5351.003,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,91,368.1737,3.713,3.459121761322022,3.9666596984863283,528910.0,9067.37,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,92,422.176,5.815,5.685213317871093,5.944674530029297,21645.0,344.094,0.9049999713897705
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,92,422.176,6.026,5.784915676116943,6.266257324218749,33676.0,895.976,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,93,441.2419,8.65,8.379479026794433,8.920904731750488,762597.0,15670.309,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,94,258.1127,16.122,15.919466505050657,16.32437964439392,11449.0,267.599,0.9909999966621399
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,94,258.1127,16.856,16.575028762817382,17.136755142211914,20635.0,473.532,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,95,316.1766,3.3,3.074715080261231,3.5242987060546875,207974.0,2093.591,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,96,222.1854,4.154,3.869998111724853,4.4389990234375,928680.0,18487.456,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,97,836.3853,30.087,29.91065258026123,30.26337589263916,11858.0,222.278,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,98,308.1756,3.684,3.4115689086914065,3.9563393402099614,134853.0,2209.994,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,99,542.3112,32.238,32.04476133346557,32.43175197601318,404159.0,4021.629,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,100,556.3274,32.677,32.450237655639654,32.90445365905762,826391.0,12341.839,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,101,438.1702,6.317,6.0285173034667965,6.605870780944824,118734.0,2626.856,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,102,256.0969,15.547,15.215968589782715,15.878267364501951,47451.0,1559.141,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,103,278.1214,23.86,23.545149536132815,24.173864002227784,90497.0,2776.096,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,104,335.1502,4.478,4.259048900604248,4.697034034729004,459507.0,5954.913,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,105,694.2863,26.153,25.909342823028563,26.397242889404296,404737.0,8144.938,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,106,328.1908,6.52,6.233572616577149,6.8062466049194335,558639.0,15033.527,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,107,247.1803,5.005,4.73804573059082,5.2718834304809565,105385.0,2304.206,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,108,168.1742,3.693,3.4659602928161624,3.9199333953857423,22092.0,447.646,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,109,348.1453,3.266,3.119971008300781,3.4129752349853515,95787.0,510.147,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,110,292.1114,3.176,2.924017810821533,3.427125167846679,32778.0,506.213,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,111,502.2384,22.899,22.543487024307254,23.254576206207275,120835.0,4130.433,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,112,632.2532,31.214,31.007566318511962,31.419855270385746,1715545.0,15698.661,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,113,548.2423,22.081,21.735221633911134,22.42618690490723,61036.0,2172.816,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,114,557.2059,4.614,4.3858412170410155,4.842751255035401,83581.0,1346.476,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,115,484.1858,8.669,8.395968933105468,8.941751976013183,393554.0,7898.887,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,116,451.2005,8.037,7.7622082328796385,8.31255126953125,125758.0,2832.46,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,117,470.3052,27.946,27.691346206665038,28.19973663330078,2124901.0,32221.971,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,118,449.1626,25.862,25.60233673095703,26.12194980621338,146993.0,3076.811,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,119,349.1835,4.804,4.566065769195557,5.042007141113282,449883.0,7698.559,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,120,420.1363,13.886,13.533629493713379,14.237919502258302,199963.0,5705.541,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,121,367.1666,10.358,10.172055230140685,10.543057165145875,34150.0,790.91,0.9390000104904175
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,121,367.1666,11.11,10.819538459777831,11.40048204421997,242679.0,6651.304,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,122,355.1022,3.355,3.1432087898254393,3.567632865905762,8754.0,132.208,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,123,311.2005,21.868,21.494316082000733,22.242087059020996,86998.0,2958.94,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,124,295.1806,5.292,5.00724838256836,5.577175216674805,422298.0,10334.396,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,125,517.3534,30.955,30.806985416412353,31.103547706604004,3987.0,40.148,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,126,289.1215,25.367,25.075977630615235,25.65810634613037,158883.0,3625.078,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,127,269.105,3.625,3.3927242660522463,3.8569786453247072,172820.0,2546.785,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,128,342.1695,3.365,3.101799831390381,3.6273380851745607,204313.0,1989.265,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,129,231.1493,24.222,23.843526515960694,24.599792060852053,315378.0,11126.759,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,130,325.1712,8.641,8.343504028320313,8.93865077972412,750427.0,19505.265,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,131,528.186,10.671,10.392006244659424,10.949335899353027,33434.0,745.89,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,132,475.1137,4.345,4.143649673461915,4.54554615020752,86257.0,1043.268,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,133,172.119,0.636,0.46243243598937983,0.808987898826599,162281.0,1875.839,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,134,432.1946,3.611,3.369185218811035,3.852247200012207,7472.0,132.218,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,135,387.2532,29.024,28.747454319000244,29.30090766906738,355437.0,7572.152,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,136,255.1128,10.458,10.183224964141846,10.731813049316406,55563.0,1416.786,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,137,282.1603,5.379,5.1017842292785645,5.655216217041016,385806.0,9310.289,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,138,329.1532,3.293,3.0533200263977047,3.533332347869873,2414146.0,25059.019,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,139,242.0803,0.659,0.47802149534225463,0.8398547053337098,146393.0,1877.658,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,140,375.1836,12.636,12.308881454467773,12.962861518859862,461735.0,12233.377,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,141,315.0722,12.013,11.685179920196534,12.341012115478515,18455.0,528.882,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,142,433.2145,6.073,5.853930969238281,6.291808624267578,101621.0,1702.177,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,143,206.1399,3.698,3.506860694885254,3.8896806335449217,708713.0,7273.165,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,144,288.1593,0.668,0.4766599202156067,0.8594170322418213,39603.0,589.684,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,145,415.2118,22.804,22.394850292205813,23.21289447784424,246014.0,9294.99,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,146,403.0424,27.47,27.227562408447266,27.712254028320313,260370.0,4598.802,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,147,455.1755,27.863,27.589581546783446,28.13687711715698,181948.0,3431.978,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,148,406.2084,3.769,3.4972051239013666,4.04036584854126,74490.0,1376.486,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,149,352.212,14.741,14.423695220947266,15.057729568481445,226202.0,6275.712,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,150,510.1568,13.44,13.160186290740967,13.719240379333495,96709.0,2188.477,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,151,441.2036,21.211,20.850445489883423,21.570805053710938,323312.0,11586.391,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,152,319.0745,8.302,7.994940032958985,8.608100547790528,26079.0,798.498,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,153,845.4821,11.334,11.061163692474365,11.606673984527587,139465.0,2966.201,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,154,535.1577,28.147,27.906633167266843,28.386878852844237,504709.0,8229.131,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,155,540.2607,12.723,12.423322048187256,13.023458137512208,469584.0,11737.85,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,156,615.1235,23.855,23.48893440246582,24.221034126281737,3497.0,224.331,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,157,448.2452,4.705,4.483413047790527,4.927571792602539,192216.0,2424.31,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,158,445.1463,9.502,9.231223220825195,9.77247573852539,47260.0,1250.397,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,159,289.2276,5.702,5.440050277709961,5.963899955749511,786895.0,15730.681,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,160,371.1062,24.721,24.380653114318847,25.06082202911377,148250.0,4478.986,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,161,483.0844,29.672,29.373012886047363,29.971395454406736,531828.0,12175.007,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,162,1270.4467,26.018,25.79878942489624,26.23748743057251,8334.0,153.831,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,163,720.4335,24.826,24.585794677734373,25.06572956085205,650669.0,10375.938,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,164,564.3079,31.325,31.133060359954833,31.5159912109375,42155.0,467.252,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,165,412.1917,26.988,26.778161277770995,27.19820331573486,55555.0,875.075,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,166,847.4493,22.858,22.559492206573488,23.15676555633545,181071.0,4500.451,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,167,294.1646,4.503,4.185532321929932,4.819545021057129,33443.0,730.853,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,168,329.1328,31.589,31.405974082946777,31.771078948974612,3060169.0,24228.437,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,169,296.1858,4.482,4.21527774810791,4.748137359619141,631494.0,13009.668,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,170,221.1109,3.894,3.5992075920104982,4.187882423400879,330427.0,7035.862,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,171,304.2008,3.199,3.0187472534179687,3.3788438034057613,71737.0,830.165,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,171,304.2008,3.471,3.3212577056884767,3.62123291015625,34068.0,252.362,0.9919999837875366
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,172,496.2416,4.488,4.258311023712158,4.718143882751464,120571.0,1695.231,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,173,379.1639,27.71,27.481230430603027,27.93783176422119,100087.0,1379.797,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,174,390.1576,4.527,4.294217796325684,4.7596335601806645,31075.0,425.202,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,175,391.1471,3.307,3.1471383857727053,3.4674444961547852,49482.0,369.195,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,175,391.1471,4.122,3.9678099441528323,4.27642391204834,15993.0,194.729,0.9409999847412109
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,176,285.0669,24.842,24.558319778442385,25.12496921539307,57470.0,1226.597,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,177,371.1259,8.05,7.745192909240723,8.355623722076416,52369.0,1264.465,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,178,308.2586,24.944,24.722539138793945,25.1653902053833,418087.0,7619.615,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,179,376.1451,13.125,12.810542469024659,13.440076332092286,446342.0,12596.918,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,179,376.1451,13.916,13.711040382385255,14.120015411376954,226103.0,5035.614,0.9940000176429749
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,180,451.1646,28.865,28.602827682495118,29.126692237854005,319152.0,6366.479,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,181,227.1115,3.792,3.6028810119628902,3.9820661163330078,33273.0,423.305,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,182,616.0846,27.238,27.006877803802492,27.469867515563966,45092.0,785.34,1.0
/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1,183,442.1883,15.88,15.559387969970704,16.20125617980957,121637.0,2981.707,1.0
