,Compound Name,/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peakformer/resources/paper/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peakformer/resources/paper/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,RT,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
19,20,4307.124,4143.849,4210.972,4398.893,7500.659,7894.019,C21H30O2,315.2316,28.13,0.54,1/2,0.001,8023.5265,5.142268217013798,4265.2095,2.614224196190837,0.531587887196484,0.9844220133268221
20,21,98945.486,100550.555,103476.202,101399.779,5687.104,5579.545,C17H23N3O,286.1914,4.3,14.44,16/1,0.0,5679.248750000001,1.4920305108303502,101093.0055,1.866381389384442,17.80041867333245,1.2327159746075105
21,22,25746.423,27928.233,25982.866,28230.347,18455.498,18638.675,C12H13ClN4,249.0903,4.99,1.34,1/1,0.006,18726.92675,2.5086537755672906,26971.96725,4.776005612520537,1.4402772868217688,1.0748337961356482
22,23,586.342,600.103,667.23,640.169,1793.131,1758.293,C13H12N2O3S,277.0641,6.57,0.47,1/2,0.0,1708.113,5.979564778306041,623.461,5.942771274155476,0.36499985656686645,0.7765954395039713
23,24,862.022,831.165,931.381,1066.021,3538.135,3342.353,C18H14N4O5S,399.0755,11.84,0.27,1/4,0.0,3395.1859999999997,3.3223456933984994,922.64725,11.311572922387384,0.27175160653937663,1.006487431627321
24,25,36956.843,36680.826,36238.621,33929.311,68258.885,70189.642,C21H26N2S2,371.1612,18.84,0.55,1/2,0.0,67905.66,8.62709623217904,35951.40025,3.8388907715827267,0.5294315709471051,0.9626028562674638
25,26,3471.025,3046.594,3284.085,3335.883,57676.867,59262.531,C13H24N4O3S,317.1642,3.75,0.06,1/16,0.0,58044.864499999996,2.282181076918122,3284.3967500000003,5.390384046576773,0.05658376116977585,0.9430626861629309
26,27,437066.882,431455.294,442653.754,426080.526,24020.249,23414.244,C21H24F3N3S,408.1716,17.0,16.61,16/1,0.0,23757.36425,3.6598837753298232,434314.114,1.6447954313682602,18.281241531244362,1.100616588274796
27,28,42869.022,39855.813,43825.441,41650.241,152288.438,147060.372,C20H31NO,302.248,11.24,0.27,1/4,0.0,157046.82924999998,5.788044085417127,42050.12925,4.072354187531605,0.267755353296953,0.9916864936924185
28,29,55956.228,57186.53,55515.697,55908.802,2906.431,2345.201,C16H21N3,256.1808,4.2,15.22,16/1,0.0,2661.3157499999998,10.762792399114412,56141.81425,1.2894531022684892,21.09551046319852,1.3860387952167226
29,30,92548.002,85836.13,83491.232,88829.613,74051.802,79795.173,C19H22N2,279.1856,5.1,1.01,1/1,0.828,77891.8055,3.422232576641935,87676.24425,4.4644639860197035,1.125615765191115,1.1144710546446683
30,31,177946.16,191653.403,167081.307,174526.202,44339.523,43603.965,C16H24N2,245.2014,9.47,3.89,4/1,0.0,43938.33375,1.1087323793945525,177801.76799999998,5.786377949540461,4.046620634538741,1.0402623739174142
31,32,2829.787,2982.91,3236.518,3386.075,49958.851,48673.673,C10H13NO2,180.1017,5.91,0.07,1/16,0.0,49494.6685,1.4402072874537752,3108.8225,8.028535138698754,0.06281126016633488,0.8973037166619269
32,33,23394.483,24806.837,24942.557,26766.972,11728.725,11949.259,C21H26N2O3,355.2015,4.36,1.91,2/1,0.001,12144.98275,3.526619588550984,24977.712250000004,5.53714492599693,2.056628054906048,1.0767686151340565
33,34,8467.924,8488.787,7990.248,8731.949,128141.342,128344.939,C18H28N2O4,337.2121,3.78,0.07,1/16,0.0,126959.73825000001,1.171108416717501,8419.727,3.686469009520682,0.06631808726180956,0.9474012465972793
34,35,28320.904,29791.987,29711.142,29486.195,26164.855,26722.593,C19H19NOS,310.1261,5.6,1.08,1/1,0.436,26470.186499999996,2.984233033343022,29327.557,2.3304330566710387,1.1079467460495604,1.025876616712556
35,36,8953.94,9470.258,9718.653,9138.562,18867.55,17884.623,C18H19ClN4,327.1369,5.25,0.49,1/2,0.0,18087.355499999998,5.461294574409013,9320.35325,3.6564452073576565,0.5152966253137448,1.0516257659464179
36,37,5501.749,6651.11,6277.64,5339.01,122200.145,120660.324,C21H21NO6,384.144,4.18,0.06,1/16,0.0,121013.82775,1.3262883105112173,5942.37725,10.52231316014479,0.04910494412486675,0.8184157354144459
37,38,13242.582,12754.201,11976.312,13441.165,27194.108,24663.218,C14H22N2O,235.1802,3.57,0.46,1/2,0.002,26245.784,4.827182575627114,12853.565,5.073998143803481,0.48973827567886713,1.0646484253888415
38,39,42682.517,43614.331,42862.744,44642.647,43173.064,42952.137,C13H10N2,195.0917,3.52,0.86,1/1,0.09,43109.50275,1.2230771180629434,43450.55975,2.0513240402989616,1.0079114111331289,1.1719900129454988
39,40,25961.734,26893.132,28287.005,28513.547,110511.502,110603.781,C22H26F3N3OS,438.182,15.81,0.28,1/4,0.0,107075.58075,3.83430700420811,27413.8545,4.393289515621556,0.25602340242268545,0.9143692943667336
40,41,3870.445,4237.404,3605.99,4397.298,2299.059,1842.969,C20H21ClO4,361.1199,31.6,1.82,2/1,0.031,2048.8445,10.344629096199036,4027.7842499999997,8.872700457612082,1.9658808904238458,1.0801543353977174
41,42,913.481,1025.854,1193.339,1013.447,937.375,817.464,C15H15NO2,242.1175,25.46,1.32,1/1,0.133,861.172,7.309873628244507,1036.53025,11.192419753967302,1.2036274402790617,0.91183896990838
42,43,16504.44,16269.357,16456.612,15614.17,33229.611,31532.722,C25H35NO5,430.2586,12.39,0.51,1/2,0.0,32934.1305,3.820373755450742,16211.14475,2.5334931827674203,0.4922293227082464,0.9651555347220517
43,44,23085.913,21869.282,22562.485,24807.27,10493.819,11661.228,C12H21N,180.1747,5.24,2.32,2/1,0.001,9818.2605,15.903019942276147,23081.2375,5.432755270992872,2.3508479429731977,1.0132965271436198
44,45,12726.426,13469.216,12757.024,11436.874,2225.675,2457.232,C24H26BrN3O3,484.1226,14.09,4.93,4/1,0.001,2280.7467500000002,6.478127490883854,12597.384999999998,6.7185927366920755,5.523359838175807,1.1203569651472225
45,46,35154.477,36471.737,36977.483,35513.175,112736.512,141422.835,C26H29N3O6,480.2131,12.8,0.28,1/4,0.0,116463.99799999999,15.668203688264107,36029.21800000001,2.3367777615452066,0.30935927512981315,1.104854554035047
46,47,3197.41,3368.472,3161.638,3018.011,62475.138,62673.378,C17H19NO,254.1539,5.32,0.06,1/16,0.0,62163.20775,0.9941299154511349,3186.38275,4.520373109248841,0.0512583385789,0.8543056429816667
47,48,7469.049,7552.036,8717.018,8449.078,3071.462,3232.8,C10H9ClN4O2S,285.0206,4.68,2.63,2/1,0.005,3154.7032500000005,2.830890826368879,8046.795249999999,7.825610866701418,2.5507296922460134,0.9698591985726287
48,49,1777.832,1891.13,2241.054,2526.204,48639.381,49224.907,C12H14N4O4S,311.0809,7.22,0.05,1/16,0.0,48302.53725,1.5891216994028388,2109.0550000000003,16.16360424862667,0.04366344130297214,0.8732688260594427
49,50,201303.714,195928.883,207462.259,193236.469,10382.713,10661.223,C18H15Cl3N2S,397.0093,22.58,15.95,16/1,0.0,10801.0385,4.113912571003772,199482.83125000002,3.1523853289875774,18.46885660577916,1.157922044249477
50,51,164642.435,163846.0,161428.733,156193.784,75653.05,89957.376,C20H35NOS,338.2514,25.45,1.8,2/1,0.001,90459.15075,11.729967015970749,161527.738,2.3584095982694526,1.7856428748309912,0.9920238193505506
51,52,1113.217,1192.312,1077.464,1011.744,12130.492,9614.878,C25H28O3,377.2109,31.56,0.14,1/4,0.0,11176.49625,9.794195793645597,1098.68425,6.848814272824345,0.09830310192248308,0.7021650137320219
52,53,83994.259,88248.197,87696.442,87797.518,3546.025,3592.219,C18H15Cl3N2O,381.0322,21.68,19.29,16/1,0.0,3931.4442499999996,10.929356290289883,86934.10399999999,2.271282022281431,22.112510943020496,1.1463199037335665
53,54,98449.528,95487.897,104658.965,98444.243,16595.337,15968.809,C14H21N3O3S,312.1378,16.24,5.18,4/1,0.0,16222.258749999999,4.711661542176247,99260.15825000001,3.888818962598134,6.118763100730348,1.1812283978243916
54,55,10311.711,10814.013,11660.415,12189.931,2048.334,2043.091,C17H13N3O5S2,404.0368,5.23,5.25,4/1,0.0,2076.087,6.043545099451125,11244.017500000002,7.480230057792586,5.415966431079238,1.0316126535389025
55,56,96559.236,87338.809,92795.573,84946.43,346083.451,335764.427,C23H31NO2,354.2429,20.1,0.28,1/4,0.0,344946.31375,2.1849317339578933,90410.012,5.810367283541388,0.26209879159782734,0.9360671128493833
56,57,205755.254,189850.045,195008.709,197753.786,96127.609,99473.042,C21H25NO2,324.196,10.55,1.97,2/1,0.001,95488.15825000001,5.803942274336866,197091.9485,3.3690769054302896,2.064045972946598,1.0477390725617248
57,58,61.308,86.19,59.342,65.417,532.282,400.391,C32H47F5O3S,607.3224,31.18,0.15,1/4,0.0,470.80550000000005,11.551838091388325,68.06424999999999,18.138826350894185,0.1445697851873013,0.963798567915342
58,59,10815.106,10831.005,10871.383,4570.363,22778.593,24407.717,C25H32ClN5O2,470.2307,16.48,0.41,1/2,0.025,23960.59525,3.9574565373108603,9271.964249999999,33.8061090475841,0.38696719147659736,0.9438224182356034
59,60,17703.274,18036.18,17535.684,16662.249,3599.377,3681.292,C23H27FN4O3,427.2136,4.62,3.79,4/1,0.0,3785.561,7.061403481251515,17484.34675,3.3527749521095074,4.618693702201602,1.2186526918737737
60,61,15293.088,15914.772,15799.3,15616.877,19925.139,18960.736,C19H28N2O4,349.2121,3.64,1.25,1/1,0.055,19782.338,4.167000425795499,15656.009250000001,1.7325767957676073,0.7914134947042155,0.6331307957633724
61,62,3964.922,3988.408,3706.494,3895.665,11924.715,13959.827,C21H19F2N3O3,400.1475,4.07,0.35,1/2,0.001,12857.05925,6.514294458534501,3888.8722500000003,3.2863124352370017,0.3024698085606162,0.8641994530303321
62,63,90085.706,90641.078,84159.152,93976.088,44302.891,40240.314,C19H21NS,296.1469,11.69,2.06,2/1,0.001,45159.785,8.317779629539714,89715.506,4.551357275815655,1.986623851287157,0.9643805103335713
63,64,171618.254,141211.36,151548.795,158951.473,74721.055,82607.019,C21H35NO,318.2793,21.44,1.84,2/1,0.004,79226.45324999999,7.958901468488692,155832.4705,8.209986725908799,1.9669247341953935,1.0689808338018443
64,65,100375.423,94799.627,106565.574,113519.734,5142.634,4997.37,C25H31NO6,442.2221,17.92,18.53,16/1,0.0,5102.382500000001,1.4146891032745743,103815.08949999999,7.76309400073881,20.3463949439306,1.0980245517501672
65,66,6116.829,5139.884,4205.742,5592.825,33124.215,31409.97,C50H75NO14,914.5269,31.72,0.14,1/4,0.0,33832.633,9.651210202831185,5263.82,15.397668777024059,0.15558410721388427,1.1113150515277448
66,67,7719.408,8141.823,8465.255,8903.494,1685.122,1737.454,C15H13ClFNO2,294.069,27.23,4.65,4/1,0.0,1681.59375,2.543245736189596,8307.494999999999,6.032274550088204,4.940250878073256,1.062419543671668
67,68,232686.833,231691.479,218171.008,221689.188,14760.639,12817.441,C17H19N3,266.1653,6.48,14.97,16/1,0.0,14354.082,7.191731175548563,226059.627,3.1998000854382487,15.7488042077508,1.0520243291750702
68,69,15631.105,15979.636,17088.567,16828.553,14521.874,14169.511,C19H24N2O4,345.1807,3.94,1.22,1/1,0.017,13810.375499999998,5.149506369248181,16381.965250000001,4.2061747383435755,1.1862070839420698,0.9723008884771064
69,70,172.349,204.982,115.53,201.4,198.321,177.47,C22H38O5,383.2803,5.33,1.0,1/1,0.978,187.7655,6.991222120770198,173.56525,23.828276166187344,0.9243724219838042,0.9243724219838042
70,71,263.037,274.929,282.341,380.442,337.113,247.707,C22H38O5,383.2789,31.12,1.41,1/1,0.032,257.21299999999997,24.654757834447107,300.18724999999995,18.019009398167423,1.1670765085746055,0.8277138358685147
71,72,2219.699,2201.9,2352.979,2498.885,870.629,786.627,C12H20N4O7,333.1403,0.64,4.76,4/1,0.0,811.22825,6.180607091702846,2318.36575,5.950003038690248,2.8578464199194245,0.6003879033444169
72,73,36329.334,37455.205,34263.382,38047.917,31828.651,27818.584,C25H37NO4,416.2774,18.99,1.16,1/1,0.155,31683.798,10.51862587901145,36523.9595,4.564424924673638,1.152764561243573,0.9937625527961838
73,74,768.046,833.547,1353.859,585.816,878.958,790.564,C17H16FN3O2S,346.1019,5.3,1.08,1/1,0.613,769.3344999999999,11.696954159776723,885.317,37.215697434587476,1.1507569204292802,1.0655156670641484
74,75,5278.641,5717.302,5857.828,5926.222,4749.639,4589.959,C22H28F2O5,411.1975,12.3,1.14,1/1,0.038,4614.68125,2.405407752819891,5694.998250000001,5.107591995739725,1.2341043598623418,1.0825476840897736
75,76,20774.418,20771.278,21509.593,20359.811,18040.146,18754.79,C22H28O2,325.2163,25.66,1.18,1/1,0.002,17398.5605,7.26476832434912,20853.775,2.2950733571160216,1.1985919754683154,1.0157559114138266
76,77,195.833,228.593,280.216,390.378,179.692,144.966,C49H66N10O10S2,1019.4478,4.46,1.68,1/1,0.07,149.061,14.01029109122168,273.755,31.106274659900567,1.8365300112034668,1.0931726257163494
77,78,43792.255,45346.808,50944.697,45098.436,41347.689,41365.471,C20H15BrN6O,435.0565,29.5,1.06,1/1,0.519,42477.29075,3.047459132665389,46295.549,6.854977310454577,1.0898894016681138,1.0281975487435036
78,79,58557.848,57543.499,60346.626,61004.823,52561.484,48470.345,C18H18ClNO5,364.0948,26.56,1.16,1/1,0.005,53484.78325,7.662844705918789,59363.199,2.685068098474035,1.1099081905693242,0.9568174056632106
79,80,255.658,283.658,252.859,285.857,81.421,85.94,C9H11NO5,214.071,0.67,3.06,4/1,0.0,81.851,6.059148733208006,269.50800000000004,6.555822215336973,3.292665941772245,1.0760346214941976
80,81,1071.441,1038.25,1310.87,1517.502,1335.635,1370.742,C13H16N2,201.1385,5.12,1.04,1/1,0.768,1320.2250000000001,8.717035174734134,1234.51575,18.17468462687467,0.9350798159404646,0.8991152076350621
81,82,95560.287,96824.219,102788.3,103545.575,98238.057,96713.582,C27H36N2O5,469.2698,5.36,1.19,1/1,0.04,98149.55225,2.0924202442415685,99679.59525,4.084602894215823,1.0155888943446505,0.8534360456677735
82,83,42892.508,42423.054,33862.529,26425.147,35271.222,37476.754,C20H25NO2,312.1959,13.1,1.02,1/1,0.895,35806.38250000001,4.220305722380768,36400.8095,21.536200570301986,1.0166011464576181,0.9966677906447237
83,84,15891.382,16262.567,15611.165,13547.818,10698.692,10461.418,C10H8F2N4O,239.0743,15.17,1.36,1/1,0.006,10328.902,2.9662159505575794,15328.233,7.936718201538364,1.4840137896554735,1.0911866100407892
84,85,15947.443,15977.082,15742.752,15215.563,14082.331,13923.089,C19H30O3,307.2267,17.53,1.19,1/1,0.015,13726.16,2.395883531138716,15720.710000000001,2.2423404692028295,1.1453101231517047,0.962445481640088
85,86,15163.53,15865.642,16231.022,16907.945,13090.688,13389.5,C19H20N2O3,325.1546,4.29,1.22,1/1,0.008,12941.198,3.1996983147379146,16042.03475,4.5358647560715255,1.239609713876567,1.016073535964399
86,87,53428.857,46393.862,52442.883,50640.063,47541.26,43478.782,C15H28N4O4,329.2172,3.37,1.16,1/1,0.046,44242.37575,6.354510802797253,50726.41625,6.132156147523195,1.1465572404302904,0.9884114141640435
87,88,30478.909,29763.769,30852.762,30660.465,27825.008,26946.746,C30H34N2O3,471.264,12.3,0.99,1/1,0.662,28159.399,4.046835013537051,30438.97625,1.561536793466242,1.080952624379519,1.0918713377570899
88,89,129760.944,153691.011,153900.116,143617.829,113815.089,114842.493,C36H41N3O6,612.307,25.49,1.06,1/1,0.74,122337.92850000001,7.827251897366502,145242.475,7.836550698916446,1.1872235927225137,1.1200222572853902
89,90,31462.084,35112.02,36243.748,35554.712,27924.569,29645.48,C20H29FO3,337.2176,13.04,1.3,1/1,0.0,29035.7235,3.264105128744382,34593.140999999996,6.182385967607636,1.1913993119544617,0.9164610091957397
90,91,50234.761,52264.313,55036.441,54480.493,48595.5,46133.262,C18H26ClN3O3,368.1737,3.71,1.18,1/1,0.045,46981.546,2.9879326142869105,53004.00199999999,4.1515831327887955,1.1281876930997543,0.9560912653387749
91,92,5719.644,5812.851,6228.021,6732.16,5992.392,5826.37,C25H24FNO4,422.176,6.05,0.97,1/1,0.553,5382.3625,11.389060640941274,6123.169,7.549009914350882,1.1376359358924635,1.1728205524664572
92,93,90456.915,99708.568,96498.12,99823.12,86180.856,86624.197,C22H36N2O5S,441.2419,8.4,1.17,1/1,0.057,84911.48525,2.6675716234398865,96621.68075,4.5427624377806515,1.1379106191055586,0.9725731787226997
93,94,3449.123,4801.321,4495.684,4483.594,2230.479,2303.825,C15H15NO3,258.1127,16.84,1.64,1/1,0.059,2376.5907500000003,5.632536656632378,4307.4305,13.715562657113697,1.8124409934693215,1.1051469472373912
94,95,10201.411,12240.441,10936.9,12372.987,10242.976,11187.426,C16H21N5O2,316.1766,3.28,1.17,1/1,0.083,10609.683500000001,8.339589893141461,11437.93475,9.167294157142587,1.0780655945109012,0.9214235850520524
95,96,105957.711,101340.732,105734.756,103920.719,100827.537,103180.768,C14H23NO,222.1854,4.09,1.04,1/1,0.37,100800.26675,1.6766283793779195,104238.4795,2.0495233938202313,1.034109163208142,0.9943357338539827
96,97,3656.193,3277.204,1927.395,1956.47,3989.921,3633.083,C45H57NO14,836.3853,30.08,1.15,1/1,0.801,2653.0995000000003,51.553752132439776,2704.3155,33.05442855686941,1.0193042138072845,0.8863514902672041
97,98,14888.44,15989.425,15803.448,18509.059,12089.166,12135.606,C19H21N3O,308.1756,3.71,1.37,1/1,0.043,11752.89625,4.174363681308704,16297.592999999999,9.515844573613593,1.3866873878002623,1.0121805750366877
98,99,20500.725,22468.744,22243.408,21945.251,20515.697,21616.221,C31H43NO7,542.3112,32.2,1.05,1/1,0.486,20972.052750000003,2.390550727173149,21789.532,4.064114258463055,1.0389794580313554,0.989504245744148
99,100,70881.764,74823.053,74439.39,60027.655,73573.94,64251.097,C32H45NO7,556.3274,32.61,1.12,1/1,0.489,69642.397,10.018086932287378,70042.96549999999,9.863427900228693,1.005751790823627,0.8979926703782384
100,101,22018.263,24049.385,22546.165,22867.522,17429.682,18091.474,C21H23N7O2S,438.1702,6.2,1.43,1/1,0.015,15916.746749999998,13.487808981544411,22870.333749999998,3.7624305650893834,1.4368723778306016,1.0048058586227984
101,102,10354.805,10799.75,10345.562,10407.205,9005.598,9074.817,C15H13NO3,256.0969,15.53,1.17,1/1,0.048,8928.696499999998,4.730513582365169,10476.8305,2.071085748778164,1.1733885791727832,1.0028962215151993
102,103,13080.556,15146.403,18246.442,17705.406,14452.912,14988.618,C12H15N5O3,278.1214,24.24,1.37,1/1,0.003,15000.8105,4.309157521071263,16044.70175,14.922978976105119,1.0695889898749138,0.780721890419645
103,104,40775.622,40394.093,46535.835,44927.058,34923.84,35206.105,C19H18N4O2,335.1502,4.46,1.25,1/1,0.004,33755.3245,4.497913186710011,43158.151999999995,7.060284578904809,1.2785583501056252,1.0228466800845002
104,105,63673.686,69257.309,81667.07,76856.335,63194.958,66148.517,C39H37F6N3O2,694.2863,25.95,1.2,1/1,0.366,58378.581999999995,18.146557657106477,72863.6,10.94800476288398,1.2481221280777257,1.0401017733981048
105,106,79874.037,79113.325,79410.824,76433.961,70565.779,68143.09,C20H25NO3,328.1908,6.34,1.15,1/1,0.008,75006.84425,8.805480579044472,78708.03675,1.9667942598183865,1.0493447302977288,0.9124736785197642
106,107,18999.713,19435.131,18620.875,18392.988,16145.936,15878.302,C15H22N2O,247.1803,4.88,1.26,1/1,0.181,14726.0105,11.196824497288107,18862.17675,2.4209239620401877,1.2808748676364177,1.016567355266998
107,108,2318.426,2458.557,2168.795,2205.175,2558.564,2413.459,C11H21N,168.1742,3.63,1.06,1/1,0.561,2465.9875,3.6992814563084986,2287.7382500000003,5.704001248342263,0.9277168882648432,0.8752046115706068
108,109,2466.642,2820.963,2494.205,2554.477,2546.031,2553.683,C19H17N5O2,348.1453,3.23,1.02,1/1,0.887,2544.327,5.5661814608052635,2584.07175,6.2742337116213855,1.0156209284419808,0.9957067925901772
109,110,2942.406,3104.338,3030.589,2829.94,2470.779,2440.536,C14H17N3O2S,292.1114,3.22,1.59,2/1,0.008,2413.61225,3.5977769195160443,2976.8182500000003,3.9705064099237672,1.2333456834253307,0.775689109072535
110,111,28742.65,30267.533,30514.661,29246.24,24626.762,23185.92,C27H31N7OS,502.2384,23.18,1.4,1/1,0.008,23413.0365,5.978210429797616,29692.771000000004,2.8230677943042264,1.2682152953547912,0.9058680681105652
111,112,106417.014,90139.038,125703.177,81264.402,96847.284,98749.827,C34H38N3O7P,632.2532,31.15,0.84,1/1,0.423,92809.28375,6.527024883289655,100880.90775,19.382506548710616,1.0869700063815007,1.2940119123589293
112,113,14481.083,14937.983,15907.922,13622.474,11983.16,11352.893,C27H37N3O7S,548.2423,22.09,1.34,1/1,0.015,11684.327999999998,2.6816477210006244,14737.3655,6.460010149333234,1.2612933751945343,0.9412637128317419
113,114,7798.372,8368.148,8402.523,7675.67,10771.652,9579.451,C30H29ClN6O3,557.2059,4.72,0.97,1/1,0.871,9118.26425,16.991700948787607,8061.178249999999,4.687928602178534,0.8840693830517139,0.9114117351048597
114,115,48888.611,50240.556,49429.843,43896.031,43023.84,43716.465,C23H26ClN7O3,484.1858,8.47,1.14,1/1,0.222,43456.220499999996,1.3351506778608924,48113.76024999999,5.9570905188136685,1.107177745703863,0.9712085488630378
115,116,17236.917,18877.734,18447.184,19474.751,17167.154,16521.701,C21H30N4O5S,451.2005,7.81,1.15,1/1,0.023,16270.0425,4.8957211229576485,18509.1465,5.116607133878618,1.1376212754207617,0.9892358916702276
116,117,225338.109,226538.81,220802.121,233456.692,231807.644,200869.904,C32H39NO2,470.3052,27.72,1.15,1/1,0.08,202841.38825,10.883174952619902,226533.93300000002,2.3108081356394474,1.116803306043238,0.9711333096028157
117,118,18035.58,18744.273,18019.532,18878.131,15628.851,16912.761,C26H25ClN2O3,449.1626,25.82,1.16,1/1,0.049,16346.2915,3.442854601429131,18419.379,2.474424516078794,1.1268231084708114,0.9713992314403547
118,119,49565.621,57364.3,52116.854,59229.89,46180.019,44278.883,C18H22F2N4O,349.1835,4.82,1.25,1/1,0.007,43937.674250000004,4.613100796730079,54569.166249999995,8.235169225565711,1.2419675638612118,0.9935740510889695
119,120,37118.422,37281.206,33961.518,36216.927,33443.556,35517.122,C20H19F2N3O5,420.1363,13.86,1.04,1/1,0.303,33395.907999999996,5.705545547958803,36144.51825,4.229564073934953,1.082303803507903,1.0406767341422143
120,121,40424.893,43192.061,44308.769,44802.854,36106.673,37087.947,C22H18N6,367.1666,11.04,1.21,1/1,0.025,35730.9835,3.6962673961330643,43182.14425,4.533734354359251,1.2085350029617852,0.9987892586461035
