id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height
243,3.986E6,5.2371,282.16019,282.16055,0.9,9,0,0.879,1.23,0.00035,0.0924,0,5.1402,5.3428,282.16034,2.177E5,4.588E7,4.588E7,3.52E6,5.221,282.16019,282.16055,0.614,5.1403,5.3376,ESTIMATED,282.16044,5.441E5,4.182E7,0.8352,0.9819,4.182E7,3.678E6,5.2743,282.16014,282.16032,0.0862,5.1402,5.3396,ESTIMATED,282.16024,3.901E6,3.614E7,0.4959,0.7435,3.614E7,2.953E6,5.195,282.16016,282.16057,0.0734,5.1414,5.3387,ESTIMATED,282.16049,3.244E5,3.913E7,1.268,1.2761,3.913E7,3.631E6,5.2522,282.16018,282.16035,0.0898,5.1419,5.3385,ESTIMATED,282.16028,2.182E6,3.901E7,0.6816,0.882,3.901E7,3.317E6,5.2006,282.16024,282.16062,0.0746,5.1409,5.3382,ESTIMATED,282.16048,3.599E5,4.244E7,1.2542,1.2347,4.244E7,2.291E6,5.1752,282.16002,282.16074,0.0817,5.1455,5.3428,ESTIMATED,282.16049,2.177E5,3.597E7,2.3429,1.9059,3.597E7,3.986E6,5.2874,282.16013,282.16035,0.0851,5.1419,5.3378,ESTIMATED,282.16022,8.254E6,3.781E7,0.3463,0.6731,3.781E7,3.551E6,5.2632,282.16004,282.16026,0.0831,5.1411,5.3376,ESTIMATED,282.16017,2.762E6,3.72E7,0.5592,0.8334,3.72E7,3.83E6,5.2643,282.16004,282.16026,0.0805,5.1423,5.3384,ESTIMATED,282.16014,4.592E6,3.833E7,0.6163,0.8039,3.833E7,3.747E6,5.2377,282.16024,282.16053,0.0713,5.1422,5.3391,ESTIMATED,282.16039,6.495E5,4.588E7,0.6728,0.8925,4.588E7
244,2.988E6,5.2466,309.16037,309.16062,1,10,0,0.877,1.31,0.0004,0.0944,0,5.15,5.3497,309.16039,2.081E5,3.57E7,3.57E7,2.834E6,5.2389,309.16037,309.16062,0.083,5.1523,5.3496,ESTIMATED,309.16052,4.448E5,3.371E7,0.7242,0.9297,3.371E7,2.842E6,5.2713,309.16017,309.16039,0.0767,5.1521,5.3486,ESTIMATED,309.16029,3.009E6,3.11E7,0.6612,0.8239,3.11E7,2.427E6,5.2039,309.16038,309.16086,0.0801,5.1503,5.3477,ESTIMATED,309.16058,3.594E5,3.125E7,1.4342,1.3371,3.125E7,2.636E6,5.2612,309.16018,309.16041,0.069,5.1508,5.3475,ESTIMATED,309.16032,1.456E6,2.994E7,0.7104,0.882,2.994E7,2.699E6,5.2274,309.16036,309.16076,0.0742,5.1528,5.3472,ESTIMATED,309.16056,3.566E5,3.357E7,0.8238,1.0101,3.357E7,2.004E6,5.193,309.16031,309.16082,0.064,5.1514,5.3488,ESTIMATED,309.16056,2.081E5,3.143E7,1.6137,1.4943,3.143E7,2.723E6,5.2874,309.16013,309.16037,0.083,5.1508,5.3497,ESTIMATED,309.16026,5.349E6,2.593E7,0.456,0.728,2.593E7,2.812E6,5.2632,309.16005,309.16031,0.0783,5.15,5.3495,ESTIMATED,309.16021,1.848E6,3.068E7,0.6407,0.8732,3.068E7,2.988E6,5.2821,309.16003,309.16029,0.0662,5.1512,5.3474,ESTIMATED,309.16017,2.911E6,3.463E7,0.4593,0.7495,3.463E7,2.842E6,5.2377,309.16019,309.16059,0.0688,5.1512,5.3481,ESTIMATED,309.16046,7.876E5,3.57E7,0.7986,1.0008,3.57E7
245,8.005E4,5.2497,235.10138,235.10188,0.2,2,0,0.919,0.48,0.00011,0.0098,0,5.1746,5.4079,235.10152,3.212E4,9.916E5,9.916E5,6.245E4,5.3555,235.10138,235.10188,0.0554,5.1762,5.3735,ESTIMATED,235.10164,1.867E5,5.007E5,0.0998,0.5499,5.007E5,6.689E4,5.2296,235.10117,235.10164,0.0693,5.1759,5.3248,ESTIMATED,235.10139,3.349E4,8.637E5,1.5657,1.3217,8.637E5,3.116E4,5.2696,235.10146,235.10228,0.0964,5.2218,5.3537,ESTIMATED,235.1017,1.231E5,3.521E5,1.7567,1.3783,3.521E5,8.005E4,5.2343,235.10128,235.10174,0.0962,5.1746,5.3355,ESTIMATED,235.10144,4.885E4,9.916E5,1.6062,1.2478,9.916E5,4.971E4,5.2752,235.10142,235.10201,0.1586,5.1767,5.3741,ESTIMATED,235.10172,1.617E5,3.396E5,1.0037,1.0019,3.396E5,3.72E4,5.2526,235.10137,235.10209,0.102,5.1752,5.3728,ESTIMATED,235.10167,6.671E4,3.265E5,1.5502,1.2751,3.265E5,2.173E4,5.1865,235.1012,235.10235,0.0347,5.1746,5.2607,ESTIMATED,235.10134,4.962E4,5.19E5,5.9235,3.8672,5.19E5,5.764E4,5.2006,235.10122,235.10232,0.2204,5.1768,5.29,ESTIMATED,235.10135,6.093E4,8.98E5,4.4383,2.3777,8.98E5,6.284E4,5.2137,235.10111,235.1023,0.0756,5.175,5.3087,ESTIMATED,235.10132,3.212E4,8.859E5,2.063,1.5753,8.859E5,6.87E4,5.2795,235.10133,235.10193,0.116,5.2228,5.4079,ESTIMATED,235.10159,3.57E4,6.36E5,2.2538,1.6336,6.36E5
246,1.011E6,5.2775,429.0826,429.08334,1,10,0,0.869,1.37,0.00059,0.1151,0,5.1801,5.3794,429.08272,3.055E4,1.189E7,1.189E7,8.662E5,5.2538,429.0826,429.08334,0.0757,5.1822,5.3794,ESTIMATED,429.0829,1.436E5,1.062E7,1.0902,1.1056,1.062E7,9.306E5,5.3069,429.08219,429.08277,0.0782,5.1819,5.3785,ESTIMATED,429.08256,1.368E6,9.714E6,0.5698,0.786,9.714E6,8.404E5,5.2337,429.08186,429.08359,0.0777,5.1801,5.3777,ESTIMATED,429.08299,4.614E4,1.079E7,1.3643,1.2989,1.079E7,9.175E5,5.2969,429.0824,429.08306,0.0762,5.1806,5.3773,ESTIMATED,429.08264,8.355E5,1.002E7,0.6431,0.8834,1.002E7,8.553E5,5.2453,429.08233,429.08379,0.0732,5.1827,5.3771,ESTIMATED,429.08296,1.006E5,1.084E7,1.1284,1.2125,1.084E7,7.499E5,5.2168,429.0822,429.08389,0.0673,5.1811,5.3788,ESTIMATED,429.08297,3.055E4,1.189E7,3.4427,1.6185,1.189E7,1.011E6,5.3318,429.08219,429.08274,0.0777,5.1806,5.3794,ESTIMATED,429.08253,1.636E6,1.05E7,0.3098,0.6573,1.05E7,9.02E5,5.2959,429.08219,429.08268,0.08,5.1828,5.3794,ESTIMATED,429.08244,8.583E5,9.385E6,0.7034,0.8735,9.385E6,1.009E6,5.3147,429.08208,429.08259,0.0774,5.181,5.3771,ESTIMATED,429.08241,1.517E6,1.085E7,1.0594,0.7336,1.085E7,8.956E5,5.2795,429.08212,429.08316,0.0735,5.181,5.378,ESTIMATED,429.08282,2.584E5,1.094E7,0.6981,0.9234,1.094E7
247,7.905E6,5.2701,180.17482,180.17492,0.9,9,0,0.872,1.29,0.00023,0.1101,0,5.1702,5.3758,180.1748,4.454E4,1.021E8,1.021E8,7.905E6,5.2508,180.17482,180.17492,0.1141,5.1702,5.3675,ESTIMATED,180.17488,1.332E6,1.021E8,0.7773,0.9851,1.021E8,3.766E6,5.301,180.17468,180.17537,0.0733,5.173,5.3695,ESTIMATED,180.17473,4.458E4,4.754E7,0.9645,0.8877,4.754E7,7.159E6,5.2188,180.17483,180.17497,0.0861,5.1712,5.3687,ESTIMATED,180.17491,7.478E5,9.417E7,1.5088,1.377,9.417E7,3.777E6,5.2939,180.17467,180.17486,0.0794,5.1716,5.3684,ESTIMATED,180.17476,2.161E5,4.434E7,0.7873,0.9177,4.434E7,7.669E6,5.2334,180.17483,180.17496,0.0793,5.1707,5.3681,ESTIMATED,180.1749,8.109E5,9.607E7,1.1,1.1507,9.607E7,5.246E6,5.193,180.17481,180.17503,0.0617,5.1811,5.3758,ESTIMATED,180.17491,4.45E5,1.002E8,6.211,4.1705,1.002E8,3.625E6,5.3289,180.17462,180.17536,0.0748,5.2043,5.3675,ESTIMATED,180.17472,4.454E4,4.94E7,0.4991,0.7209,4.94E7,3.716E6,5.2959,180.17464,180.17539,0.0807,5.1709,5.3674,ESTIMATED,180.17469,9.992E4,4.435E7,0.7751,0.8747,4.435E7,4.311E6,5.3147,180.1746,180.17539,0.0769,5.172,5.3682,ESTIMATED,180.17468,1.202E5,5.169E7,0.6242,0.7563,5.169E7,7.904E6,5.2705,180.17476,180.1749,0.0805,5.172,5.369,ESTIMATED,180.17484,1.838E6,9.325E7,0.7807,0.9222,9.325E7
248,3.391E5,5.2731,346.10158,346.10336,0.9,9,0,0.879,1.29,0.00045,0.0863,0,5.1702,5.3695,346.10305,2.525E4,3.721E6,3.721E6,2.81E5,5.2538,346.10158,346.10336,0.0679,5.1702,5.3645,ESTIMATED,346.1032,2.525E4,3.665E6,0.771,0.9682,3.665E6,3.029E5,5.301,346.10269,346.10314,0.0711,5.173,5.3695,ESTIMATED,346.10293,4.411E5,3.415E6,0.7261,0.7674,3.415E6,2.66E5,5.2277,346.10275,346.10344,0.0691,5.1712,5.3237,ESTIMATED,346.10326,4.65E4,3.721E6,1.1663,1.2107,3.721E6,2.999E5,5.2939,346.10279,346.10317,0.0768,5.1716,5.3684,ESTIMATED,346.10299,2.06E5,3.398E6,0.5915,0.7936,3.398E6,2.789E5,5.2453,346.10161,346.10347,0.0719,5.1707,5.3472,ESTIMATED,346.10325,4.432E4,3.589E6,0.8265,1.0692,3.589E6,2.075E5,5.2168,346.10163,346.10344,0.0945,5.1811,5.3128,ESTIMATED,346.10323,3.832E4,3.509E6,1.8471,1.5458,3.509E6,3.391E5,5.314,346.10258,346.10321,0.0778,5.1717,5.3675,ESTIMATED,346.10289,7.163E5,3.613E6,0.3879,0.6878,3.613E6,3.021E5,5.2959,346.10266,346.10309,0.0749,5.1709,5.3674,ESTIMATED,346.10285,3.594E5,3.351E6,0.6448,0.7858,3.351E6,3.365E5,5.3028,346.10258,346.10306,0.0977,5.172,5.3682,ESTIMATED,346.10281,5.657E5,3.536E6,0.4802,0.7501,3.536E6,2.947E5,5.2795,346.10216,346.10337,0.147,5.172,5.369,ESTIMATED,346.10313,3.418E4,3.444E6,0.5249,0.8462,3.444E6
249,2.118E6,5.3331,435.24957,435.25239,0.7,7,0,0.87,1.17,0.00051,0.1229,0,5.2221,5.44,435.252,2.396E4,3.108E7,3.108E7,1.911E6,5.3585,435.24957,435.25239,0.0836,5.2598,5.4393,ESTIMATED,435.25215,2.803E4,2.485E7,1.5643,1.1281,2.485E7,2.049E6,5.2921,435.25127,435.25206,0.099,5.2415,5.4381,ESTIMATED,435.25186,7.431E5,2.79E7,1.8094,1.6191,2.79E7,1.015E6,5.4196,435.24984,435.25245,0.0365,5.3117,5.4196,ESTIMATED,435.25229,3.877E4,2.619E7,,0.5,2.619E7,2.014E6,5.2969,435.25139,435.25212,0.0716,5.2403,5.4399,ESTIMATED,435.25193,7.501E5,2.59E7,1.6101,1.5467,2.59E7,1.791E6,5.398,435.24982,435.25245,0.0769,5.2812,5.44,ESTIMATED,435.25221,2.396E4,2.611E7,0.622,0.7726,2.611E7,4.156E5,5.4177,435.24974,435.25233,0.0153,5.3368,5.4177,ESTIMATED,435.25218,4.673E4,2.132E7,,0.5,2.132E7,2.001E6,5.2548,435.2513,435.252,0.0625,5.2221,5.418,ESTIMATED,435.2518,5.916E5,3.034E7,2.8926,2.3397,3.034E7,1.947E6,5.2751,435.25108,435.25189,0.0756,5.2424,5.439,ESTIMATED,435.25175,6.563E5,2.531E7,2.9728,2.4077,2.531E7,2.118E6,5.2821,435.25108,435.25192,0.0608,5.2405,5.4395,ESTIMATED,435.25171,7.78E5,3.108E7,2.1026,1.82,3.108E7,1.973E6,5.3361,435.24993,435.2523,0.0655,5.2437,5.4379,ESTIMATED,435.25208,5.059E4,2.66E7,1.5314,1.3309,2.66E7
250,8.053E6,5.3344,330.12711,330.12738,1,10,0,0.898,1.01,0.00033,0.058,0,5.2304,5.4299,330.12717,3.669E5,9.184E7,9.184E7,7.159E6,5.3346,330.12711,330.12738,0.0935,5.2329,5.4273,ESTIMATED,330.12726,3.669E5,7.792E7,1.3417,1.1061,7.792E7,7.261E6,5.3367,330.12683,330.12848,0.0938,5.2326,5.4291,ESTIMATED,330.12703,2.481E6,7.761E7,0.7239,0.8945,7.761E7,6.834E6,5.3687,330.12721,330.12743,0.0886,5.2576,5.4286,ESTIMATED,330.12734,5.454E5,8.216E7,0.7372,0.8336,8.216E7,7.186E6,5.3236,330.12682,330.12852,0.0933,5.2313,5.428,ESTIMATED,330.12708,2.467E6,8.458E7,0.9092,0.9898,8.458E7,6.859E6,5.3562,330.12718,330.12743,0.1009,5.2423,5.428,ESTIMATED,330.12731,4.957E5,7.512E7,0.8837,0.8979,7.512E7,6.991E6,5.3578,330.1272,330.12765,0.0823,5.2647,5.4297,ESTIMATED,330.12732,7.31E5,8.463E7,1.1146,0.9864,8.463E7,7.595E6,5.314,330.1268,330.12841,0.0891,5.231,5.4299,ESTIMATED,330.127,1.561E6,9.011E7,0.9207,1.0139,9.011E7,7.291E6,5.3108,330.12679,330.12852,0.0852,5.2304,5.4271,ESTIMATED,330.12709,1.795E6,8.366E7,1.0883,1.087,8.366E7,8.053E6,5.3147,330.12678,330.12848,0.0867,5.2315,5.4276,ESTIMATED,330.12709,2.091E6,9.184E7,0.9374,1.0733,9.184E7,7.075E6,5.3272,330.12697,330.12738,0.0905,5.2318,5.4289,ESTIMATED,330.1272,9.036E5,8.063E7,1.2773,1.14,8.063E7
251,4.283E6,5.3369,254.15385,254.15454,0.9,9,0,0.881,1.01,0.00026,0.1186,0,5.2403,5.4399,254.15417,2.994E4,4.533E7,4.533E7,1.983E5,5.3137,254.15385,254.15454,0.1003,5.2419,5.4124,ESTIMATED,254.15422,5.166E4,2.225E6,1.1634,1.215,2.225E6,3.787E6,5.3785,254.15404,254.15419,0.0756,5.2415,5.4381,ESTIMATED,254.15411,6.455E6,3.94E7,0.4291,0.7177,3.94E7,2.026E5,5.2786,254.15418,254.15461,0.0714,5.2427,5.3837,ESTIMATED,254.15429,3.198E4,2.997E6,2.0811,1.8307,2.997E6,3.668E6,5.3594,254.15404,254.15425,0.0783,5.2403,5.4399,ESTIMATED,254.15415,3.039E6,3.696E7,0.6315,0.8429,3.696E7,2.022E5,5.2992,254.15412,254.15464,0.0739,5.2423,5.413,ESTIMATED,254.15428,3.107E4,2.628E6,1.3367,2.0971,2.628E6,1.658E5,5.2647,254.15407,254.15544,0.0535,5.2466,5.3638,ESTIMATED,254.1543,2.994E4,3.149E6,3.8112,2.6728,3.149E6,4.283E6,5.3972,254.15401,254.15419,0.0844,5.2429,5.4388,ESTIMATED,254.15408,9.569E6,4.306E7,0.2691,0.6346,4.306E7,3.729E6,5.3734,254.15396,254.15414,0.1033,5.2424,5.439,ESTIMATED,254.15406,4.16E6,4.073E7,0.482,0.7503,4.073E7,4.128E6,5.3682,254.15393,254.15413,0.0683,5.2405,5.4395,ESTIMATED,254.15404,6.679E6,4.533E7,0.6141,0.7791,4.533E7,2.035E5,5.3361,254.15389,254.15533,0.0882,5.2407,5.4379,ESTIMATED,254.15419,3.661E4,2.087E6,0.8699,1.0508,2.087E6
252,6.55E4,5.3473,224.00561,224.0067,1,10,0,0.9,1.13,0.00025,0.072,0,5.2505,5.4477,224.00642,4.239E4,6.958E5,6.958E5,5.636E4,5.3585,224.00561,224.0067,0.0658,5.2508,5.4183,ESTIMATED,224.00641,1.067E5,6.302E5,0.5556,0.7776,6.302E5,5.131E4,5.3367,224.00545,224.0066,0.0916,5.2505,5.4023,ESTIMATED,224.00637,8.914E4,5.648E5,0.839,0.8812,5.648E5,6.55E4,5.3837,224.00566,224.00695,0.1234,5.2517,5.4406,ESTIMATED,224.00657,1.16E5,6.128E5,0.4184,0.7153,6.128E5,5.373E4,5.3415,224.00549,224.0067,0.082,5.2522,5.4131,ESTIMATED,224.00639,4.457E4,6.68E5,0.7545,0.8697,6.68E5,6.049E4,5.3711,224.00564,224.00679,0.1261,5.2513,5.44,ESTIMATED,224.0065,8.541E4,5.735E5,0.5485,0.7873,5.735E5,6.374E4,5.3758,224.00564,224.00697,0.0708,5.2526,5.4477,ESTIMATED,224.00643,9.925E4,6.362E5,0.5692,0.792,6.362E5,4.768E4,5.3289,224.00543,224.00653,0.0867,5.2518,5.3854,ESTIMATED,224.00636,4.239E4,6.63E5,0.9561,0.8666,6.63E5,4.886E4,5.3256,224.00539,224.00656,0.1412,5.2513,5.3943,ESTIMATED,224.00632,5.791E4,5.945E5,0.9197,0.962,5.945E5,5.718E4,5.3117,224.00623,224.00653,0.079,5.2524,5.3861,ESTIMATED,224.00633,1.901E5,6.958E5,1.2533,1.1266,6.958E5,5.335E4,5.3391,224.00558,224.00666,0.0956,5.2526,5.4079,ESTIMATED,224.00646,1.343E5,5.936E5,0.7954,0.8977,5.936E5
253,4.045E5,5.3593,381.27564,381.27777,0.6,6,0,0.872,1.01,0.00039,0.113,0,5.2603,5.4632,381.27734,2.926E4,6.115E6,6.115E6,3.92E5,5.3197,381.27564,381.27777,0.0765,5.2628,5.4573,ESTIMATED,381.27744,3.933E5,4.475E6,2.3094,1.6191,4.475E6,3.319E5,5.4023,381.2753,381.27738,0.0886,5.304,5.4589,ESTIMATED,381.27723,2.943E4,4.122E6,0.8455,0.8628,4.122E6,3.79E5,5.2907,381.27553,381.27796,0.0543,5.2636,5.4616,ESTIMATED,381.27761,1.453E5,6.115E6,3.1167,2.6682,6.115E6,3.571E5,5.4012,381.27533,381.27785,0.1625,5.285,5.4578,ESTIMATED,381.27729,3.237E4,4.322E6,0.6425,0.8089,4.322E6,4.045E5,5.2962,381.27571,381.2778,0.0739,5.2603,5.4579,ESTIMATED,381.27754,2.688E5,4.983E6,3.1155,2.5901,4.983E6,2.413E5,5.2647,381.27562,381.27814,0.0302,5.2647,5.4627,ESTIMATED,381.27739,8.338E4,6.101E6,,,6.101E6,2.488E5,5.4447,381.27665,381.27744,0.0744,5.3378,5.4625,ESTIMATED,381.2772,2.956E4,4.312E6,0.2317,0.5298,4.312E6,3.535E5,5.4092,381.27676,381.27743,0.0896,5.29,5.4598,ESTIMATED,381.27715,4.493E4,4.502E6,0.6303,0.7404,4.502E6,3.517E5,5.4128,381.2752,381.27763,0.092,5.2939,5.4632,ESTIMATED,381.27712,2.926E4,4.604E6,0.6496,0.7809,4.604E6,3.894E5,5.3511,381.27548,381.27786,0.0807,5.2616,5.4589,ESTIMATED,381.27743,5.265E4,4.556E6,1.4268,1.1872,4.556E6
254,5.154E6,5.3907,469.27025,469.27092,0.8,8,0,0.883,1.14,0.00054,0.0945,0,5.2902,5.5046,469.27054,3.444E5,6.163E7,6.163E7,3.801E6,5.3735,469.27025,469.27092,0.0788,5.2927,5.4873,ESTIMATED,469.27069,7.813E5,4.293E7,0.8904,1.0557,4.293E7,4.565E6,5.4262,469.27006,469.27056,0.0876,5.2921,5.4886,ESTIMATED,469.27037,5.775E6,4.988E7,0.4763,0.7328,4.988E7,2.829E6,5.3417,469.27001,469.27108,0.0854,5.3087,5.5035,ESTIMATED,469.27083,3.753E5,4.229E7,2.1834,1.8871,4.229E7,4.439E6,5.4131,469.26999,469.27068,0.0767,5.2909,5.4875,ESTIMATED,469.27045,4.684E6,5.02E7,0.5813,0.8045,5.02E7,3.504E6,5.3562,469.27015,469.27107,0.0919,5.2902,5.4879,ESTIMATED,469.27078,6.553E5,3.875E7,1.1834,1.3188,3.875E7,2.32E6,5.3128,469.2702,469.27106,0.0653,5.3068,5.5046,ESTIMATED,469.27081,3.444E5,4.991E7,12.4111,8.1892,4.991E7,5.154E6,5.4506,469.26996,469.27056,0.0764,5.2904,5.4892,ESTIMATED,469.27034,5.907E6,5.778E7,0.2417,0.6204,5.778E7,4.537E6,5.4211,469.26995,469.27049,0.0799,5.293,5.4895,ESTIMATED,469.27026,5.965E6,4.907E7,0.5994,0.7668,4.907E7,5.063E6,5.4306,469.26996,469.27047,0.073,5.291,5.4899,ESTIMATED,469.27024,5.843E6,6.163E7,0.4746,0.6948,6.163E7,4.219E6,5.381,469.27001,469.27081,0.1485,5.2914,5.4888,ESTIMATED,469.27064,1.347E6,5E7,0.8108,1.006,5E7
255,1.82E6,5.4495,376.08251,376.08318,1,10,0,0.891,1.14,0.00043,0.0627,0,5.3502,5.5494,376.0828,2.817E4,2.468E7,2.468E7,1.772E6,5.4363,376.08251,376.08318,0.0682,5.3526,5.5471,ESTIMATED,376.08293,4.164E5,2.356E7,1.3008,1.088,2.356E7,1.627E6,5.4618,376.08241,376.08296,0.0702,5.3605,5.5483,ESTIMATED,376.08265,2.836E4,2.176E7,1.4445,1.2605,2.176E7,1.787E6,5.4286,376.08257,376.08331,0.0709,5.3507,5.5483,ESTIMATED,376.08302,2.295E5,2.353E7,0.9608,1.0456,2.353E7,1.629E6,5.4608,376.08236,376.08311,0.0733,5.3505,5.5472,ESTIMATED,376.08274,3.588E4,2.111E7,1.1606,1.0979,2.111E7,1.782E6,5.437,376.08269,376.0832,0.0702,5.3502,5.5477,ESTIMATED,376.08297,4.407E5,2.429E7,1.0335,1.0385,2.429E7,1.818E6,5.4147,376.08261,376.08327,0.0694,5.3518,5.5493,ESTIMATED,376.08299,1.795E5,2.468E7,1.1404,1.1391,2.468E7,1.668E6,5.4774,376.08228,376.08451,0.0714,5.3764,5.5488,ESTIMATED,376.08263,4.179E4,2.222E7,1.2884,1.0122,2.222E7,1.623E6,5.4657,376.08233,376.08435,0.0733,5.3555,5.5492,ESTIMATED,376.08266,2.817E4,2.083E7,1.1686,1.0644,2.083E7,1.82E6,5.4691,376.0821,376.08444,0.0811,5.3533,5.5494,ESTIMATED,376.08259,2.82E4,2.309E7,1.1607,1.0238,2.309E7,1.695E6,5.4439,376.08248,376.08486,0.068,5.3511,5.5486,ESTIMATED,376.08288,1.768E5,2.218E7,1.1889,1.1257,2.218E7
