id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height
85,1.7E4,3.343,636.49427,636.49868,0.1,1,0,0.944,0,0,0,0,3.2775,3.4626,636.49799,6.62E4,5.863E5,5.863E5,8.056E3,3.3004,636.49383,636.49979,0.0152,3.2887,3.315,ESTIMATED,636.49843,8.235E4,5.333E5,1.5877,1.1245,5.333E5,1.973E3,3.4524,636.4944,636.49872,0.0153,3.4378,3.4553,ESTIMATED,636.49801,7.285E4,3.065E5,0.2,0.6,3.065E5,3.091E3,3.3185,636.49427,636.49868,0.0075,3.3098,3.3273,ESTIMATED,636.49812,9.045E4,3.722E5,0.9976,0.9988,3.722E5,9.214E3,3.297,636.49378,636.4982,0.0086,3.2795,3.3116,ESTIMATED,636.49697,1.031E5,4.643E5,0.8323,0.9161,4.643E5,2.876E3,3.448,636.49436,636.4987,0.0158,3.4333,3.4626,ESTIMATED,636.49736,6.62E4,2.079E5,1.0007,1.0004,2.079E5,1.639E3,3.3573,636.49436,636.49865,0.0677,3.3485,3.3631,ESTIMATED,636.49802,8.015E4,2.649E5,0.6684,0.8342,2.649E5,1.605E4,3.3009,636.49785,636.4989,0.0273,3.2775,3.3185,ESTIMATED,636.49812,1.282E5,5.863E5,0.7504,0.8752,5.863E5,1.627E4,3.3102,636.49366,636.49999,0.0299,3.2839,3.3423,ESTIMATED,636.4982,8.962E4,4.649E5,1.3332,1.1099,4.649E5,5.547E3,3.3352,636.4982,636.49855,0.0056,3.2972,3.3381,ESTIMATED,636.49848,6.895E4,3.363E5,0.0768,0.5384,3.363E5,1.7E4,3.3101,636.49725,636.49853,0.04,3.2838,3.3364,ESTIMATED,636.49816,1.176E5,4.988E5,0.9981,0.9991,4.988E5
86,2.71E5,3.3161,338.08593,338.08803,0.6,6,9,0.918,1.17,0.00039,0.0089,0,3.087,3.3857,338.0865,4.862E4,7.457E6,7.457E6,2.307E5,3.3209,338.08581,338.08769,0.031,3.1686,3.3618,ESTIMATED,338.08617,5.612E4,5.813E6,1.0119,0.7339,5.813E6,2.354E5,3.312,338.08604,338.08801,0.0267,3.1947,3.3617,ESTIMATED,338.0863,7.788E4,6.649E6,0.738,0.7691,6.649E6,2.379E5,3.3185,338.08593,338.08803,0.0272,3.087,3.3712,ESTIMATED,338.08652,5.328E4,5.801E6,0.5681,0.8621,5.801E6,2.547E5,3.3204,338.08543,338.08769,0.2443,3.148,3.3817,ESTIMATED,338.08612,6.748E4,7.122E6,0.751,0.8565,7.122E6,2.273E5,3.3134,338.08601,338.08802,0.0268,3.1873,3.3631,ESTIMATED,338.08633,5.828E4,6.029E6,0.838,0.8394,6.029E6,2.71E5,3.3134,338.08598,338.08798,0.0287,3.1756,3.3778,ESTIMATED,338.08638,7.166E4,6.877E6,0.7935,0.8629,6.877E6,2.583E5,3.3185,338.08578,338.08766,0.0256,3.2248,3.3857,ESTIMATED,338.08695,9.468E4,7.457E6,0.6566,0.8009,7.457E6,2.318E5,3.3161,338.08571,338.08762,0.0265,3.2078,3.3833,ESTIMATED,338.08671,7.585E4,6.215E6,0.7833,0.7129,6.215E6,2.327E5,3.3118,338.08603,338.0886,0.0276,3.1184,3.3674,ESTIMATED,338.08678,4.862E4,5.704E6,0.9878,0.8533,5.704E6,2.333E5,3.316,338.08584,338.08776,0.028,3.1578,3.3715,ESTIMATED,338.08678,5.878E4,6.423E6,0.7591,0.796,6.423E6
87,2.799E5,3.3205,391.14693,391.1491,1,10,0,0.904,2.14,0.00084,0.0121,0,3.2955,3.3836,391.14841,5.133E4,1.083E7,1.083E7,2.353E5,3.3209,391.14625,391.14885,0.0235,3.3004,3.3618,ESTIMATED,391.1484,1.056E5,9.194E6,1.7378,1.4902,9.194E6,2.536E5,3.3178,391.14668,391.14911,0.0257,3.3003,3.3793,ESTIMATED,391.14833,6.423E4,8.954E6,2.3365,1.8944,8.954E6,2.451E5,3.3215,391.14693,391.1491,0.0237,3.301,3.3683,ESTIMATED,391.14869,1.253E5,1.01E7,1.7621,1.4991,1.01E7,2.412E5,3.3204,391.14639,391.14866,0.0227,3.2999,3.3612,ESTIMATED,391.14791,1.237E5,1.002E7,1.6246,1.3346,1.002E7,2.493E5,3.3221,391.14677,391.14923,0.0231,3.3016,3.3836,ESTIMATED,391.14863,5.133E4,9.85E6,1.7306,1.5082,9.85E6,2.763E5,3.328,391.14677,391.14891,0.0252,3.3017,3.3778,ESTIMATED,391.14827,1.055E5,1.083E7,1.1345,1.1718,1.083E7,2.799E5,3.3185,391.1463,391.14894,0.0643,3.298,3.3682,ESTIMATED,391.14831,9.566E4,1.017E7,1.6421,1.5231,1.017E7,2.506E5,3.3161,391.14633,391.14881,0.0231,3.2956,3.3745,ESTIMATED,391.14833,7.282E4,9.685E6,2.2322,1.6905,9.685E6,2.418E5,3.3235,391.14843,391.14923,0.0261,3.3001,3.3645,ESTIMATED,391.14874,1.052E5,8.718E6,1.2187,1.2885,8.718E6,2.482E5,3.316,391.14647,391.14881,0.0253,3.2955,3.3803,ESTIMATED,391.14852,6.819E4,9.379E6,1.9582,1.5709,9.379E6
88,2.581E6,3.3234,192.07682,192.07739,1,10,0,0.908,1.26,0.00024,0.0095,0,2.9615,3.5083,192.07709,7.42E4,3.973E7,3.973E7,2.178E6,3.3267,192.0763,192.07724,0.0427,2.9783,3.5083,ESTIMATED,192.07702,7.42E4,3.052E7,0.2498,0.5932,3.052E7,2.012E6,3.3207,192.07647,192.07739,0.0521,3.1126,3.47,ESTIMATED,192.0772,9.19E4,3.185E7,0.4553,0.7621,3.185E7,2.049E6,3.3244,192.07682,192.07739,0.0559,3.0665,3.4707,ESTIMATED,192.07714,1.091E5,3.242E7,0.3996,0.6848,3.242E7,2.165E6,3.3204,192.07647,192.0773,0.0527,3.072,3.4576,ESTIMATED,192.07701,1.091E5,3.31E7,0.3494,0.6749,3.31E7,2.035E6,3.3221,192.07692,192.07738,0.0583,3.0994,3.4978,ESTIMATED,192.0772,8.11E4,3.334E7,0.4502,0.7183,3.334E7,2.357E6,3.328,192.07663,192.07739,0.0694,3.0642,3.4891,ESTIMATED,192.07718,9.259E4,3.973E7,0.3264,0.6619,3.973E7,2.581E6,3.3185,192.07673,192.07765,0.0499,2.9615,3.4736,ESTIMATED,192.07696,1.125E5,3.504E7,0.372,0.6161,3.504E7,2.205E6,3.3248,192.07668,192.07736,0.0559,2.9795,3.4594,ESTIMATED,192.07698,9.634E4,3.063E7,0.276,0.5891,3.063E7,2.021E6,3.3235,192.07677,192.07738,0.051,3.0364,3.4816,ESTIMATED,192.07712,9.503E4,2.987E7,0.3139,0.6276,2.987E7,2.11E6,3.3247,192.07689,192.07749,0.0461,2.9733,3.4154,ESTIMATED,192.07706,9.755E4,3.058E7,0.2783,0.604,3.058E7
89,1.616E6,3.3269,405.26392,405.26712,1,10,3,0.84,4.23,0.00171,0.0085,0,3.2724,3.7033,405.26533,5.157E4,4.593E7,4.593E7,1.198E6,3.3297,405.264,405.26672,0.0268,3.2799,3.5758,ESTIMATED,405.26488,6.379E4,3.016E7,4.1831,3.6471,3.016E7,1.616E6,3.3237,405.26409,405.26693,0.0284,3.2856,3.649,ESTIMATED,405.26493,9.156E4,3.883E7,3.3817,3.16,3.883E7,1.396E6,3.3244,405.26392,405.26712,0.0263,3.2775,3.6469,ESTIMATED,405.26526,6.352E4,3.563E7,3.8546,3.3064,3.563E7,1.295E6,3.332,405.26391,405.26673,0.0278,3.2912,3.6655,ESTIMATED,405.26462,1.034E5,3.048E7,2.9688,2.7018,3.048E7,1.524E6,3.3251,405.26413,405.26696,0.0254,3.2899,3.7033,ESTIMATED,405.26496,5.157E4,3.889E7,4.8699,3.5,3.889E7,1.605E6,3.331,405.26439,405.26692,0.0242,3.2724,3.5714,ESTIMATED,405.26486,5.794E4,4.593E7,2.67,2.4156,4.593E7,1.328E6,3.3273,405.26404,405.26704,0.0266,3.2922,3.6701,ESTIMATED,405.26633,8.686E4,3.392E7,3.7576,3.5526,3.392E7,1.199E6,3.3248,405.26415,405.26674,0.0275,3.2956,3.5474,ESTIMATED,405.26588,2.265E5,3.032E7,4.1021,3.5175,3.032E7,1.312E6,3.3235,405.26421,405.26721,0.025,3.2825,3.6342,ESTIMATED,405.26581,7.529E4,3.338E7,4.0302,3.3934,3.338E7,1.245E6,3.3277,405.26414,405.26714,0.0272,3.2867,3.6413,ESTIMATED,405.26583,6.154E4,3.02E7,3.0869,2.7122,3.02E7
90,8.96E6,3.3292,329.15322,329.15455,1,10,3,0.906,1.31,0.00043,0.0142,0,2.8304,3.394,329.15378,8.156E5,2.322E8,2.322E8,8.057E6,3.3297,329.15312,329.15403,0.0305,2.8321,3.394,ESTIMATED,329.15367,9.597E5,1.863E8,1.3337,0.98,1.863E8,7.808E6,3.3207,329.15272,329.15558,0.0346,2.8315,3.3822,ESTIMATED,329.15397,8.898E5,1.766E8,1.3833,1.0384,1.766E8,7.57E6,3.3302,329.15322,329.15455,0.0327,3.0635,3.3858,ESTIMATED,329.15388,8.156E5,1.835E8,0.9649,0.8265,1.835E8,8.256E6,3.3349,329.15242,329.15529,0.0307,3.0428,3.3904,ESTIMATED,329.15364,9.586E5,2.06E8,0.8222,0.8666,2.06E8,7.79E6,3.3309,329.15335,329.1556,0.0322,2.8329,3.3865,ESTIMATED,329.15397,9.595E5,1.76E8,0.8733,0.8972,1.76E8,8.435E6,3.331,329.15348,329.15557,0.0255,3.0935,3.3895,ESTIMATED,329.15395,1.202E6,2.322E8,1.0036,0.9312,2.322E8,8.96E6,3.3273,329.15291,329.16,0.0315,3.0639,3.3916,ESTIMATED,329.15354,1.143E6,2.195E8,1.0427,0.9055,2.195E8,8.413E6,3.3277,329.15266,329.16001,0.0348,2.8304,3.392,ESTIMATED,329.15361,8.858E5,1.926E8,1.0406,0.9204,1.926E8,7.838E6,3.3294,329.15329,329.15549,0.0328,2.8315,3.3879,ESTIMATED,329.15389,9.859E5,1.822E8,0.9989,1.5831,1.822E8,8.125E6,3.3306,329.15308,329.15535,0.03,2.8329,3.3891,ESTIMATED,329.1537,9.063E5,1.921E8,0.9562,0.8992,1.921E8
91,7.831E5,3.3322,316.17623,316.17805,1,10,0,0.905,1.39,0.00044,0.006,0,3.2415,3.4582,316.17752,5.167E4,2.792E7,2.792E7,6.944E5,3.3355,316.17596,316.17778,0.0267,3.2506,3.4525,ESTIMATED,316.17742,6.06E4,2.012E7,1.458,1.2315,2.012E7,6.968E5,3.3295,316.17743,316.17929,0.0336,3.2739,3.4582,ESTIMATED,316.17771,7.206E4,2.018E7,1.4328,1.3422,2.018E7,6.761E5,3.3332,316.17623,316.17805,0.0275,3.2424,3.4092,ESTIMATED,316.17762,5.862E4,2.083E7,1.2971,1.8118,2.083E7,7.642E5,3.3349,316.17596,316.17899,0.0279,3.2444,3.4254,ESTIMATED,316.1774,6.743E4,2.348E7,1.2383,1.1308,2.348E7,6.712E5,3.3309,316.17629,316.17788,0.0259,3.2606,3.407,ESTIMATED,316.17771,8.931E4,2.072E7,1.6595,1.284,2.072E7,7.667E5,3.331,316.17734,316.17807,0.0209,3.2577,3.4246,ESTIMATED,316.17769,8.742E4,2.792E7,1.7301,1.4199,2.792E7,7.831E5,3.3302,316.17702,316.17766,0.0254,3.2483,3.4179,ESTIMATED,316.17727,7.053E4,2.477E7,1.7866,1.3256,2.477E7,7.14E5,3.3307,316.17708,316.17823,0.0282,3.2634,3.4125,ESTIMATED,316.17735,1.35E5,2.064E7,1.657,1.3317,2.064E7,6.863E5,3.3323,316.17724,316.17918,0.0269,3.2415,3.4493,ESTIMATED,316.17764,5.167E4,2.083E7,1.3801,1.1722,2.083E7,6.988E5,3.3335,316.1771,316.17795,0.0265,3.2515,3.433,ESTIMATED,316.17744,6.133E4,2.137E7,1.2043,1.1886,2.137E7
92,8.093E5,3.3374,205.09698,205.09798,1,10,12,0.918,1.24,0.00025,0.0133,0,2.8416,3.4371,205.09735,7.193E4,1.454E7,1.454E7,6.715E5,3.3443,205.097,205.098,0.0333,3.1101,3.4144,ESTIMATED,205.09722,9.916E4,1.203E7,0.4024,0.6219,1.203E7,7.561E5,3.3324,205.09704,205.09819,0.0371,2.9837,3.4202,ESTIMATED,205.09739,8.489E4,1.137E7,0.3844,0.5832,1.137E7,7.377E5,3.339,205.09698,205.09798,0.0326,2.9728,3.4239,ESTIMATED,205.09737,7.193E4,1.19E7,0.412,0.5569,1.19E7,8.093E5,3.3408,205.09683,205.09801,0.0354,3.0516,3.4371,ESTIMATED,205.09721,1.013E5,1.362E7,0.4395,0.6702,1.362E7,7.042E5,3.3338,205.09702,205.09819,0.035,3.0583,3.4129,ESTIMATED,205.09738,1.335E5,1.149E7,0.3963,0.6049,1.149E7,8.063E5,3.331,205.09707,205.09751,0.0386,3.0671,3.4246,ESTIMATED,205.09736,9.558E4,1.372E7,0.4768,0.6442,1.372E7,7.152E5,3.3419,205.09698,205.09796,0.0396,3.1956,3.4149,ESTIMATED,205.09743,1.606E5,1.454E7,0.6495,0.6815,1.454E7,6.506E5,3.3365,205.097,205.09795,0.0706,3.1609,3.43,ESTIMATED,205.09732,7.641E4,1.272E7,0.489,0.6587,1.272E7,6.035E5,3.3352,205.09711,205.09813,0.0342,3.1975,3.4201,ESTIMATED,205.09746,9.909E4,1.175E7,0.4664,0.6874,1.175E7,7.915E5,3.3393,205.09697,205.09812,0.0335,2.8416,3.4242,ESTIMATED,205.09739,1.054E5,1.224E7,0.3327,0.6161,1.224E7
93,1.911E6,3.338,200.11048,200.11106,1,10,6,0.907,1.2,0.00024,0.0113,0,2.8411,3.4488,200.11077,8.322E4,3.365E7,3.365E7,1.501E6,3.3414,200.11037,200.11147,0.0349,3.0369,3.4378,ESTIMATED,200.1107,1.09E5,2.624E7,0.4762,0.7178,2.624E7,1.584E6,3.3324,200.11046,200.11128,0.0365,2.8959,3.429,ESTIMATED,200.11089,2.532E5,2.542E7,0.4385,0.6831,2.542E7,1.609E6,3.339,200.11048,200.11106,0.033,2.8411,3.4327,ESTIMATED,200.11082,1.041E5,2.719E7,0.3655,0.6656,2.719E7,1.624E6,3.3437,200.11022,200.11102,0.0334,3.072,3.4488,ESTIMATED,200.11069,8.322E4,3.07E7,0.5913,0.6306,3.07E7,1.62E6,3.3338,200.11063,200.11109,0.0341,2.8417,3.4304,ESTIMATED,200.11088,2.333E5,2.643E7,0.4377,0.6421,2.643E7,1.911E6,3.3339,200.1103,200.11133,0.0361,2.8417,3.4393,ESTIMATED,200.11087,9.522E4,3.002E7,0.4866,0.6989,3.002E7,1.601E6,3.3419,200.11051,200.11143,0.0391,3.1956,3.4384,ESTIMATED,200.11067,1.179E5,3.365E7,0.5082,0.6905,3.365E7,1.56E6,3.3365,200.11035,200.11143,0.0319,3,3.4418,ESTIMATED,200.11065,1.089E5,2.93E7,0.5686,0.7119,2.93E7,1.48E6,3.3381,200.1106,200.11117,0.0333,3.0188,3.4259,ESTIMATED,200.11085,1.122E5,2.671E7,0.4476,0.6839,2.671E7,1.542E6,3.3393,200.11043,200.11153,0.0327,2.9821,3.4476,ESTIMATED,200.11072,8.746E4,2.755E7,0.4633,0.7637,2.755E7
94,4.493E6,3.3488,407.218,407.22026,1,10,0,0.78,4.85,0.00197,0.0118,0,3.2136,3.4986,407.22109,6.279E4,1.376E8,1.376E8,3.857E6,3.356,407.21769,407.22254,0.0282,3.2155,3.4877,ESTIMATED,407.22191,6.279E4,1.118E8,0.8747,0.9276,1.118E8,9.134E5,3.3441,407.21807,407.22029,0.0246,3.312,3.3763,ESTIMATED,407.22025,1.96E6,3.268E7,1.2059,1.0256,3.268E7,8.901E5,3.3478,407.218,407.22026,0.0258,3.3098,3.38,ESTIMATED,407.22018,1.253E6,3.066E7,1.0433,0.9689,3.066E7,4.299E6,3.3495,407.21767,407.22317,0.0264,3.2239,3.4986,ESTIMATED,407.22154,6.701E4,1.301E8,0.9846,0.9943,1.301E8,8.804E5,3.3455,407.21806,407.22032,0.0273,3.3134,3.3777,ESTIMATED,407.22025,1.703E6,3.032E7,1.2736,1.0096,3.032E7,9.996E5,3.3514,407.21804,407.22029,0.025,3.3075,3.3807,ESTIMATED,407.22017,1.099E6,3.366E7,0.9648,0.9144,3.366E7,4.493E6,3.3477,407.21972,407.2237,0.0278,3.2307,3.4971,ESTIMATED,407.22202,8.99E4,1.376E8,1.2169,1.0173,1.376E8,4.05E6,3.3511,407.21759,407.22285,0.0288,3.2136,3.4946,ESTIMATED,407.22185,6.886E4,1.208E8,0.9484,0.935,1.208E8,8.966E5,3.3469,407.21796,407.22234,0.028,3.3001,3.3791,ESTIMATED,407.22061,6.697E5,2.973E7,1.2298,0.9349,2.973E7,3.943E6,3.3481,407.21776,407.22472,0.026,3.2311,3.4741,ESTIMATED,407.22214,6.762E4,1.202E8,1.0685,0.9799,1.202E8
95,8.381E4,3.3509,454.22323,454.22616,1,10,0,0.853,4.32,0.00196,0.012,0,3.309,3.4096,454.2242,7.254E4,2.837E6,2.837E6,6.189E4,3.3589,454.22261,454.22614,0.0277,3.318,3.3969,ESTIMATED,454.22358,7.805E4,1.805E6,1.1806,1.1047,1.805E6,7.696E4,3.347,454.22301,454.22655,0.0246,3.309,3.3939,ESTIMATED,454.22381,1.113E5,2.384E6,1.168,1.1162,2.384E6,7.058E4,3.3478,454.22323,454.22616,0.0258,3.3156,3.3917,ESTIMATED,454.22455,1.239E5,2.331E6,1.7126,1.1831,2.331E6,7.66E4,3.3525,454.22249,454.22615,0.0255,3.3145,3.3933,ESTIMATED,454.2234,1.074E5,2.394E6,0.7832,1.0108,2.394E6,7.53E4,3.3514,454.22305,454.22659,0.0271,3.3134,3.3982,ESTIMATED,454.22385,9.351E4,2.349E6,1.1455,1.0878,2.349E6,8.381E4,3.3573,454.22288,454.22659,0.0254,3.3134,3.4071,ESTIMATED,454.2239,1.132E5,2.837E6,0.9821,0.8899,2.837E6,6.854E4,3.3477,454.2232,454.22605,0.0301,3.3127,3.3916,ESTIMATED,454.22501,9.801E4,2.072E6,1.4271,1.1253,2.072E6,7.322E4,3.3511,454.22308,454.22605,0.037,3.3102,3.4096,ESTIMATED,454.22434,7.254E4,1.98E6,1.0024,1.1013,1.98E6,7.275E4,3.3469,454.22341,454.22643,0.0255,3.3118,3.3908,ESTIMATED,454.22536,1.185E5,2.302E6,1.5455,1.1817,2.302E6,6.875E4,3.3481,454.22324,454.22627,0.0284,3.313,3.3891,ESTIMATED,454.22421,2.34E5,2.033E6,1.2047,1.0844,2.033E6
96,6.74E6,3.3517,406.23311,406.23628,1,10,9,0.91,1.17,0.00047,0.0124,0,3.0848,3.5827,406.23402,5.583E4,1.332E8,1.332E8,5.737E6,3.356,406.23292,406.23592,0.0344,3.1423,3.5347,ESTIMATED,406.2339,5.803E4,1.113E8,1.3039,1.112,1.113E8,6.405E6,3.3441,406.23355,406.23634,0.0325,3.2065,3.5639,ESTIMATED,406.23423,9.351E4,1.331E8,1.3004,1.1791,1.331E8,5.906E6,3.3507,406.23311,406.23628,0.0339,3.1984,3.5647,ESTIMATED,406.23414,9.466E4,1.178E8,1.2771,1.1044,1.178E8,6.155E6,3.3554,406.23306,406.23595,0.0363,3.2765,3.5601,ESTIMATED,406.2339,8.331E4,1.23E8,1.6254,1.3214,1.23E8,6.059E6,3.3484,406.23289,406.23563,0.0333,3.1199,3.5536,ESTIMATED,406.23424,8.909E4,1.254E8,1.4116,1.085,1.254E8,6.74E6,3.3514,406.23336,406.23534,0.0352,3.1697,3.542,ESTIMATED,406.23421,1.081E5,1.332E8,1.3391,1.0544,1.332E8,6.285E6,3.3565,406.23292,406.23591,0.0519,3.1956,3.5323,ESTIMATED,406.23376,1.243E5,1.218E8,1.2293,1.0667,1.218E8,5.822E6,3.3511,406.23319,406.23594,0.0357,3.0848,3.5356,ESTIMATED,406.23381,6.877E4,1.141E8,1.467,1.1213,1.141E8,5.743E6,3.3528,406.2334,406.23472,0.036,3.2034,3.5285,ESTIMATED,406.23413,6.441E4,1.142E8,1.2733,1.1038,1.142E8,5.717E6,3.351,406.2332,406.23605,0.0345,3.1373,3.5827,ESTIMATED,406.23392,5.583E4,1.096E8,1.4406,1.1629,1.096E8
97,2.919E5,3.3091,442.2233,442.22613,0.2,2,10,0.89,1.31,0.00058,0.0003,0,3.2473,3.4817,442.22508,5.448E4,1.051E7,1.051E7,2.161E5,3.2946,442.22282,442.22825,0.0235,3.2594,3.4144,ESTIMATED,442.22502,6.505E4,7.672E6,2.0645,2.6243,7.672E6,2.69E5,3.2973,442.22308,442.22619,0.022,3.2563,3.4817,ESTIMATED,442.22492,7.34E4,8.543E6,2.3807,2.4253,8.543E6,2.464E5,3.2981,442.2233,442.22613,0.021,3.2512,3.4092,ESTIMATED,442.22549,5.448E4,8.817E6,1.4584,1.7426,8.817E6,1.924E5,3.2912,442.22314,442.22573,0.0223,3.2473,3.3437,ESTIMATED,442.2247,6.28E4,7.295E6,2.1627,1.2461,7.295E6,4.335E4,3.3631,442.22286,442.22617,0.0476,3.3397,3.4333,ESTIMATED,442.22437,1.044E5,7.708E5,3.0017,2.0009,7.708E5,2.919E5,3.3017,442.22299,442.22659,0.0194,3.2606,3.4481,ESTIMATED,442.22501,9E4,1.051E7,1.1825,1.7709,1.051E7,2.397E5,3.2951,442.22314,442.2262,0.0231,3.26,3.3974,ESTIMATED,442.22535,9.746E4,8.133E6,1.6678,1.5108,8.133E6,3.195E4,3.3628,442.22313,442.22566,0.0453,3.3336,3.4066,ESTIMATED,442.22495,1.418E5,6.374E5,1.5011,1.2505,6.374E5,2.391E5,3.2942,442.22343,442.22663,0.0234,3.2562,3.4523,ESTIMATED,442.22559,7.58E4,7.915E6,1.7592,1.0567,7.915E6,1.985E5,3.2925,442.2233,442.2259,0.0234,3.2515,3.3364,ESTIMATED,442.22539,7.079E4,7.509E6,2.1252,1.2893,7.509E6
