,mz,rt,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML
81,201.1385,5.12,81575.60156218648,83722.37683269965,85977.59887662588,70770.79714150478
82,469.2698,5.36,1115526.6379184502,1421508.0174131726,720072.9945332232,836480.8250218281
83,312.1959,13.1,2587516.8283959483,1629477.5103096152,2160924.1282684486,1587594.0597166358
84,239.0743,15.17,475588.1661414383,480490.22841760266,690516.8494043017,462262.32196452364
85,307.2267,17.53,853870.7688871842,845281.5932513064,974749.4990241128,810744.343144878
86,325.1546,4.29,444711.6191697276,399825.97354754806,402873.44867571176,731331.9312030047
87,329.2172,3.37,1854476.6827611942,1758971.4397726879,1932809.724876433,945205.3114963776
88,471.264,12.3,2728018.885391102,1808985.7673581594,1209181.3989353974,2479806.058261986
89,612.307,25.49,13708140.989775367,12329291.326673768,15465097.673411902,13477613.828982048
90,337.2176,13.04,2192836.381482752,1348936.2256693325,1819017.5672339546,1491674.2711496504
91,368.1737,3.71,3165640.2481349222,3176699.19633809,1358852.4506037035,2197706.27785917
92,422.176,6.05,186333.71610567722,244095.67291783963,130440.3770616464,131631.3227423759
93,441.2419,8.4,2076145.4913122514,2697196.411885394,30666.785564825936,186683.68882381846
94,258.1127,16.84,100468.63627354146,104772.65337754179,113249.84370871565,182119.60817248633
95,316.1766,3.28,496763.1112774536,432327.83436754433,336785.2522428815,505404.51098307787
96,222.1854,4.09,4198368.408192221,4058308.06884086,4339516.15201274,3643683.002746068
97,836.3853,30.08,373177.3881792249,332764.2497870825,74806.35424535097,82871.60069484907
98,308.1756,3.71,514773.92718365986,473039.63300987636,475098.8593884674,634537.639555824
99,542.3112,32.2,991720.3012287755,739702.165696604,656060.3626193996,1425112.9873244765
100,556.3274,32.61,6515561.785803113,5599105.545811613,2581783.095704889,6375458.3044790905
101,438.1702,6.2,1061561.5926517777,734664.1092989121,442001.174105667,717468.2696838847
102,256.0969,15.53,840550.1676545865,667445.4282254044,724525.4395858175,563731.4940746201
103,278.1214,24.24,744396.1417525655,1223243.29508849,24589.503653210482,57144.51918844897
104,335.1502,4.46,2571528.14175437,2718737.007864707,2158578.3111226982,1538726.1292917798
105,694.2863,25.95,2671759.244922098,1928959.205711499,5424.503601686592,54057.814372770714
106,328.1908,6.34,7900962.6163109215,4948054.872639396,7102113.992921919,6597766.476757415
107,247.1803,4.88,687511.7143564199,755376.1519183106,365679.5910386138,391783.8024182373
108,168.1742,3.63,119814.51149834195,105717.95232281837,111756.19442868153,119362.31053561745
109,348.1453,3.23,134756.44613229303,112686.77088388748,105913.31502045781,199620.3119426804
110,292.1114,3.22,118771.45160886651,55179.34664936061,54649.04179297024,76443.526091259
111,502.2384,23.18,2680121.0931927795,2786862.8473909297,470771.9772624113,917800.9143280718
112,632.2532,31.15,6540868.715383508,6141110.650811856,3730340.7220618566,5761682.277682575
113,548.2423,22.09,1075771.10765726,829284.6111086124,1115306.731494609,1209790.908021434
114,557.2059,4.72,1346224.7533072035,1025505.6510194277,704644.3907083763,1046911.1764332323
115,484.1858,8.47,1181179.057869854,1327596.2787815533,53538.62333083481,171099.71754601714
116,451.2005,7.81,998253.4277733009,1162369.0123576892,343057.44274161564,705450.8506173188
117,470.3052,27.72,15554021.73667889,18842277.097450644,511073.89184120414,1962105.4162605526
118,449.1626,25.82,1347647.5778554918,1177744.7018786634,993423.9355397206,1433528.5713631166
119,349.1835,4.82,1741802.9117259495,2026084.6830607224,2514787.158639933,1656842.8126390716
120,420.1363,13.86,2279664.3112723236,2822655.0719018737,2324706.20419854,1327928.665891319
121,367.1666,11.04,484946.4933207366,514620.60000046133,414302.81964898156,417544.5453638844
122,355.1022,3.34,10591.458021252374,10306.021851299298,18692.899719311208,8217.00356710895
123,311.2005,21.85,951981.4498709119,738736.7720991008,1114499.0728237748,749605.5347739402
124,295.1806,5.19,575357.0515510386,1005914.496835101,428016.5592037553,628170.9949971538
125,517.3534,30.95,18362.775196116858,14174.846799575533,11242.811887052463,7339.840474736327
126,289.1215,25.35,722140.0498123222,752836.5096036267,734435.5294040106,718815.1497016016
127,269.105,3.56,803259.4470996559,678522.5345831793,826087.0208507582,835434.5104008007
128,342.1695,3.32,373633.42698297824,398441.6859072826,557324.5263028143,322095.1437965201
129,231.1493,24.21,3334276.3611125704,3378273.587040819,3546506.5204637377,4439174.195475508
130,325.1712,8.43,10512201.450857952,11762764.941575322,6009372.6301039215,8844815.760350212
131,528.186,10.47,462738.7408193734,451244.3829304155,175654.4426627819,193683.92846866912
132,475.1137,4.26,607460.0081708145,489917.6075675459,317490.19142551837,322184.1038469639
133,172.119,0.58,133872.13884554093,135470.79039127156,126432.39260497845,132217.49591776758
134,432.1946,3.62,31797.472495793918,48599.795950398286,37326.07334464663,16396.742379281903
135,387.2532,28.98,2224611.5700162044,1359310.0777407556,1406887.30370215,1615222.3404333494
136,255.1128,10.47,525686.2921923824,668356.3630695989,453695.48137963057,383671.1264676395
137,282.1603,5.24,2554746.8141385014,2667545.6866006018,1416487.3356767234,1460047.8961543613
138,329.1532,3.27,3468601.85417948,3578194.0006929412,6316505.419416509,2953336.1489939075
139,242.0803,0.6,260771.47676623258,288011.58026669605,260701.86828132253,295616.5964910309
140,375.1836,12.34,5038635.0882693445,7113006.874213603,2772434.9681608523,2508201.4964396013
141,315.0722,11.99,204498.6142093905,123720.8421797489,197769.04954757149,168594.13581941585
142,433.2145,6.07,399209.4355475292,545070.4320921174,343250.4739819573,327657.2448952606
143,206.1399,3.71,1445475.3394672903,1223081.542279039,1373308.5480054151,1521292.4945879325
144,288.1593,0.59,149213.77640325393,151840.1680642704,135387.5956594154,151302.52111981384
145,415.2118,22.78,3134057.6462858063,3243602.751523195,4790698.679503975,4963757.010520934
146,403.0424,27.42,1149918.8250428175,1617337.1397091006,771285.2033035618,1308968.3305761141
147,455.1755,27.82,1498109.7437026037,1425500.6869687433,1481777.1560718152,675654.2780061449
148,406.2084,3.76,454113.0956337033,437350.8964785227,614031.8134792309,304068.0689570448
149,352.212,14.42,3481338.3213112964,3325981.169942935,517489.7138945805,709544.74776543
150,510.1568,13.19,948012.2614274654,1486240.5661478618,338904.22904436785,345748.3227004099
151,441.2036,21.57,871373.7241273549,1043577.3529624967,9438.935713800422,27937.284161394156
152,319.0745,8.24,216105.0706362919,172101.35654811718,171847.4128107525,157061.07402853537
153,845.4821,11.47,278482.7208358071,127553.2213188521,276565.3620442758,304702.07527683285
154,535.1577,28.13,3114658.6197311035,2880644.4084866806,1935938.300593397,2256080.9903885713
155,540.2607,12.55,7089633.069899212,4955039.679020215,6806266.939708604,6961824.108778969
156,615.1235,24.23,7819.646189150827,7817.551438676146,4741.543883254695,6050.138475864353
157,448.2452,4.7,726290.3471302328,846139.1252721411,941196.7604202591,382506.16870626964
158,445.1463,9.27,439955.9401508716,527628.27198475,353554.16967812524,470336.88602079614
159,289.2276,5.56,2131974.617319635,1449059.3734871964,764209.4832846296,962388.1276854344
160,371.1062,24.73,916965.3784122829,829336.4379607486,1110757.6336996441,948416.0444809711
161,483.0844,29.61,4096388.641604922,2650651.74602332,2852672.975273961,4700160.061090997
162,1270.4467,26.22,94416.746674131,137079.32843489203,83983.27725198587,74021.4258403795
163,720.4335,24.74,5225887.235514872,4671951.247889419,2438506.8716175286,3212891.217820267
164,564.3079,31.29,94480.16507070688,86694.74673586,49066.39014044042,78903.21425905584
165,412.1917,26.95,359698.5778136536,367316.6585642104,300801.4722585061,155495.26416417744
166,847.4493,22.47,26817.891991091063,403833.97936861176,29.08573090357544,228.0103468668759
167,294.1646,4.51,433556.4517351862,390008.02059071435,230896.14435981997,417571.0707338031
168,329.1328,31.56,6411035.670076039,6639647.462550079,4991816.077558401,4767615.349019351
169,296.1858,4.41,5843633.091466291,5714283.981471627,3751372.341254919,5076364.296214718
170,221.1109,3.86,917289.6466346243,1219813.739828704,869024.821720923,1347167.8660943764
171,304.2008,3.2,128494.21921787094,111088.50714015296,104399.61879153393,91817.76988802984
172,496.2416,4.53,824158.70733868,1083892.507623821,354571.8982777853,719484.7346326886
173,379.1639,27.68,396009.0952680449,361219.817217923,644956.3896702562,439214.5750560766
174,390.1576,4.43,218990.6008241423,219607.04130153637,102590.20278628421,178572.6266298835
175,391.1471,3.27,183560.30522502348,210402.22211154152,71897.74512587975,129199.46521389799
176,285.0669,24.8,222317.32067621773,403242.07857219805,352104.5786418525,340372.0597004737
177,371.1259,8.02,524791.8678788799,569110.7003149444,519851.99688195996,431251.1201282579
178,308.2586,24.7,1018852.9978462011,814436.6195654704,1167.5630403202713,4353.53189212974
179,376.1451,12.96,4249077.317601494,7280785.289763608,3941755.231245384,5092192.430610937
180,451.1646,28.83,1774195.2731418107,1546950.726089232,2890793.478994885,2705664.55679513
181,227.1115,3.82,94029.94069768989,128686.98388631729,101043.51103889616,105281.11541009159
182,616.0846,27.2,191017.30468829157,228461.14890529466,248242.66006165056,219309.41520605847
183,442.1883,15.58,1694381.1219196622,1635653.4743806222,256423.24715754925,414943.1934177503
184,398.1978,10.95,5207917.557314785,5869047.436270478,4016099.8450513496,3386267.124534779
185,267.1856,7.84,1104110.990918907,881604.9013521721,1379536.2603840027,1417739.1826669239
186,460.1975,11.39,532799.7824407186,720959.8531109933,541827.2317272392,604235.0374701672
187,493.2632,18.09,46073674.289973125,79108590.39476894,3762092.19564839,20910471.166268617
188,417.1279,25.46,494062.8166039591,500199.03526872396,486791.2341283965,815820.9810151655
189,399.166,4.11,1102288.0010790848,969648.8524258677,1060802.4969039545,1561454.7634184898
190,200.1096,0.59,42245.79092217515,43951.99123773965,40983.909567287374,40537.99773414281
191,186.0911,6.22,6665.860432495717,11252.125774401124,3450.482083585172,10461.284690386205
192,316.0342,28.14,242268.94306125888,412669.2875050833,455778.89530018956,310332.5302398174
193,810.4553,32.27,42056.745637457956,40378.39125547538,40801.70597220347,40905.3864749381
194,394.1395,12.83,1213452.8056227437,1074195.1128556305,505918.2738060899,560037.0468064358
195,486.2001,28.43,4065422.733776198,4398368.515554072,483074.6612346148,1163241.6142915492
196,461.1596,27.85,319371.8117292227,292519.2985254486,376959.40590379795,447410.41395008174
197,308.1427,3.91,808735.8598585888,890088.158886178,834801.4748288799,465290.47000223375
198,416.1626,9.45,716595.3447852476,458813.1145135393,54327.19988827749,276602.9418504117
199,359.2441,3.18,117336.28371094141,114085.03696927059,94771.16263668195,128210.41954060792
200,351.1951,32.4,37198.524428909084,37465.64039742848,58971.386483943315,53818.990777722895
201,302.1751,3.54,286973.8946699895,289844.0431599943,135191.50635957654,144435.76855552182
202,339.2171,3.79,233353.00917990506,259248.85549022627,195447.57108926185,337362.8750088579
203,331.0429,27.45,312692.5898307857,304394.36205460544,391051.35020942194,575563.2651481044
204,192.1383,13.95,7914213.772529604,8273381.576454325,8364976.784706574,7480058.145326044
205,340.3688,29.09,1013398.4823301312,927725.3595835413,833560.5413484164,851458.234860555
206,555.2517,3.68,1670746.6438531894,1785291.0816713101,1405766.0724193684,1253259.8066090601
207,305.1085,29.93,7474232.278990656,6529212.327177626,13331037.549684687,14414254.053302575
208,109.0756,0.55,29072.771686687494,30451.068008850598,26402.11741100058,32026.419171663045
209,204.1382,18.34,7064456.950626557,7120070.608619406,8807668.50639168,6567201.519421304
210,291.1956,32.26,343381.4172752325,607548.1149643271,335501.9124714454,389040.6889170904
211,362.2113,32.22,848019.2460536747,784300.7785917909,579376.7759742009,1087469.3581909903
212,220.9531,8.85,286203.17180619325,270911.97017743945,248084.54853030143,268915.217346937
213,279.1593,31.34,336474.75935423584,319935.7159494948,500623.3967049897,357928.3659665495
214,275.212,4.36,3878976.2338612196,3752857.852237126,3632904.755856698,3029383.8438096354
215,428.2543,6.77,2246019.6580849774,2323686.7811266077,2560597.5063970103,3435944.657550296
216,214.0993,3.57,702656.6498007545,569514.4189829713,737523.7809429916,621891.2058486985
217,427.1165,4.29,1254718.242878701,1230789.3907842122,749974.031890161,1130355.7393599884
218,347.2215,13.23,748127.8418984851,490698.5558875568,822460.0614504898,520102.3403126507
219,488.1626,6.95,744759.7656941921,690365.0171501162,570989.1989617827,470017.3620144585
220,489.2277,10.47,3708800.530485266,2913127.10011107,2253274.3981236685,4344070.4804722965
221,478.3215,30.17,80.41689332860565,424.544146353796,0.0,0.0
222,464.3071,0.72,4239.884815873623,5825.465793732885,1150.095034360474,3574.234874244281
223,450.2886,33.7,15894.980135203448,28628.65392288325,25855.86661283606,28805.688215652914
224,233.0922,9.44,621502.3125643557,791330.3141024788,708750.2858333413,731205.7234696761
225,558.2299,22.03,2864202.3185740737,2138981.1145918067,1495124.958996929,2527655.2115569953
226,417.1177,3.4,321377.6810087566,405212.18777188513,375925.06469317153,235394.3092851299
227,529.2286,30.87,3117458.3852923173,2814809.610651082,5163855.422124004,4103313.2011210746
228,359.1963,3.79,1438339.4225626609,851906.1752151335,1738043.555279843,2334957.772645181
229,313.177,3.39,609855.1262829849,602382.9185727427,472062.5030372916,509294.4351237458
230,330.1501,10.95,124853.17655141457,543329.9750512755,1305.5312682641638,7837.478464625757
231,433.2223,22.78,3295057.484160595,3184021.197892582,2202002.134367321,2311719.1396296644
232,234.1125,11.53,344137.64537001366,338590.8899216604,330534.4201102651,329440.07396556105
233,413.1196,7.42,634197.2071981599,895506.5672369333,146148.04323136024,215129.83905763377
234,163.0858,5.69,181927.5026063807,186232.54345035081,180075.22441135978,154093.058004274
235,316.2018,3.44,620283.3172501919,647469.2339011027,663210.6507106526,1111996.506342771
236,220.0968,6.85,784561.1217683394,785368.291630574,781740.1303433151,760194.216352998
237,223.0867,10.99,3861095.3799887537,4303564.011905861,371490.71221734595,909654.9397023232
238,119.0602,5.16,128996.89237379155,94298.05204851892,133982.7618288206,55528.043880243495
239,185.9774,10.96,6422.89658309677,8382.431170102625,11241.303095768471,6351.322521006963
240,226.1087,3.82,719830.3978073862,700839.1276064282,691526.0408912478,710318.603078122
241,296.2011,6.7,3751227.800345649,3232422.5528296186,2588158.8952633487,3282186.1498956075
242,306.2068,3.2,5840.473457868783,4524.784882912236,4157.750773249369,4944.376542302037
243,425.2436,5.73,2456825.432714661,2243082.6428410877,1610875.5231078132,2472794.1887380714
244,457.2334,8.65,10007935.890847705,7737329.59828924,2202228.596419646,4006131.2055535554
245,223.0755,21.21,3108307.497938294,2510539.575019383,2361486.8401955506,2560718.8243628037
246,433.874,3.5,262317.0148942642,201349.5826759102,238164.71125833807,424193.601630438
247,156.1013,0.59,16700.974530011372,5113.325271323771,12307.484305174694,14472.171588693887
248,1135.377,0.97,197.18812559492275,280.98195987081147,121.28289499246867,249.81352035851108
249,329.1942,6.34,183689.954938601,279689.2517141884,70612.42153238978,66687.35060102865
250,175.0363,31.21,48587.51393092715,69948.62886778926,71814.85377352267,48406.16650301196
251,225.091,19.11,402668.8635150221,505441.7351948527,397572.69581204426,592394.8062549708
252,189.0543,7.96,71506.15665907813,75404.57530268947,83093.28352620655,69233.96619048718
253,386.244,7.78,8513090.493175903,8326008.335048092,6688838.488301319,4663870.889797076
254,318.243,17.74,1102975.1869244277,1782016.6250132855,4824.421391573354,22655.333227502273
255,325.114,3.17,35323.6498781936,27492.469330863714,31372.145751991935,64492.43664338945
256,325.1152,21.77,32986.77702607543,34695.08964645717,25373.25000146042,22815.843921231746
257,447.0919,6.47,862287.9105465825,696792.1020642226,785768.0999586523,709578.3800687046
258,265.1909,0.59,74170.95635936159,73439.30462686787,68243.75721500603,84296.64888650982
259,249.1959,0.59,54161.18290724316,47137.40389142063,33136.93322749976,53204.798609844205
260,385.1296,4.51,361898.92074315884,441213.5641470717,150934.55090125636,265856.14103179646
261,343.1434,4.38,3027784.044981942,3658225.088261599,3995157.9939670316,2285539.3719326546
262,395.213,10.81,7352443.0720228795,6832186.64732636,5211324.849620911,8094013.76780104
263,381.2538,12.02,2875016.1411050884,2594092.4859302086,2949196.9159402563,4431948.232832585
264,453.261,4.83,2825359.160589782,1181989.057777638,1331340.172604219,3136152.108950413
265,330.1272,5.39,5363720.176230602,3877295.563345994,3672607.138730876,4733905.851321572
266,347.1249,3.96,250984.49815668468,271417.7632946002,101091.56318968776,95788.45368990224
267,618.2396,7.89,547970.7960867652,295923.9069331344,437932.482983704,535310.6207995166
268,501.161,22.01,17497703.720753193,23332100.285204083,343459.2294285574,1893183.8223754351
269,526.2176,23.1,8252027.641519969,9953415.240845041,13529311.151027964,12230074.891824361
270,334.1664,29.61,1559913.1573375612,1567188.0476389187,1842911.9427232274,2884099.487471905
271,330.0582,25.7,142521.0292652773,147832.29434813722,125299.72758108896,149307.5474700101
272,397.1691,6.29,224649.79906034513,266557.58959330164,126259.08636238214,69822.35475217178
273,455.0437,26.85,1364771.5724110217,1464345.48873133,1546801.440405728,1146865.5530530517
274,315.1502,7.5,135590.33294360456,170176.65401112026,5427.510328432086,37747.73033313868
275,469.2459,7.16,1592574.5768023008,2160686.476581037,2352755.6622436484,1689329.6449596495
276,352.1818,5.17,797136.2124530568,776180.2203112363,763951.1240040724,1119119.1587576359
277,322.141,5.35,74.24718170882653,1010.5898481880572,58.85965730360654,63.583033886191345
278,501.2786,5.58,859917.9586191883,1174042.8291264873,1598780.069851431,1168639.291391135
279,402.1926,26.33,4969162.704833843,5640509.868220368,5356169.941830301,6365698.817072654
280,287.1293,3.39,1277031.8145437995,1055260.8035417525,1067351.8970214003,1105475.4348598693
281,341.1524,3.42,327308.0844259203,350423.0418829341,193194.28748060763,351712.0346385669
282,481.2092,3.75,177922.66422466128,308725.8743471748,375394.92041044147,184818.39498277003
283,435.159,6.51,1161688.1191092758,1280022.3273797755,1360686.9920343116,692376.9656492266
284,444.1191,26.9,4330277.718652888,5006674.070662053,4160766.7743497216,3365556.305704283
285,541.1421,21.88,1855109.8785060816,2042090.3486229621,54066.465772241834,339251.0629756064
286,479.1491,6.93,565760.422166333,645291.0021524071,403129.1888702494,901921.150388641
287,428.2709,18.57,9382143.472987475,8338881.191269599,238270.3755838427,2374882.055525582
288,546.2824,6.28,2973898.712050686,2470538.103297953,1893556.0239403865,1836401.4347604546
289,573.3429,3.92,110074.13713265087,100350.21284189692,173791.94049478532,136216.63696293588
290,435.2501,5.46,2107033.8990693265,1763742.5992986704,1851904.7746982432,1367646.0874717694
291,434.1688,12.73,2829144.2121922313,2286851.608546241,1530538.800613375,3028737.1945961155
292,485.1883,5.56,1002606.4085373102,1183939.1490322608,752895.4186744394,919214.297771461
293,478.1557,26.23,1607990.1791622872,2137970.3230004963,1436796.2836194267,1391916.168170077
294,409.3322,3.53,842656.8672564673,725361.5298366707,674618.2059628958,455005.13532026473
295,228.0342,6.04,540125.1032631433,465934.44411533524,309394.2395294148,347139.4147404285
296,639.3768,13.6,3695532.5855231606,3239709.063251854,3202147.9233262883,4225545.172461795
297,628.1011,31.91,339533.8911076722,364258.8710985617,455047.8250105848,294442.7169300449
298,342.1006,13.09,3335990.0151842153,3168310.3471936625,948536.3581486493,2814176.6524084434
299,507.2333,4.11,330908.1883536481,484565.1987826927,267140.5797889982,435493.0059440782
300,518.1647,27.73,3188033.832553076,2884258.026897513,2780440.9903108487,2535111.3528057057
301,414.2865,3.83,2421921.8156781066,1560623.6887612238,4010482.4640581524,1979209.875239987
302,481.2919,4.64,628475.7720449992,657723.6606350336,258482.0667987489,340044.6866954027
303,501.2331,14.91,6657056.931022781,7016326.209917609,873604.4152754003,2454751.3406475736
304,334.0642,5.28,255271.30294876866,250953.30476042978,191632.77427476374,219466.9216286063
305,310.1414,14.76,786943.7975651709,769973.3093152484,8805.321111000892,39276.38174102815
306,448.198,14.54,3774533.027639836,3239753.7383846026,1509323.6599071817,2361385.0423158426
307,354.1268,5.62,148186.41078446072,190300.1979526291,78953.96194324034,118786.16390327436
308,592.0988,8.33,2555319.9624805814,1881508.080854381,2824728.0765059874,3171704.4218529295
309,401.0467,9.03,2000173.8198314814,2237327.8304667245,1141770.3016343634,1346366.4268205066
310,501.2051,10.03,6800132.587525828,5650009.5030058855,5420382.5912103765,6806195.3257170925
311,499.2504,25.26,5951724.444467127,5970888.210574409,6277266.289418379,3493640.278437458
