,mz,rt,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML
60,427.2136,4.62,770847.75976362,715868.5562476881,858379.8295525712,689599.5623327256
61,349.2121,3.64,492855.012756757,619693.5295773459,417930.13539162907,613747.8688504298
62,400.1475,4.07,250833.9273715212,253476.5848158564,324911.99229734566,233272.77140127466
63,296.1469,11.69,7933112.547914918,3964507.1835112516,4793200.956189711,1763589.4669628867
64,318.2793,21.44,10851527.200350953,2472360.0650789905,12671326.337898461,145367.52775808465
65,442.2221,17.92,7571531.669232523,7175750.750703812,10765254.777739419,7559482.9456325825
66,914.5269,31.72,261780.9469074458,180828.01573593286,361333.7299842936,337750.1857358605
67,294.069,27.23,387211.69441872946,384224.667007394,361404.1403901428,402227.78189268307
68,266.1653,6.48,11894186.695870657,10520914.541009614,9013309.239410853,10740946.45887138
69,345.1807,3.94,373755.7007433758,493994.2983204137,239362.09875999327,995566.6182204253
70,383.2803,5.33,13404.523498786602,7190.196183787522,12689.63767894375,12203.097932290859
71,383.2789,31.12,6210.050297643039,11741.977294556207,12489.891864226813,9419.039748475177
72,333.1403,0.64,133042.30716121194,148308.855775402,169173.52418208955,281458.7340521099
73,416.2774,18.99,3110550.264445331,2241162.9045069045,2607357.130121394,1364419.1111971512
74,346.1019,5.3,77907.91139684379,39701.63880834996,49887.10709815027,21189.230115974064
75,411.1975,12.3,192524.67383610937,232851.69571857038,207236.6827058008,244147.98715780553
76,325.2163,25.66,867368.4164487043,1229563.5029424767,861475.2923229856,1655553.30015215
77,1019.4478,4.46,31438.156524529157,36041.718252393264,27286.039084285203,44196.067630729
78,435.0565,29.5,2108284.970652637,4188935.818366162,3035187.37010787,4051409.285666049
79,364.0948,26.56,6128549.828850226,6533932.524763121,5626300.790844113,4012242.0799486153
80,214.071,0.67,3478.05813322998,2255.894150752438,3459.591599123327,3008.652608337236
81,201.1385,5.12,44998.29574602645,67227.09561684294,25407.572120826742,72848.97855506607
82,469.2698,5.36,1963630.509961017,586023.7518559602,2455190.773632302,275279.46710616356
83,312.1959,13.1,2631589.8657557094,1469128.6366711804,2802712.98536677,1479686.092082513
84,239.0743,15.17,782775.6421538055,717251.5687612961,763385.4803780151,629862.3456458529
85,307.2267,17.53,766918.8321962089,765574.6529377567,781123.8382553465,785449.6268395965
86,325.1546,4.29,806994.7903638436,1108154.8315535819,1139962.6789925518,633678.1401712903
87,329.2172,3.37,1310190.8168467996,1574383.2972561554,1101746.8603554224,1562035.0841919775
88,471.264,12.3,239864.39211670187,51789.80520543218,372667.2798073094,5070.598613266031
89,612.307,25.49,16148565.01638928,15485226.605068488,8362176.273701003,8808070.783033418
90,337.2176,13.04,1344776.3696888257,1212859.2125947159,1569237.398339369,1814126.6374526815
91,368.1737,3.71,3937298.5920296214,3920897.9222322656,2140195.320553273,2918108.8030639756
92,422.176,6.05,248740.77252480402,135955.28664917604,189899.90048755697,118448.85126948988
93,441.2419,8.4,8553170.75614262,9937539.858151829,8490552.884630518,8759863.72798791
94,258.1127,16.84,213350.41517299594,197849.55521654294,129960.37637320772,109752.10130132093
95,316.1766,3.28,378558.61565257766,326242.9591274745,315106.27434388,386258.6167687733
96,222.1854,4.09,3833506.6941144047,4181861.603525665,3318142.5425731246,3754688.396070776
97,836.3853,30.08,336878.225362026,131151.6998745308,408083.1071938423,141430.5240443251
98,308.1756,3.71,805083.5720032756,820250.5014417713,741343.3590978899,652211.3169870229
99,542.3112,32.2,1487114.019365396,815556.9439257068,1490084.8674503067,1256365.59025368
100,556.3274,32.61,3490458.8350953553,5930681.734001281,3296754.3376935106,5458856.236784956
101,438.1702,6.2,2110822.3370605973,1385749.514583798,2164803.6476141317,1483850.3757292111
102,256.0969,15.53,480181.4944073193,494174.9083416641,464013.13776013255,636123.677951803
103,278.1214,24.24,496783.97710903094,28039.220645743626,1223144.8474621107,73.93656640516502
104,335.1502,4.46,2025189.139917402,3103758.8322389657,1644156.688111594,3250918.5006824196
105,694.2863,25.95,2541879.6086174482,2101688.676529128,2237750.9327852703,764175.038105612
106,328.1908,6.34,8448565.54635312,7356495.739094477,7648533.428840568,5420201.092220759
107,247.1803,4.88,913512.7964923326,937180.173779045,552801.9085015173,896210.7762843294
108,168.1742,3.63,113810.1735669685,91408.13469533838,97624.5313980163,90726.90920631135
109,348.1453,3.23,127501.9945708208,189642.9452915125,130243.04707585915,151802.5932763336
110,292.1114,3.22,154072.0431814661,133421.78245400704,108971.9388753504,134931.2040060755
111,502.2384,23.18,2918774.053912974,1397682.7253815539,2794779.7027276936,267554.1617624742
112,632.2532,31.15,4136035.7852858184,8523701.72456513,5733704.727500271,3748282.4343833122
113,548.2423,22.09,137708.9523316967,221695.5786093371,206148.42964077313,281648.9487841601
114,557.2059,4.72,998356.7050828516,786699.64540464,977423.2958825679,40610.77003242413
115,484.1858,8.47,3647123.0556441383,3410284.259647505,4262280.41283607,4742292.329081658
116,451.2005,7.81,1319490.2189000233,1863145.3309072668,1349548.4360953502,1366908.0239508285
117,470.3052,27.72,23488307.010300938,22914435.396287706,21830942.95064652,15292969.262930416
118,449.1626,25.82,836944.2618835208,968490.1708916575,974361.8833341659,1223714.9585174427
119,349.1835,4.82,2731069.7236919054,2761537.28767775,2120845.4414072214,2428554.9725158843
120,420.1363,13.86,1764059.2459476495,1533916.3380366077,1865596.5890851242,2987177.495810776
121,367.1666,11.04,1860528.8933800382,1939281.0485973116,2051583.2286100993,2070346.2505457017
122,355.1022,3.34,15973.445013870354,20288.61327703621,10240.786060002716,14081.268023135497
123,311.2005,21.85,1071714.765861871,1520972.203561791,843238.6513812934,1012792.7097447151
124,295.1806,5.19,2626673.638620655,2889384.19413648,2294599.822918406,2314834.406136223
125,517.3534,30.95,12253.281546648115,15264.177900328737,10811.797722888234,23208.104069055524
126,289.1215,25.35,866696.1578214671,916828.9315137011,986642.9134074906,871021.103746435
127,269.105,3.56,831730.8421214975,767999.7760368463,609686.3478147846,1054809.309270458
128,342.1695,3.32,414435.05095521605,428938.53843888035,353827.6753122122,461744.474340661
129,231.1493,24.21,2593340.963374775,2667345.4266137388,2665459.336440215,2412863.282161209
130,325.1712,8.43,8095203.536385952,7622374.229197362,9671299.669197919,8985580.63579575
131,528.186,10.47,620052.5981055865,591339.9638604544,603385.1984190018,387073.50104260066
132,475.1137,4.26,257831.69550760245,255455.8306992032,65303.400591840764,355438.8829426835
133,172.119,0.58,446833.54408661736,501886.0864415672,474465.942380182,635373.6083660899
134,432.1946,3.62,28118.640872832584,34062.85408143446,22291.588500824953,36185.86303621247
135,387.2532,28.98,1466978.3880612366,2542455.6201027767,1780467.1318821171,2737539.4728388935
136,255.1128,10.47,444535.58134607575,544245.764629028,520270.3976923075,411530.17926951445
137,282.1603,5.24,3144212.318244669,3074015.893410546,3198890.332791955,3188997.385966491
138,329.1532,3.27,3157533.1850672043,3230601.512378177,2111951.96849869,3176969.417566392
139,242.0803,0.6,280922.84647954465,347933.056129612,280970.810015214,292991.48729279154
140,375.1836,12.34,4509298.633412648,2809804.2968937126,5013259.249233659,997572.2921434962
141,315.0722,11.99,310650.8336521486,303553.88500132394,310255.03925195936,253063.37643901352
142,433.2145,6.07,733006.3309637845,460603.5574395455,947320.1918919054,302059.62042382447
143,206.1399,3.71,2166895.85873017,1337310.0343396529,2561074.7989021675,237268.7316209121
144,288.1593,0.59,165409.05636666785,212118.11216283194,182223.0600445298,192465.12945052728
145,415.2118,22.78,2148409.7744837496,2437217.0892616403,1822853.6883838098,3257627.117505396
146,403.0424,27.42,1637897.7729240737,1707363.369441015,1776577.572958463,2626891.62281543
147,455.1755,27.82,1485763.4833245175,1727003.0361268872,1100695.7701430467,1736639.6529470282
148,406.2084,3.76,372444.632058293,283708.8074506246,225406.58195150312,455350.9900622476
149,352.212,14.42,2482771.9796005483,1115383.747037558,2739229.0432598596,373348.0819839528
150,510.1568,13.19,870907.0191816145,972314.1917627527,910001.2559728347,390026.3172589932
151,441.2036,21.57,2356254.29510249,377892.77579605684,4705639.762294724,14196.032537369309
152,319.0745,8.24,201464.06956676423,206092.5931236333,182238.44998216594,204780.91404001432
153,845.4821,11.47,1505708.486913877,1570410.8710397955,1877079.7672924635,1339537.0501159732
154,535.1577,28.13,2240619.846871337,3392920.693990631,3573305.610181747,2772364.904396951
155,540.2607,12.55,7994163.101363466,7217616.550007499,7942135.272316174,6735759.62598653
156,615.1235,24.23,1940.3497393256207,0.0,17119.930736354087,0.0
157,448.2452,4.7,858443.1889244181,905794.3906040788,571316.7992229429,1023870.6556186972
158,445.1463,9.27,537848.8218279262,575394.0517242104,363054.50843340845,162351.87706363422
159,289.2276,5.56,2197874.341652572,1820691.0660705944,1075744.253922333,879883.788257492
160,371.1062,24.73,1290681.8119744447,1718988.305193532,1250527.2250583405,2527412.9241491146
161,483.0844,29.61,3372879.5893030874,3791836.9799878197,4523656.4690120425,4835216.925671856
162,1270.4467,26.22,101.39458020729798,0.0,10648.308235839058,0.0
163,720.4335,24.74,1069584.752136256,1190397.5207143612,949420.7392116701,1668968.5930477073
164,564.3079,31.29,107749.89056491107,99733.7909261745,176066.67421638253,146286.38645870239
165,412.1917,26.95,472526.57866177836,559614.2436281984,381925.7449724206,461396.11079401174
166,847.4493,22.47,1791241.865486736,419030.2793816515,1971322.049506306,72245.06551563599
167,294.1646,4.51,495618.9687573664,357947.81653028965,424474.08255463827,225779.56295594678
168,329.1328,31.56,4561557.836173132,4942512.891839936,4574906.694481217,11219331.266624566
169,296.1858,4.41,5408907.452694346,6129289.864102451,5169293.152908197,6407549.718320512
170,221.1109,3.86,1831191.4034920246,1931186.1533386298,1365089.0773593206,1349728.7391726212
171,304.2008,3.2,127560.08413631486,131584.92379971908,93232.77374062796,137456.35940459042
172,496.2416,4.53,1288165.4098758071,1080387.4860357428,1559181.4535645174,908640.3216745356
173,379.1639,27.68,668183.3283198776,495251.7935453914,470944.4940653156,250897.60870842577
174,390.1576,4.43,219190.6596803172,293851.98036266427,143892.76641757917,316269.7662451152
175,391.1471,3.27,183053.25557664558,226304.16155779426,169657.04790606286,200095.95321639726
176,285.0669,24.8,614545.3246342451,470040.94901788404,492020.81594646286,466714.832062653
177,371.1259,8.02,304895.3918824237,148299.90425759784,137075.82632946118,185035.91644195997
178,308.2586,24.7,1327102.576195709,401558.5826560347,940307.8872768092,52471.91631402012
179,376.1451,12.96,5642392.48261233,7289200.601074323,5146621.450168047,5643421.085720292
180,451.1646,28.83,2458204.4844633434,1930392.8608539558,1851327.8536123717,1918882.5022954852
181,227.1115,3.82,123154.11001318731,116414.44410728481,171377.4815281905,54882.43817776327
182,616.0846,27.2,398497.06668422325,409367.7166348312,390544.9350159628,422514.8689065741
183,442.1883,15.58,2163297.8869888275,1287038.0424606097,1988392.0360875265,440456.4383835242
184,398.1978,10.95,5537080.61672374,3536918.102129096,2808265.5400409317,5012981.887034735
185,267.1856,7.84,380505.0236232674,338123.2094597464,224120.1902101254,183288.57508328545
186,460.1975,11.39,550044.2474249874,382634.5614795389,344933.6999770304,340652.38945967075
187,493.2632,18.09,57125077.35989229,33005464.28444859,77500664.87219761,23605997.776276756
188,417.1279,25.46,1033335.3028329496,545824.0567918082,461573.7801193347,581646.5897187914
189,399.166,4.11,1118572.3228119595,1356674.5574470693,1717642.6201884097,1008498.6380245592
190,200.1096,0.59,87519.5091117724,104105.48673594344,81770.01497531515,109120.97073086188
191,186.0911,6.22,21509.67001495751,21031.524926921873,28952.30280792645,17636.174742075596
192,316.0342,28.14,420978.38490921276,413518.52130962524,361417.8974111265,263054.64544554055
193,810.4553,32.27,41728.05266722563,46656.24481415682,49417.899902602796,38132.41413081196
194,394.1395,12.83,657187.7972191249,510775.7182072929,797891.2681177446,337619.58295560174
195,486.2001,28.43,37070.41155896188,640.4459311273622,1070992.3622356504,13.373838484228934
196,461.1596,27.85,610346.4266308262,422780.0105897603,600929.5011672324,341321.38768197317
197,308.1427,3.91,475738.7703321678,492152.48522475455,431171.4239828668,916339.6880996963
198,416.1626,9.45,264337.9323771362,3624.4476142210747,768912.5694247119,243.04159056514635
199,359.2441,3.18,293041.9721487354,241201.6348240636,327451.33359840675,179807.2214673444
200,351.1951,32.4,67799.7841171412,37085.14306217033,71962.03454153983,35701.55612417997
201,302.1751,3.54,181127.733956752,211407.00702012551,126292.29564614483,254967.46499123267
202,339.2171,3.79,6294.608977585734,7738.264444295166,5958.405137880443,6359.945882711399
203,331.0429,27.45,338249.90444923914,518499.97454165807,392392.2633669212,318092.7353650321
204,192.1383,13.95,7436195.970986539,7106452.486606553,6986081.048806239,7332145.098676547
205,340.3688,29.09,1263244.7556087463,1434138.4745619085,1169927.4646556238,2334013.491468308
206,555.2517,3.68,3673927.6377682397,3765652.676671123,3121351.342053225,2820627.246204939
207,305.1085,29.93,16962472.9215633,8484240.107400458,9133174.391650774,8078817.104476847
208,109.0756,0.55,24460.169420000067,27292.903541294945,22476.01834656724,29256.011017108227
209,204.1382,18.34,9112488.71358712,9094944.76293634,9391229.714568092,9595750.614303198
210,291.1956,32.26,207966.41805465808,335329.6365489824,253867.5794777015,225575.65745461354
211,362.2113,32.22,1777664.0940402015,813618.6143830003,1528973.245695349,708466.796421299
212,220.9531,8.85,345005.11115375295,331301.34940886794,332474.4412247617,325401.1715480973
213,279.1593,31.34,1013330.8823777686,809998.1468051188,858823.3814908325,774424.4182519782
214,275.212,4.36,4003464.3460056405,4168594.9650815176,3949935.737080479,4307906.859070782
215,428.2543,6.77,3498479.182327899,2648057.8021058277,3509365.4732276066,1704151.6383606195
216,214.0993,3.57,577283.6347169774,498488.16899415466,562702.0118449253,606673.8648816429
217,427.1165,4.29,1451712.7565717893,892045.3361715139,1097717.8260278737,1194106.1999229412
218,347.2215,13.23,820405.5672926496,528864.9152138227,837146.2120684681,689069.277476634
219,488.1626,6.95,870644.1530543902,730698.4789411314,333494.69883207267,849858.8010427193
220,489.2277,10.47,719574.2631970566,351350.29813130037,1139229.633613745,56606.41672584891
221,478.3215,30.17,14.704468413333814,20.912400845142688,9.412607122660853,26.779813368756905
222,464.3071,0.72,3774.6772092150927,3812.7200358274636,636.0400341962028,8419.152795728527
223,450.2886,33.7,24062.011766291645,18437.60648302538,26244.161359601847,15442.107163132261
224,233.0922,9.44,834292.4182538993,877487.6668286521,857803.3171865332,831949.168553437
225,558.2299,22.03,2173456.3296967885,2343730.7481994294,2774014.6107077273,1077967.085565638
226,417.1177,3.4,346531.85002766247,237402.26967525523,235763.73593643092,511808.82492945524
227,529.2286,30.87,4615030.179007788,3843913.9939121273,5104599.718893219,4723180.044517465
228,359.1963,3.79,2876707.2585613034,2668930.100496325,2271134.288230215,1875700.4245333406
229,313.177,3.39,682721.7645604054,792608.9986528741,644245.7532812946,905197.1835453743
230,330.1501,10.95,2412459.834159346,3546620.0057878634,3797835.2514242455,1042413.9210913135
231,433.2223,22.78,2866239.814978151,2912170.063994162,3064169.805211451,2007763.6194215848
232,234.1125,11.53,369008.01197317586,378834.588339688,383001.98957525066,375192.2811560897
233,413.1196,7.42,673004.4176563263,657958.1611024488,650913.72683978,701005.3156739408
234,163.0858,5.69,222732.1960001888,222678.2545530086,215672.49215799727,251062.36890833543
235,316.2018,3.44,652122.245683993,714005.8700889861,525933.6742473416,837746.5433369607
236,220.0968,6.85,495272.4101783176,514060.2632586219,405435.99579218077,543445.612751411
237,223.0867,10.99,624486.4527445487,36289.682811766324,837239.9307439027,1362.9907656415894
238,119.0602,5.16,171142.58907908495,236106.77274272314,127721.41274713974,256517.88580101467
239,185.9774,10.96,36982.04632425663,31177.31130932954,31174.268348980506,31181.987018105014
240,226.1087,3.82,997326.9354438107,866352.6351656879,1209695.7062854988,413855.1145642536
241,296.2011,6.7,4271614.911957711,3817598.23059624,4454226.083375423,3217569.685974172
242,306.2068,3.2,2580.9043926536724,2970.6686860599866,4590.319576662143,2680.3184702884937
243,425.2436,5.73,2552309.5295895,2691113.518944673,1901056.5625176972,2355575.569456448
244,457.2334,8.65,10873553.157196144,8026418.146591005,9214724.596777398,9608897.315202083
245,223.0755,21.21,2365856.54823979,2012295.7313811178,2455707.826566923,1805690.9774786248
246,433.874,3.5,513956.00563329377,517330.60448663664,476978.2791384292,337535.12589129247
247,156.1013,0.59,5664.459179637302,24190.95360479573,2.052019473450805,40882.25221407568
248,1135.377,0.97,382.6997077732325,685.4330800701352,206.5625754923516,462.1878482877339
249,329.1942,6.34,964319.318416941,1085531.543356876,890245.8358612132,963256.3222976285
250,175.0363,31.21,28764.905905994456,29325.94131087259,47495.97756064103,25805.108857083298
251,225.091,19.11,781512.8815264654,759392.2829346643,828783.5352990013,727196.7388554703
252,189.0543,7.96,81335.28294432165,89693.2986181691,77771.2497910099,83291.37128683453
253,386.244,7.78,5936434.783515642,6203231.566421716,6745871.268569702,6622921.496860513
254,318.243,17.74,783385.5505307443,99683.91116327529,1377910.167103121,22245.71896220668
255,325.114,3.17,66446.82831375909,78357.47729823572,92753.09015763657,50388.04196988611
256,325.1152,21.77,44132.37295270833,40001.049689188665,41991.053205495424,8369.91732933969
257,447.0919,6.47,791000.1789221078,794015.8885923945,644126.0955367549,652952.844503249
258,265.1909,0.59,66984.82003832092,80713.22895834078,64583.28653055937,72485.16294880786
259,249.1959,0.59,113319.28318321494,74016.40777379528,121599.87369457202,66274.61511082799
260,385.1296,4.51,565067.1685667182,572825.3138237974,375176.14198948035,479928.83740108425
261,343.1434,4.38,1617286.8654888384,1703297.682936857,1896608.2806634386,2186018.446345932
262,395.213,10.81,12416653.49872188,10886378.876948783,12689726.17013132,3838766.4556538565
263,381.2538,12.02,2122866.1426092414,2381206.8749701707,1838005.5024057783,2402297.730954124
264,453.261,4.83,2526311.506370694,1322570.9722968112,3473576.1137808557,69281.6612772793
265,330.1272,5.39,5722889.147333913,6862114.374381762,7301817.590054072,3729571.258293414
266,347.1249,3.96,203775.72269696958,236055.98297780857,117231.62726663737,367424.458222647
267,618.2396,7.89,713047.0893755199,402059.1527526137,718001.1965394224,148860.28922895805
268,501.161,22.01,18435624.23636874,5387214.404148492,26617313.285924785,606485.140461286
269,526.2176,23.1,7637713.89170781,10472663.075576521,9319026.753666122,7376166.903002007
270,334.1664,29.61,2379492.8369143964,1828951.0088276702,1744699.643153706,2119327.354680525
271,330.0582,25.7,153782.53599153343,163996.75865235904,126066.40569208695,117357.36203322909
272,397.1691,6.29,252352.69275975757,247712.48096402094,155952.75198155642,315627.64159362373
273,455.0437,26.85,1055951.4821428144,1713062.548562227,1696895.2652052054,2115627.0557441385
274,315.1502,7.5,867840.0354769866,700088.8619062688,513831.7966300234,489563.80515938747
275,469.2459,7.16,1155995.0087875375,962650.8501498823,1067754.5854026908,1249551.0677591125
276,352.1818,5.17,1106220.9707532846,1144095.1566835728,1529148.7107654025,1115007.6714931696
277,322.141,5.35,97274.33680342349,126237.47866157629,94787.79427655441,62583.26835750959
278,501.2786,5.58,1019321.2381633646,648215.0800420812,1421321.5438243558,151941.3720641951
279,402.1926,26.33,4032737.61967948,4108818.689772178,4003200.524364779,4838807.385402244
280,287.1293,3.39,1664926.2441941386,839172.11947003,1808983.4883539127,365101.73902092123
281,341.1524,3.42,441137.49813579523,710298.187278691,510043.7969171416,649871.143046453
282,481.2092,3.75,440908.40132528753,456082.0662852199,417202.3420016786,445050.78602506313
283,435.159,6.51,1462399.5267266484,1561372.1277039978,1477696.3047184888,767249.9330534004
284,444.1191,26.9,3501155.909163636,5841127.058057193,4469100.912583383,5198349.7396148695
285,541.1421,21.88,2420121.8392733242,660827.2126577937,2564244.376444609,78228.33457780645
286,479.1491,6.93,904208.463370449,1104326.925404996,1361355.5304487525,399789.35494041134
287,428.2709,18.57,11210123.80539234,4879721.543887417,8304987.147023969,816342.6335152948
288,546.2824,6.28,1990667.266193239,1750777.3078430928,2403651.9473458575,977304.8785099284
289,573.3429,3.92,91985.78375219218,51075.88609967011,79422.1850927712,6562.547733986791
290,435.2501,5.46,781641.8703989523,28840.729592545104,711355.1277803222,244.9822625140826
291,434.1688,12.73,3467445.6547873532,3381363.5213994016,2851437.6942335507,2019289.1212250185
292,485.1883,5.56,1746828.3339043157,1015178.2094319693,1566800.9551947718,513980.62216868124
293,478.1557,26.23,1954486.1672188141,2317938.3686963143,1466896.7792252009,2484656.6237982498
294,409.3322,3.53,520995.94156402326,529147.6961879885,611017.6019336444,759031.8528945955
295,228.0342,6.04,396109.4787786401,574069.3773703637,167733.17252740866,533353.2450723931
296,639.3768,13.6,5087448.919291536,5219684.391107611,4615346.63216216,4741985.3555683
297,628.1011,31.91,549370.7901072573,369462.23635636584,522566.71230677294,520219.0616681238
298,342.1006,13.09,602975.7071937553,58223.78730815202,1040601.5961875626,21608.53336062892
299,507.2333,4.11,498561.7359315329,320321.76063937024,381920.6861241553,169325.3027303039
300,518.1647,27.73,4356304.263533684,5112211.399845758,3311140.668339369,5567463.653021989
301,414.2865,3.83,2185563.310549087,2016930.0104526365,2458542.0153931235,2578182.4478229657
302,481.2919,4.64,500228.2710588881,187675.86767982919,608860.5131437309,6571.9191795465
303,501.2331,14.91,8214484.685966378,4047584.6027739565,8319226.848206793,1404562.7812900532
304,334.0642,5.28,0.0,0.0,50.73734658094506,0.0
305,310.1414,14.76,2154687.338961074,928245.5909945362,2018764.3168788315,180109.08845356858
306,448.198,14.54,3134959.1472500083,2918672.8171011615,3777296.3865038166,1440684.1979347588
307,354.1268,5.62,621053.9322728985,844462.0616649473,661160.8800051755,647152.0972229855
308,592.0988,8.33,3152828.0265444214,2887835.7969968836,2689869.167529706,2559342.0250940127
309,401.0467,9.03,1935283.5730902979,1473999.2284274476,1850588.7313757231,1374842.479819718
310,501.2051,10.03,5545804.514378147,4210598.205953125,7650508.49219874,887407.399487221
311,499.2504,25.26,3292186.1876971545,1088107.7678912212,3111409.9778225753,346556.2228850035
312,376.0823,5.49,925871.3015675431,1042259.8991229115,1277395.7562851137,816456.44232762
