rt,rt_range:min,rt_range:max,mz,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
5.181,4.8146,5.5726,414.15452,36050,32240,32980,37400,34940,33390,35450,33360,5.31,13,0.99,1/1,0.936,34285,3.12462154628584,34667.5,7.08884159692417,1.01115648242672,1.02137018426941,0.784966569117029
9.9931,9.5492,10.3787,270.18477,6828,7004,7292,8307,7827,7950,7512,7477,9.88,14,0.92,1/1,0.3,7691.5,3.03439161617412,7357.75,8.98512870932474,0.956607943834102,1.03979124329794,0.377814675957654
6.827,6.4446,7.1962,261.19571,370100,377400,376200,389500,26790,27980,27720,28190,6.7,15,12.67,16/1,0,27670,2.23115276699537,378300,2.14696976491936,13.6718467654499,1.07907235717837,1.65419406607618E-10
4.9505,4.5988,5.3159,340.15416,20610,21840,21930,21070,281300,301100,275700,295700,4.82,16,0.09,1/16,0,288450,4.13248431470096,21362.5,2.9628996843001,0.0740596290518287,0.822884767242542,8.33970215074239E-09
5.5324,5.385,5.885,214.10868,2435,2376,2145,2476,28320,31000,29630,29430,5.45,17,0.09,1/16,0,29595,3.71587120639355,2358,6.26857272497297,0.0796756208819057,0.885284676465619,4.7900010323893E-09
8.6044,8.4014,8.7675,361.20011,21180,19120,19790,22410,138.7,786.1,169.6,748.3,8.6,18,18.5,16/1,0,460.675,76.953459389561,20625,7.11285561705555,44.7712595647691,2.42006808458211,1.81405666755901E-07
9.8932,9.392,10.3695,288.23259,137800,140100,134800,149300,36110,33620,36950,35400,9.87,19,4.07,4/1,0,35520,3.98722603462368,140500,4.45205069535524,3.95551801801802,0.971871748898776,5.40348209365989E-08
28.1305,27.9618,28.4165,315.23131,4493,4365,4661,4603,8464,8132,8602,7940,28.05,20,0.54,1/2,0.001,8284.5,3.65435049664975,4530.5,2.88025828927835,0.546864626712535,1.01271227168988,4.69371822651142E-07
4.3024,4.1046,4.7431,286.19127,103800,100800,99120,101500,5837,5766,5818,5834,4.34,21,14.44,16/1,0,5813.75,0.566032237375883,101305,1.91513633255975,17.4250698774457,1.20672229068184,7.41301167707048E-11
4.9895,4.7142,5.3418,249.09034,26730,28230,26440,28720,19470,19660,21030,19190,4.85,22,1.34,1/1,0.006,19837.5,4.1240200595753,27530,4.05258328235019,1.3877756773787,1.03565349058112,3.15150242247303E-05
6.5171,6.2053,6.7415,277.064,576,625.2,632.9,155.5,1737,2023,299.9,1829,6.49,23,0.47,1/2,0,1472.225,53.7002879766498,497.4,46.1042761008655,0.337855966309498,0.718842481509569,0.0556385789995647
11.841,11.4079,12.2842,399.07501,1064,934.5,863.2,1117,3510,3597,3446,3734,11.79,24,0.27,1/4,0,3571.75,3.48898295988316,994.675,11.706515641118,0.27848393644572,1.031421986836,8.71062570670503E-08
3.7494,3.5415,4.1619,317.16361,3536,3297,3750,3764,58980,60090,58040,59590,3.86,26,0.06,1/16,0,59175,1.49110984080028,3586.75,6.12097400339082,0.0606125897760879,1.01020982960146,2.0179786312071E-11
16.9961,16.5656,17.3741,408.17141,434300,432100,435900,411100,24640,25130,24920,24630,16.88,27,16.61,16/1,0,24830,0.970480309943768,428350,2.70923955786077,17.2513089005236,1.03860980737649,5.95604504106318E-10
11.2392,10.7606,11.7453,302.2484,44970,40930,43370,42170,161100,150300,168000,155200,11.25,28,0.27,1/4,0,158650,4.81482330273374,42860,4.02164777780758,0.270154427986133,1.0005719555042,9.91131854008885E-08
4.2507,4.0031,4.7076,256.18088,56970,141.6,56670,56580,2694,2954,3015,3124,4.24,29,15.22,16/1,0,2946.75,6.19611432710016,42590.4,66.446173728587,14.4533469076101,0.94962857474442,0.0310965293265158
5.1013,4.8534,5.4199,279.1857,83330,86530,93160,88370,79290,80600,80560,77470,4.92,30,1.01,1/1,0.828,79480,1.85156067196084,87847.5,4.67685284880775,1.10527805737292,1.09433471027022,0.00861197580827017
9.4638,9.0189,9.9986,245.20137,175000,192200,178100,175700,44410,43890,44670,44510,9.51,31,3.89,4/1,0,44370,0.760516909914733,180250,4.48072629509155,4.06242956952896,1.04432636748816,4.61071917103164E-08
5.9026,5.6955,6.2379,180.10148,3288,2971,2887,3328,50300,48450,49950,50040,5.78,32,0.07,1/16,0,49685,1.68380851961179,3118.5,7.12162323128074,0.0627654221596055,0.896648887994364,4.34435024112742E-11
4.3601,3.9359,4.6833,355.20127,26200,25650,24380,27780,12860,13160,13270,13530,4.19,33,1.91,2/1,0.001,13205,2.10093653548687,26002.5,5.41845134609244,1.96914047709201,1.03096360057173,2.00419988396634E-06
5.6025,5.2921,6.0145,310.12639,29040,30160,29410,27890,26740,26970,28350,28040,5.79,35,1.08,1/1,0.436,27525,2.86843134806952,29125,3.24816061474026,1.05812897366031,0.979749049685471,0.040828159452044
5.2482,5.0109,5.668,327.13627,9962,9535,9158,9335,19010,18590,17900,19050,5.37,36,0.49,1/2,0,18637.5,2.86453294021944,9497.5,3.64146599221669,0.509590878604963,1.03998138490809,1.1759438391654E-07
4.1253,3.5872,4.2485,384.14386,2812,5919,392.7,6997,95230,125800,99730,118700,4.1,37,0.06,1/16,0,109865,13.3863808655241,4030.175,74.5553764272098,0.0366829745596869,0.611382909328115,7.94077865359398E-06
3.5695,3.3118,3.7442,235.1799,12280,13450,13560,13600,25820,24590,26950,27260,3.41,38,0.46,1/2,0.002,26155,4.63794302102598,13222.5,4.77614618863511,0.505543873064424,1.09900841970527,1.41192535841884E-06
3.6026,3.3698,3.9182,195.09139,245.9,208.8,32570,45390,21340,44070,46730,47160,3.59,39,0.86,1/1,0.09,39825,31.1334027303899,19603.675,117.211951269874,0.492245448838669,0.572378428882174,0.172364686216667
15.8039,15.3639,16.2861,438.18214,29360,29630,29780,29850,103900,114800,107300,111600,15.79,40,0.28,1/4,0,109400,4.37294434627703,29655,0.731833903699569,0.271069469835466,0.968105249412379,4.87728806989434E-08
31.6012,31.5393,31.6771,361.11974,4581,4263,4902,4428,2062,1983,2282,2056,31.45,41,1.82,2/1,0.031,2095.75,6.16749318619179,4543.5,5.9865337682072,2.16795896457116,1.19118624426987,3.44823473974974E-06
25.4556,25.3141,25.6486,242.11722,1215,1254,1182,1058,851.4,918.7,892.9,1019,25.46,42,1.32,1/1,0.133,920.5,7.74350197119805,1177.25,7.20082840269308,1.27892449755568,0.968882195117936,0.00355416638522991
12.3885,11.8417,12.8427,430.25853,16840,16890,17330,16150,28580,31540,34640,33500,12.2,43,0.51,1/2,0,32065,8.27293182513845,16802.5,2.90157014392562,0.52401372212693,1.02747788652339,2.84823680689603E-05
5.237,5.0168,5.6562,180.1747,22890,22650,23860,25070,9264,12080,9282,10760,5.4,44,2.32,2/1,0.001,10346.5,13.0639546057943,23617.5,4.66004854285481,2.28265597061808,0.983903435611243,5.06351155718459E-06
14.0893,13.5405,14.4835,484.12196,13210,14390,13890,11880,2594,3230,2484,2399,13.99,45,4.93,4/1,0.001,2676.75,14.0981722708776,13342.5,8.15696865337008,4.98458952087419,1.01107292512661,1.59924065391853E-06
12.8294,12.4057,13.3959,480.21349,120,37300,35470,34770,48240,119700,38070,36570,12.87,46,0.28,1/4,0,60645,65.4791595563259,26915,66.487650426661,0.443812350564762,1.58504410915986,0.172396830269277
5.3254,5.0027,5.7341,254.15381,3541,3607,3568,3341,61900,62720,62280,62430,5.24,47,0.06,1/16,0,62332.5,0.547561473750544,3514.25,3.37582540404918,0.056379095977219,0.939651599620316,5.66860422531744E-14
4.6791,4.3597,4.8943,285.02036,8975,7971,7709,9070,3344,3313,3345,3282,4.69,48,2.63,2/1,0.005,3321,0.901667958706241,8431.25,8.20912857053057,2.53876844323999,0.965311195148284,6.09577243228171E-06
7.2299,6.8812,7.722,311.08065,2517,2022,1585,2206,47610,49530,48050,48910,7.24,49,0.05,1/16,0,48525,1.77320066147707,2082.5,18.7050891552911,0.0429160226687275,0.858320453374549,7.4502045703242E-11
22.583,21.9577,22.9646,397.00926,207700,197200,140100,196400,8128,10800,6168,10070,22.45,50,15.95,16/1,0,8791.5,23.6705326082336,185350,16.510864080977,21.0828641301257,1.32180966333076,2.58149075599427E-05
25.4569,25.1493,26.1255,338.25179,168700,164300,167400,158400,97820,92850,104500,80310,25.64,51,1.8,2/1,0.001,93870,10.8903191856865,164700,2.7854672860451,1.75455417066155,0.974752317034196,1.50055432010418E-05
31.6311,31.5108,31.9212,377.21102,1316,1218,1314,1216,107.3,11100,11850,71.36,31.67,52,0.14,1/4,0,5782.165,113.809671913657,1266,4.47015069609357,0.218949130645701,1.56392236175501,0.219000284726982
21.7505,21.5468,22.3284,381.03202,3257,18460,55350,438.7,4435,4049,4430,3892,21.86,53,19.29,16/1,0,4201.5,6.52948157740371,19376.425,130.337647948218,4.61178745686065,0.239076591853844,0.274763465827314
16.2333,15.9118,16.8601,312.13795,105600,97890,100300,99810,18760,18390,17250,17720,16.4,54,5.18,4/1,0,18030,3.74393157788095,100900,3.27197614986463,5.59622850804215,1.08035299383053,4.73679687629878E-09
5.2297,4.9748,5.4645,404.03652,11990,11320,10740,12370,2359,2333,1795,2335,5.27,55,5.25,4/1,0,2205.5,12.4199284338211,11605,6.21956231468154,5.26184538653367,1.00225626410165,3.15321969837875E-07
20.2513,19.9993,20.9976,354.24291,2514,12500,49.43,766.7,345600,333200,360500,350100,20.27,56,0.28,1/4,0,347350,3.25617382222223,3957.5325,146.25957355618,0.0113935007917087,0.0406910742561023,2.69136345498428E-09
10.5487,9.9903,11.0125,324.19587,194800,192300,206700,202400,82240,103700,98090,97330,10.39,57,1.97,2/1,0.001,95340,9.6326002778904,199050,3.34970272309528,2.08779106356199,1.05979241805177,1.72830858034744E-06
31.1789,31.135,31.2935,607.32139,55.99,141.2,81.62,75.46,489.3,606.5,522.7,517.3,31.06,58,0.15,1/4,0,533.95,9.46409218622087,88.5675,41.4930609699833,0.165872272684708,1.10581515123139,7.44944972475014E-06
16.4628,15.9701,16.9122,470.2307,10990,11150,11090,1171,24430,24510,22540,22500,16.3,59,0.41,1/2,0.025,23495,4.7943180395671,8600.25,57.5945236154945,0.36604596722707,0.892795042017243,0.0010871001227254
4.6191,4.325,4.9166,427.21335,17760,18280,18210,16810,3916,3816,4219,3945,4.55,60,3.79,4/1,0,3974,4.33889689613641,17765,3.81129778357956,4.47030699547056,1.17950052650938,1.7654984817144E-08
3.6368,3.2877,3.9245,349.21204,16600,16570,15980,15800,19900,19870,21090,20600,3.6,61,1.25,1/1,0.055,20365,2.89407416361438,16237.5,2.51341393811756,0.797323839921434,0.637859071937147,2.57762516951649E-05
11.8753,11.6489,12.4127,296.14612,1802,5903,62.97,487,47600,125.2,49110,45530,11.82,63,2.06,2/1,0.001,35591.3,66.5599813053385,2063.7425,129.106868848507,0.0579844653047234,0.0281477986916133,0.0306413967302379
21.401,20.8801,21.8437,318.27927,152300,141800,172200,163900,194.4,82230,48200,77430,21.38,64,1.84,2/1,0.004,52013.6,72.4379150495199,157550,8.44096909433637,3.02901548825692,1.64620406970485,0.00186044451437739
31.7163,31.6771,31.965,914.52685,4337,5463,6293,5679,32190,32450,38810,33300,31.74,66,0.14,1/4,0,34187.5,9.12002717023396,5443,15.0077246144625,0.159210237659963,1.13721598328545,1.99602182635602E-06
27.2309,27.092,27.4854,294.06903,8606,8328,8103,8924,1733,1918,1732,1789,27.09,67,4.65,4/1,0,1793,4.87937210889,8490.25,4.17988271592844,4.73522030117122,1.01832694648843,2.75447440371912E-08
6.553,6.379,7.0911,266.16485,55050,104200,1705,20350,15070,13420,15080,14910,6.6,68,14.97,16/1,0,14620,5.49782984639732,45326.25,99.3806430366666,3.10029069767442,0.207100247005639,0.221777042582412
3.8908,3.4903,4.0185,345.18028,17370,16170,15740,17590,12050,40.1,12050,14080,3.77,69,1.22,1/1,0.017,9555.025,67.1380799869069,16717.5,5.39716036912089,1.74960295760608,1.43410078492301,0.0690239803675157
5.3271,5.1027,5.5834,383.2813,185,245.7,229,215.9,191.2,223.6,242.4,254.8,5.52,70,1,1/1,0.978,228,12.1420747178935,218.9,11.7316000353957,0.960087719298246,0.960087719298246,0.646897167640252
31.1236,31.078,31.2194,383.27839,308.4,327.9,348.1,399.5,221.3,269.9,214.9,333.2,31.23,71,1.41,1/1,0.032,259.825,21.0661804984229,345.975,11.3279724923712,1.33156932550755,0.944375408161385,0.0429418425104122
0.6197,0.5108,0.9399,333.1399,2500,2272,2286,2622,946,253.1,966.4,482.4,0.52,72,4.76,4/1,0,661.975,53.2498863230393,2420,7.03952433749993,3.65572718002946,0.768009911770894,0.000106546654836228
18.9876,18.5333,19.3896,416.27721,34190,38150,36870,37710,32280,15450,37060,32700,18.79,73,1.16,1/1,0.155,29372.5,32.4451224750826,36730,4.83157123042494,1.25048940335348,1.0780081063392,0.179815786720092
12.2921,12.0771,12.5628,411.19741,6084,5941,5641,6047,4926,5038,4867,4956,12.38,75,1.14,1/1,0.038,4946.75,1.43906525327641,5928.25,3.38819113179886,1.19841309950978,1.05123956097349,9.23319010469626E-05
25.659,25.4012,26.0079,325.21606,21580,20840,21190,21160,17250,18850,16500,18700,25.75,76,1.18,1/1,0.002,17825,6.3985459040395,21192.5,1.42987567059118,1.18892005610098,1.0075593695771,0.00125211873120462
4.4609,4.2241,4.6687,1019.44743,374.6,335.4,234.5,461.1,152.3,178.7,160.1,212.2,4.57,77,1.68,1/1,0.07,175.825,15.1622375131128,351.4,26.7430471301868,1.99857813166501,1.18962984027679,0.0114379571781739
29.5102,29.3321,29.8295,435.05671,51380,46230,44650,46710,44300,42410,43660,42400,29.33,78,1.06,1/1,0.519,43192.5,2.19049157721237,47242.5,6.12863920619022,1.09376627886786,1.03185498006402,0.0375623932555252
26.5549,26.2558,26.9967,364.09479,62630,58750,60710,61440,57940,51760,56210,56490,26.5,79,1.16,1/1,0.005,55600,4.8020123205081,60882.5,2.67244280209954,1.09500899280576,0.943973269660134,0.0148752814060594
0.66,0.5588,0.8002,214.07056,128.2,316.5,189.4,315.4,43.33,44.66,93.97,51.82,0.52,80,3.06,4/1,0,58.445,41.0215186759918,237.375,39.6456604119778,4.06151082214047,1.32729111834656,0.0102705140716566
5.1274,4.9023,5.3532,201.13813,1448,1330,1299,1732,1705,1420,1476,1457,5.27,81,1.04,1/1,0.768,1514.5,8.52499592610192,1452.25,13.5815612420781,0.958897325850116,0.922016659471265,0.616364442422101
5.4572,5.2495,6.1361,469.26938,40960,48500,51880,115.1,86150,50450,385.9,45070,5.41,82,1.19,1/1,0.04,45513.975,77.2896729572349,35363.775,67.6917095280377,0.776987178113975,0.65293040177645,0.650175531571431
13.1038,12.7892,13.5256,312.19551,33950,42570,43100,27090,36620,38370,35170,37830,13.03,83,1.02,1/1,0.895,36997.5,3.84122863687399,36677.5,20.8433304105417,0.991350766943712,0.971912516611483,0.937079851965088
15.1687,15.0764,15.2597,239.07266,10770,5616,1421,9966,4241,9236,8991,4716,15,84,1.36,1/1,0.006,6796,39.5070501630338,6943.25,62.2468505085096,1.02166715715127,0.751225850846519,0.955722904315016
17.5295,17.2102,17.9105,307.22652,16330,16080,16280,15500,14040,14230,13730,14280,17.45,85,1.19,1/1,0.015,14070,1.77065974328877,16047.5,2.37199800640747,1.14054726368159,0.958443078724027,0.000127909085367287
4.2934,3.8636,4.7094,325.1546,16930,16630,15860,17250,13080,14360,13750,13710,4.22,86,1.22,1/1,0.008,13725,3.80943375282866,16667.5,3.56914921032231,1.2143897996357,0.995401475111231,0.000305778250355601
3.374,3.2957,3.7806,329.21704,53170,47890,45450,52640,46000,44500,41200,48080,3.46,87,1.16,1/1,0.046,44945,6.44392407742501,49787.5,7.51458133390504,1.10774279675159,0.954950686854815,0.0866023831856315
12.3346,11.8702,12.858,471.26352,31650,31880,112.5,31190,29290,27800,30380,29270,12.36,88,0.99,1/1,0.662,29185,3.62860706078159,23708.125,66.3613510014988,0.812339386671235,0.82054483502145,0.513258485177684
25.4781,25.1779,26.1108,612.3085,156600,158500,131800,146600,41260,119000,143500,121300,25.64,89,1.06,1/1,0.74,106265,42.0858957064285,148375,8.23646144593508,1.39627346727521,1.31723912007095,0.119186286835244
3.6749,3.4017,3.8491,368.17318,30770,52700,2951,54960,41130,48110,46080,49430,3.56,91,1.18,1/1,0.045,46187.5,7.88596199512438,35345.25,68.4543423637916,0.765255751014885,0.64852182289397,0.409600036159065
6.0545,5.9176,6.289,422.17585,4033,3741,3933,3821,3630,3826,3385,4096,6.14,92,0.97,1/1,0.553,3734.25,8.06529031140801,3882,3.29230155547129,1.03956617794738,1.0717177092241,0.401230576662728
8.3989,8.0042,8.9914,441.24254,98490,99990,92220,104100,84060,90200,87250,87980,8.5,93,1.17,1/1,0.057,87372.5,2.90684347452111,98700,4.99301224248981,1.12964605568114,0.965509449300116,0.00645574578262126
16.8532,16.5844,17.1754,258.1133,4746,5474,2779,5273,2642,2751,2714,567.8,16.86,94,1.64,1/1,0.059,2168.7,49.2565039009699,4568,26.9601389099327,2.1063309816941,1.28434815956958,0.025832300002621
3.277,2.9018,3.4106,316.17641,11390,12210,10530,13090,10110,11590,11540,10560,3.39,95,1.17,1/1,0.083,10950,6.7013961641992,11805,9.29636939145918,1.07808219178082,0.921437770752839,0.242820902711197
4.088,3.6309,4.5773,222.18516,105900,101800,106200,106000,99380,104100,100600,101300,4.09,96,1.04,1/1,0.37,101345,1.97413937254656,104975,2.0198504628401,1.03581824461,0.995979081355765,0.0471389535927823
30.0775,29.9707,30.3247,836.38511,1428,3397,3874,2207,1859,3713,1016,4021,30.09,97,1.15,1/1,0.801,2652.25,54.6607100895285,2726.5,40.8545171278577,1.02799509850127,0.893908781305454,0.937904667996477
3.7058,3.3225,3.8636,308.17566,17380,17160,15620,19120,11990,12550,12320,12150,3.68,98,1.37,1/1,0.043,12252.5,1.95694102701364,17320,8.27282120422261,1.41358906345644,1.03181683463974,0.000431345621407101
32.2026,32.0551,32.458,542.31099,22980,22940,22400,22140,21360,21950,22170,20830,32.01,99,1.05,1/1,0.486,21577.5,2.80103642928017,22615,1.82442371772735,1.04808249333797,0.998173803179017,0.0297425001548012
32.6195,32.508,32.9486,556.32883,75910,75680,47540,65240,83300,52550,64130,76470,32.45,100,1.12,1/1,0.489,69112.5,19.6723803679846,66092.5,20.1717063751488,0.956303128956412,0.853842079425368,0.761843183240623
6.1982,5.8846,6.4357,438.17011,22870,24680,22570,23070,14940,17850,14450,17800,6.01,101,1.43,1/1,0.015,16260,11.1824061548329,23297.5,4.05319999616321,1.43281057810578,1.00196543923481,0.00046883573560684
15.5572,15.3289,15.8716,256.09622,10630,9355,10580,69.59,9384,8318,9039,9272,15.58,102,1.17,1/1,0.048,9003.25,5.3192178146151,7658.6475,66.5079798915285,0.850653652847583,0.727054404143233,0.617991119576929
24.2385,23.8056,24.81,278.12092,15970,15400,14440,17340,13350,15390,6122,14580,24.17,103,1.37,1/1,0.003,12360.5,34.3248326765088,15787.5,7.67926140533053,1.27725415638526,0.932302303930846,0.171342540292335
4.5099,4.3453,4.8863,335.15068,47230,40640,40860,46350,269.2,36030,33300,35390,4.46,104,1.25,1/1,0.004,26247.3,66.1322219115124,43770,8.01188693725287,1.66760009600988,1.3340800768079,0.0951553891343977
26.0549,25.8795,26.6036,694.28638,18960,31230,17880,4378,49680,66120,118.1,328.8,26.11,105,1.2,1/1,0.366,29061.725,116.886787109433,18112,60.6057266944638,0.623225221489777,0.519354351241481,0.562097630644338
6.3431,5.9436,6.7913,328.19063,81540,82710,81160,77310,81550,71280,82870,77100,6.24,106,1.15,1/1,0.008,78200,6.69079485439549,80680,2.90220035791687,1.03171355498721,0.897142221728011,0.420130098139267
4.8823,4.628,5.2237,247.17989,19030,19510,19120,18750,14430,16230,13150,16140,4.84,107,1.26,1/1,0.181,14987.5,9.86593150816417,19102.5,1.64400562726787,1.27456213511259,1.01155725008936,0.00159571620327442
3.6368,3.4856,3.8309,168.17387,2293,2589,2420,2205,2533,2457,2627,2578,3.73,108,1.06,1/1,0.561,2548.75,2.8333253522746,2376.75,7.01655848111859,0.932515939185875,0.879732018099882,0.107217620609116
3.2263,3.1482,3.3742,348.14556,2598,2919,2483,2676,2440,2665,2676,2773,3.12,109,1.02,1/1,0.887,2638.5,5.34206351589557,2669,6.91490946710467,1.01155959825659,0.991725096329986,0.801587719527627
3.094,2.393,3.3839,292.11127,197.7,117.1,3487,3275,3097,238.4,3490,3207,3.05,110,1.59,2/1,0.008,2508.1,60.6898390406971,1769.2,105.327162584514,0.705394521749531,0.443644353301592,0.561643784754539
23.1228,22.5818,23.4268,502.23775,1252,24270,62.61,3579,24640,25220,23320,25550,23.1,111,1.4,1/1,0.008,24682.5,3.98313374272004,7290.9025,156.540516510164,0.295387521523346,0.21099108680239,0.0229092086299888
31.1794,31.0882,31.4573,632.25459,127900,91950,109000,93230,98330,806.3,95160,102600,31.01,112,0.84,1/1,0.423,74224.075,66.0702371393645,105520,15.934720727769,1.42164115888275,1.69242995105089,0.272729542028243
22.128,21.9303,22.5613,548.24207,86.33,15480,14930,14240,11710,11410,11020,11820,22.26,113,1.34,1/1,0.015,11490,3.11619038989872,11184.0825,66.3073942989023,0.973375326370757,0.72639949729161,0.93700311735346
4.8389,4.595,5.204,557.20541,8467,8684,127.9,70.52,3374,8176,26.52,68.7,4.84,114,0.97,1/1,0.871,2911.305,132.043678969506,4337.355,112.848640547998,1.48983187951795,1.53590915414221,0.662895257381252
8.4951,8.0806,8.9276,484.1853,49940,50710,48900,45930,44100,385.3,43000,45720,8.52,115,1.14,1/1,0.222,33301.325,65.980666794211,48870,4.28817346947682,1.46750917568595,1.28728875060171,0.208013801073844
7.8511,7.463,8.4135,451.20047,70.38,19320,17790,20060,16410,16940,15840,17390,7.96,116,1.15,1/1,0.023,16645,4.0231399863978,14310.095,66.6668317831811,0.859723340342445,0.747585513341257,0.642674218157445
27.7156,27.4417,28.3286,470.30493,232900,229000,227400,236500,203600,206800,161400,235300,27.84,117,1.15,1/1,0.08,201775,15.0938876768303,231450,1.76404887989575,1.14706975591624,0.997451961666298,0.101639131286141
25.8247,25.6409,26.1837,449.16231,18330,19260,18090,19570,17230,17070,16390,15780,25.69,118,1.16,1/1,0.049,16617.5,4.01144624765925,18812.5,3.79471225013926,1.13208966451031,0.97593936595716,0.00412746933955455
4.816,4.6212,5.2468,349.18325,52280,57500,49880,59900,44550,44350,43630,46420,4.98,119,1.25,1/1,0.007,44737.5,2.65819932701365,54890,8.40309962097314,1.22693489801621,0.981547918412965,0.00530487686414229
13.8646,13.5111,14.375,420.13592,34870,37410,37590,37910,34220,36170,31810,34910,13.88,120,1.04,1/1,0.303,34277.5,5.34588841674998,36945,3.78590277177366,1.07782072788272,1.03636608450262,0.0599165369745717
11.1294,10.9281,11.5529,367.16634,43340,42340,39880,171,34010,35760,52.45,35280,11.16,121,1.21,1/1,0.025,26275.6125,66.5928959614085,31432.75,66.4651186780855,1.19627087665416,0.988653617069554,0.718099396250797
3.3557,3.1862,3.5387,355.10204,779.3,701.8,498.3,606.3,356.5,550.5,410.7,224.6,3.5,122,1.29,1/1,0.027,385.575,34.9853615463812,646.425,18.792805711881,1.67652207741685,1.2996295173774,0.0282841639151541
21.8439,21.5468,22.2752,311.20014,21170,18990,20300,20280,18100,16790,16860,15780,21.78,123,1.08,1/1,0.379,16882.5,5.62647916214189,20185,4.45003229096272,1.19561676292018,1.10705255825943,0.00232841750129127
5.1882,4.873,5.5294,295.18087,56290,53760,54150,60030,54530,54630,56000,54990,5.03,124,1.03,1/1,0.715,55037.5,1.21986896864156,56057.5,5.12400681397402,1.01853281853282,0.988866814109533,0.515061679128973
30.9521,30.9011,31.042,517.3536,240.8,223.6,229.3,282,205.1,246.8,201.4,230.5,30.84,125,1.08,1/1,0.518,220.95,9.75208641536571,243.925,10.8115726537551,1.10398280153881,1.02220629772112,0.225937221706871
25.3456,25.1135,25.7763,289.12143,20120,20310,20940,20070,19000,18980,20000,18690,25.32,126,1.06,1/1,0.157,19167.5,2.98835458673174,20360,1.96586405660015,1.06221468631799,1.00208932671508,0.0142642051781122
3.6274,3.3698,3.9297,269.10428,15850,15830,15280,16300,618.8,13930,13490,574.3,3.69,127,1.11,1/1,0.096,7153.275,105.870476123028,15815,2.63985150112527,2.21087543817342,1.99177967403011,0.0624561867428219
3.3177,2.9622,3.4106,342.16912,11920,13280,12980,12410,11140,10840,10640,11060,3.46,128,1.26,1/1,0.066,10920,2.06670462512952,12647.5,4.77963177587717,1.15819597069597,0.919203151346009,0.00173725735330271
