rt,rt_range:min,rt_range:max,mz,datafile:SA2.mzML:area,datafile:SA4.mzML:area,datafile:SA1.mzML:area,datafile:SA5.mzML:area,datafile:SA3.mzML:area,datafile:SB5.mzML:area,datafile:SB2.mzML:area,datafile:SB1.mzML:area,datafile:SB4.mzML:area,datafile:SB3.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
24.8734,24.702,25.0489,345.24256,64610,66040,69290,65070,65590,32690,32770,32380,32480,32450,24.87,33,0.55,1/2,0,66120,2.80088463942391,32554,0.513370736033626,0.492347247428917,0.895176813507122,1.56169752907757E-10
3.9894,3.6901,4.2263,268.19132,2137000,1873000,1872000,1840000,1902000,4177000,3926000,3948000,4048000,3938000,3.99,34,2.21,2/1,0,1924800,6.26738217783989,4007400,2.65799933529844,2.0819825436409,0.942073549158777,2.2015170088381E-09
24.6877,24.3923,24.9898,416.99146,764700,762000,687900,764100,761500,3117000,3096000,3070000,3141000,3084000,24.69,35,3.68,4/1,0,748040,4.49795671640056,3101600,0.901780577215553,4.14630233677343,1.12671259151452,2.55147522863997E-14
12.1368,11.8404,12.4396,264.17491,9319000,9369000,9305000,9561000,10610000,2230000,2776000,2429000,2215000,2277000,12.14,36,0.27,1/4,0,9632800,5.76971607747074,2385400,9.81820843266081,0.247633086952911,0.917159581307077,3.96145632067541E-09
3.4571,3.2929,3.7593,320.14127,479100,398000,420800,408100,425300,10390000,9627000,9507000,10060000,10760000,3.46,37,22.46,16/1,0,426260,7.3732776784875,10068800,5.18878866863722,23.6212640172665,1.05170365170376,1.32763356013515E-10
5.1754,4.8804,5.478,414.15472,2828000,2545000,2765000,2529000,2575000,2350000,2539000,2617000,2308000,2441000,5.18,38,0.8,1/1,0.032,2648400,5.21107629340986,2451000,5.24279774618376,0.92546443135478,1.15683053919348,0.047360001472308
9.9727,9.6714,10.2699,270.18557,8072000,7799000,8066000,9090000,9401000,7718000,7923000,7863000,7870000,7713000,9.97,39,0.89,1/1,0.05,8485600,8.3783230748466,7817400,1.22658316778587,0.921254831714905,1.03511778844371,0.0708117092566512
6.8331,6.5307,7.1297,261.19643,2360000,2345000,2462000,2414000,2394000,35370000,35460000,39310000,35070000,34630000,6.83,40,12.59,16/1,0,2395000,1.9333339294848,35968000,5.27172182699657,15.0179540709812,1.19284782136467,1.8257384509363E-10
4.9674,4.6703,5.2696,340.15496,21920000,19770000,20980000,19510000,20030000,1589000,1424000,1382000,1534000,1525000,4.97,41,0.12,1/4,0,20442000,4.86975228014127,1490800,5.70940457928503,0.0729282849036298,0.607735707530248,1.05245255368207E-10
5.4675,5.2927,5.7698,214.10928,4602000,4019000,4029000,3959000,4080000,227900,218400,208400,222000,216000,5.47,42,0.06,1/16,0,4137800,6.35680185444698,218540,3.30658109366949,0.0528155058243511,0.880258430405852,7.20851023574216E-10
9.9135,9.6102,10.2092,288.23225,3721000,3648000,3724000,4344000,4365000,14230000,14540000,14550000,14400000,14210000,9.91,43,3.43,4/1,0,3960400,9.11836337313696,14386000,1.13221412598851,3.63246136753863,1.05902663776637,7.72430867563843E-12
28.0488,27.8754,28.3496,315.23209,788700,645200,660200,780400,642400,302200,301000,364600,297200,304300,28.05,44,0.46,1/2,0.001,703380,10.586600640582,313860,9.07465539782189,0.446216838693167,0.970036605854711,4.36893685182141E-06
4.2848,4.0748,4.5897,286.19165,1362000,1156000,1167000,1147000,1124000,14530000,14660000,14450000,14730000,14490000,4.29,45,9.21,16/1,0,1191200,8.12472407225606,14572000,0.812558886391199,12.2330423102754,1.32823477853153,5.21231237240897E-16
6.3848,6.0903,6.5187,277.0645,354700,351200,397800,352700,361600,204800,183400,171000,191300,187000,6.39,46,0.51,1/2,0,363600,5.3708230965737,187500,6.54849940401955,0.515676567656766,1.01113052481719,1.40906449941854E-07
11.6334,11.3321,11.9297,399.07695,354400,351800,342900,386700,402100,88320,92360,81900,89420,86370,11.63,47,0.24,1/4,0,367580,6.92128136423832,87674,4.43452730394331,0.238516785461668,0.993819939423618,8.72250878883716E-09
3.8004,3.5089,4.0377,317.16501,5968000,5176000,5275000,5197000,5259000,279300,267800,271400,278500,276100,3.8,48,0.06,1/16,0,5375000,6.21510920877619,274620,1.78417226275875,0.0510920930232558,0.85153488372093,5.92668195812294E-10
31.517,31.4842,31.5435,308.1108,18550,13620,14880,17910,12650,33910,33620,34580,32440,32410,31.52,49,1.83,2/1,0.001,15522,16.7842941927529,33392,2.84194917009272,2.15126916634454,1.17555692149975,5.25375775561131E-07
16.8222,16.5201,17.1197,408.1721,1557000,1510000,1547000,1559000,1465000,21890000,27130000,25080000,23350000,24170000,16.82,50,15.01,16/1,0,1527600,2.62975449347525,24324000,8.05146420499558,15.923016496465,1.06082721495437,5.10567956315267E-09
11.2752,10.9706,11.5698,302.24826,17250000,16760000,16940000,19360000,17140000,4082000,5111000,4183000,4293000,4234000,11.27,51,0.26,1/4,0,17490000,6.0727302485327,4380600,9.48703602139678,0.250463121783876,0.963319699168756,5.63266507442543E-09
4.1902,3.9928,4.4899,256.18101,1079000,903700,895400,901600,898500,13250000,13230000,13120000,13110000,12860000,4.19,52,9.74,16/1,0,935640,8.57191473861102,13114000,1.18452295566348,14.0160745585909,1.43902202860276,3.22746939028146E-15
5.0575,4.8129,5.3597,279.18621,15220000,13420000,13160000,13540000,13580000,13810000,13880000,13990000,13930000,13800000,5.06,53,0.99,1/1,0.883,13784000,5.94396973701444,13882000,0.579428830202858,1.00710969239698,1.01728251757271,0.796831909783253
9.4723,9.1704,9.7695,245.20152,4413000,4510000,4651000,5448000,4445000,17170000,16930000,16750000,17230000,16790000,9.47,54,3.41,4/1,0,4693400,9.19630529085038,16974000,1.28372251207398,3.61656794647803,1.06057711040412,1.02542264017219E-11
5.8409,5.6259,6.1396,180.10211,4707000,4998000,5170000,4969000,4944000,267100,256900,302200,260600,251300,5.84,55,0.05,1/16,0,4957600,3.34287925722342,267620,7.53512081451987,0.0539817653703405,1.07963530740681,4.58640775616107E-12
4.3753,4.0706,4.5629,355.20211,1003000,918900,1006000,895100,918900,1844000,1778000,1814000,1795000,1784000,4.37,56,1.99,2/1,0,948380,5.49931013308997,1803000,1.48097947008527,1.9011366751724,0.955345062900703,8.51476638291031E-10
3.833,3.5301,4.061,337.21254,9931000,8918000,9571000,8788000,8905000,495500,442700,510000,492200,440200,3.83,57,0.06,1/16,0,9222600,5.43700524587923,476120,6.7969868766325,0.0516253551059354,0.860422585098924,2.08623196658528E-10
5.5791,5.2802,5.833,310.12681,1519000,1425000,1497000,1375000,1417000,1415000,1386000,1478000,1408000,1394000,5.58,58,1.11,1/1,0.134,1446600,4.12617136749003,1416200,2.56855077969545,0.978985206691553,0.881968654677074,0.359292505595565
5.1587,4.9521,5.4597,327.13751,1950000,1808000,1642000,1794000,1826000,887500,854900,787700,915200,886300,5.16,59,0.48,1/2,0,1804000,6.08242426800231,866320,5.63976212048654,0.480221729490022,1.00046193643755,1.18330347362435E-07
4.1934,3.8901,4.4608,384.14464,9501000,8783000,10080000,8733000,8597000,438900,422300,406700,462000,374700,4.19,60,0.05,1/16,0,9138800,6.92457650958244,420920,7.83569207645861,0.0460585634875476,0.921171269750952,1.35475337699697E-09
3.6261,3.3302,3.805,235.18081,4072000,3595000,3683000,3712000,3643000,1567000,1682000,1716000,1629000,1690000,3.63,61,0.53,1/2,0.001,3741000,5.08388304784982,1656800,3.58082204209378,0.442876236300454,0.835615540189536,1.1855103581485E-08
3.5633,3.3631,3.8388,195.09191,4077000,3719000,3900000,3756000,3830000,3942000,3874000,3937000,3915000,4388000,3.56,62,1.03,1/1,0.396,3856400,3.67225226374517,4011200,5.29364391260014,1.04014106420496,1.00984569340287,0.212071418405526
15.6582,15.3602,15.9594,438.18349,6416000,6388000,6475000,6510000,7079000,1587000,1606000,1526000,1545000,1500000,15.66,63,0.29,1/4,0,6573600,4.35935251905642,1552800,2.80098388082673,0.236217597663381,0.814543440218555,2.16872681504028E-10
31.6923,31.6566,31.8248,361.12019,222000,179500,183600,213900,177500,362500,388900,447500,364800,364900,31.69,64,1.87,2/1,0.001,195300,10.7472616936612,385720,9.38093440116676,1.97501280081925,1.05615657797821,7.4349537131374E-06
28.6312,28.4958,28.7954,242.11802,31020,24140,25060,31630,24590,115800,110500,139000,116500,113800,28.63,65,4.48,4/1,0,27288,13.5805836576971,119120,9.53207067748496,4.36528877162123,0.974394815094023,1.33301729958893E-07
12.3814,12.0812,12.6788,430.25957,2303000,2259000,2354000,2113000,2726000,826500,1107000,1174000,895100,935300,12.38,66,0.45,1/2,0.001,2351000,9.70056567604913,987580,14.8685072983512,0.420068056146321,0.933484569214046,3.52473903407152E-06
5.2701,5.0593,5.5695,180.1748,4512000,3914000,4006000,3874000,3833000,8226000,8197000,8051000,8217000,8232000,5.27,67,2.03,2/1,0,4027800,6.90583433139816,8184600,0.926746705703516,2.03202740950395,1.00099872389357,9.33578294361371E-10
14.081,13.7806,14.3794,484.12383,386700,386300,385900,377300,424800,1638000,1780000,1575000,1694000,1643000,14.08,68,4.2,4/1,0,392200,4.75220116106717,1666000,4.58840270496783,4.24783273839878,1.0113887472378,3.71553664227591E-10
12.7031,12.4004,12.9999,480.21449,8213000,8106000,8099000,7680000,8924000,2464000,2578000,2732000,2372000,2308000,12.7,69,0.37,1/2,0,8204400,5.49732466702911,2490800,6.77857529204659,0.303593193895958,0.820522145664752,4.38331015479038E-09
5.3369,5.04,5.6389,254.15416,5558000,5015000,5156000,4966000,5074000,298100,286700,278000,303900,295900,5.34,70,0.06,1/16,0,5153800,4.59454346296093,292520,3.48948730375749,0.0567581202219721,0.945968670366202,5.64393609038639E-11
4.6126,4.3201,4.8125,285.02083,615200,562600,614900,552800,554500,1316000,1240000,1183000,1274000,1235000,4.62,71,2,2/1,0,580000,5.55342392055382,1249600,3.94997517420113,2.15448275862069,1.07724137931034,6.17671106437785E-09
7.0147,6.7207,7.3199,311.08167,7312000,7209000,6888000,7281000,7426000,430000,492800,530600,457000,484800,7.02,72,0.08,1/16,0,7223200,2.81106042155633,479040,7.92953174295515,0.0663196367261048,0.82899545907631,1.38078472726135E-12
22.5606,22.2167,22.8599,397.00984,925500,917600,721400,1078000,972100,16790000,17470000,19330000,16790000,17920000,22.56,73,14.57,16/1,0,922920,14.0349766157042,17660000,5.94321257685251,19.1349196029992,1.31330951290317,4.44938326342697E-10
25.6016,25.3087,25.8996,338.25125,7822000,8889000,7406000,7567000,7761000,13260000,13920000,13900000,13270000,13550000,25.6,74,1.72,2/1,0,7889000,7.38538783828794,13580000,2.37873715835244,1.72138420585626,1.00080477084666,5.84398054193625E-08
31.6474,31.6182,31.6952,377.21211,8908,6364,3759,8493,6366,19200,17360,30270,18350,18780,31.65,75,2.91,4/1,0.004,6778,30.355921539476,20792,25.6936121219946,3.06757155503098,1.05414830069793,0.00059176146681651
21.6716,21.3592,21.9795,381.03316,297500,296400,274600,322300,292600,4681000,4631000,5313000,4889000,4985000,21.68,76,15.15,16/1,0,296680,5.74321987041164,4899800,5.57278472087123,16.5154375084266,1.09012788834499,2.73440987291375E-10
15.9238,15.6208,16.2199,312.13822,2826000,2792000,2852000,2860000,3195000,11320000,12690000,11160000,11060000,11090000,15.92,77,4.02,4/1,0,2905000,5.65487645729606,11464000,6.04237286488589,3.94629948364888,0.981666538221115,3.94586292836001E-09
5.1295,4.8458,5.2586,404.03709,269100,239600,258900,244100,172700,1225000,1123000,1099000,1153000,1144000,5.13,78,4.15,4/1,0,236880,15.9382372597755,1148800,4.12736659473475,4.84971293481932,1.16860552646249,6.6533462561739E-10
20.1537,19.8611,20.4638,354.24339,26720000,26100000,25230000,30530000,26300000,5209000,8638000,8730000,6843000,7397000,20.16,79,0.31,1/4,0,26976000,7.63527477945716,7363400,19.6868208142046,0.272961150652432,0.880519840814296,1.20699377981478E-07
10.5234,10.2202,10.8198,324.19625,8265000,8369000,8472000,9666000,8788000,14200000,17910000,15110000,14320000,14600000,10.52,80,1.69,2/1,0.005,8712000,6.52088961416495,15228000,10.1109667871076,1.74793388429752,1.03428040490978,2.04848317048953E-05
31.2774,31.2481,31.3282,607.32505,25920,22660,20270,26820,22800,3822,3113,4570,4008,4138,31.28,81,0.22,1/4,0,23694,11.2297864365549,3930.2,13.5720583251212,0.165873216848147,0.753969167491578,2.03434558381256E-07
16.4636,16.1607,16.7591,470.23226,2310000,2246000,2330000,2220000,2445000,998700,1040000,832900,986200,1042000,16.46,82,0.41,1/2,0,2310200,3.79963936555553,979960,8.7590225251532,0.424188381958272,1.03460580965432,8.98485525087457E-09
4.6232,4.3302,4.7227,427.21432,322100,298600,342300,274700,280000,1354000,1328000,1355000,1326000,1297000,4.63,83,3.68,4/1,0,303540,9.40089252053207,1332000,1.79631923633715,4.38821901561573,1.1924508194608,5.25513559592471E-12
3.6836,3.3817,3.8241,349.21327,1017000,891500,1044000,886200,909800,939500,951900,965900,952500,1055000,3.68,84,1.15,1/1,0.136,949700,7.88551305057185,972960,4.81038036732605,1.02449194482468,0.890862560717114,0.572144465396868
11.6371,11.3412,11.9397,296.1468,3090000,3169000,3017000,3558000,3747000,5514000,6923000,6103000,5837000,5997000,11.64,85,1.69,2/1,0.003,3316200,9.61195899851431,6074800,8.62199947308342,1.83185573849587,1.08393830680229,8.11472828932583E-06
21.545,21.251,21.8502,318.27924,7248000,7353000,6683000,8777000,7302000,9921000,13440000,16330000,12740000,14130000,21.55,86,1.73,2/1,0.003,7472600,10.406305249297,13312200,17.4641309385228,1.78146829751358,1.02975046099051,0.000705485151761895
31.8099,31.7485,31.9787,914.52661,1120000,886300,813000,1063000,897600,182100,188900,227900,189000,191400,31.81,87,0.21,1/4,0,955980,13.5444553759025,195860,9.31452934552557,0.204878763154041,0.975613157876385,1.16346600578076E-06
27.1251,26.9513,27.4194,294.06933,512800,395000,413400,401000,401000,1851000,1890000,1872000,1836000,1857000,27.12,88,4.29,4/1,0,424640,11.7125527532123,1861200,1.10855892095741,4.38300678221552,1.02167990261434,6.92568219237854E-12
6.4498,6.1501,6.7498,266.16538,1406000,1429000,1532000,1449000,1427000,24600000,24640000,27680000,24390000,24430000,6.45,89,16.85,16/1,0,1448600,3.38560388811897,25148000,5.64442963803193,17.3602098577937,1.03027951678301,2.92106082270517E-10
3.9662,3.6704,4.0983,345.18171,1501000,1567000,1737000,1533000,1558000,1498000,1551000,1550000,1591000,1331000,3.97,90,1.05,1/1,0.377,1579200,5.81650407463852,1504200,6.80076560855547,0.952507598784194,0.907150094080185,0.257273118067168
31.2297,31.1687,31.3061,383.27945,17180,14420,12750,17100,13220,14950,14210,17560,11870,12470,31.23,91,0.83,1/1,0.048,14934,14.0889177248097,14212,15.8407892051313,0.951653944020356,1.146571016892,0.614532512005044
0.6006,0.5196,0.7555,333.14112,294200,285900,233500,270600,384400,266900,363800,341100,358100,297500,0.6,92,0.95,1/1,0.314,293720,18.9905662074981,325480,12.8444157408879,1.10813019201961,1.16645283370485,0.338114826851177
3.6458,3.4669,3.7145,359.16406,954200,832600,821700,824500,830500,871800,821900,828600,858000,978900,3.65,93,1.07,1/1,0.394,852700,6.67418359107365,871840,7.25813511855859,1.02244634689809,0.955557333549615,0.628598172704029
18.8037,18.5021,19.1226,416.27768,2987000,2983000,2903000,3171000,2954000,2232000,3145000,2754000,2853000,2709000,18.8,94,1.09,1/1,0.262,2999600,3.38436745494367,2738600,12.055555728173,0.912988398453127,0.837604035278098,0.129568924108961
5.2731,4.9701,5.4262,346.10305,452300,408200,427700,399700,405700,387800,386000,399300,393700,395700,5.27,95,1.07,1/1,0.018,418720,5.1363732587575,392500,1.40855087899774,0.937380588460069,0.876056624729036,0.0297024635054061
32.4557,32.3923,32.6477,411.19636,707600,527300,500700,538900,528400,535800,531000,662600,533400,511900,32.46,96,0.96,1/1,0.661,560580,14.8751456218801,554940,10.9783425174676,0.989938991758536,1.03118644974847,0.905816789199434
25.5127,25.287,25.8095,325.21672,1130000,1420000,1167000,1143000,1156000,1105000,1087000,1081000,1080000,1085000,25.51,97,0.91,1/1,0.118,1203200,10.1385035455538,1087600,0.932239194971429,0.903922872340426,0.993321837736731,0.0676919585246013
4.4493,4.2933,4.5911,1019.45086,55830,50110,56650,52800,49190,59570,54020,53020,60350,55100,4.45,98,1.07,1/1,0.027,52916,6.282252005246,56412,5.90791342165232,1.06606697407211,0.996324274833752,0.135355996240978
29.4234,29.253,29.7298,435.05709,2277000,1971000,2003000,2228000,1978000,1968000,1939000,2180000,1945000,1947000,29.43,99,0.95,1/1,0.46,2091400,7.10325123435802,1995800,5.18841921966075,0.95428899301903,1.00451472949372,0.271715384976301
26.3859,26.094,26.6895,364.09561,5637000,5420000,5696000,5579000,5665000,5274000,5136000,5216000,5274000,5236000,26.39,100,0.96,1/1,0.126,5599400,1.94919962037813,5227200,1.08644865955991,0.93352859234918,0.972425617030396,0.000142917784452532
0.5798,0.547,0.6686,214.07123,156900,125700,103000,125000,139800,123000,118900,124000,152100,111500,0.58,101,0.92,1/1,0.243,130080,15.3371879040886,125900,12.2717084240961,0.967865928659287,1.05202818332531,0.720692077165884
5.1376,4.9224,5.285,201.13887,275100,233900,252700,234200,240900,225300,212300,222000,213500,209100,5.14,102,0.91,1/1,0.14,247360,6.98494616869408,216440,3.17647972884078,0.875,0.961538461538461,0.00588791485500638
5.3907,5.0903,5.6899,469.27052,6518000,5949000,7160000,5773000,5877000,5183000,5264000,5602000,5065000,5069000,5.39,103,0.8,1/1,0.037,6255400,9.31131019881416,5236600,4.21287087904439,0.837132717332225,1.04641589666528,0.0064232953742925
12.8035,12.5171,13.0996,312.19628,1937000,1952000,1975000,1869000,2175000,2050000,2137000,2199000,2010000,1980000,12.8,104,1.11,1/1,0.114,1981600,5.80839158993579,2075200,4.38318625994667,1.04723455793298,0.943454556696381,0.191513034934488
4.8131,4.597,5.0779,239.07426,1033000,882700,873500,885100,909100,962100,911700,874100,921700,904500,4.82,105,1,1/1,0.952,916680,7.23704023763235,914820,3.48130094171536,0.997970938604529,0.997970938604529,0.956315398867171
17.2588,16.9774,17.5582,307.22721,552000,546200,557100,544900,537000,529400,671800,526200,531300,536300,17.26,106,1.06,1/1,0.345,547440,1.38843621493496,559000,11.2993416908888,1.02111646938477,0.963317423947899,0.695167695651416
4.296,4.0004,4.5705,325.15538,1394000,1245000,1282000,1271000,1270000,1338000,1251000,1238000,1315000,1246000,4.3,107,0.93,1/1,0.426,1292400,4.51789007522683,1277600,3.56999889268581,0.988548437016404,1.06295530861979,0.666964776793778
3.4143,3.2863,3.674,329.21903,9593000,8212000,8413000,8513000,8482000,8814000,7994000,7996000,8304000,9598000,3.41,108,1.03,1/1,0.53,8642600,6.2950327557259,8541200,7.9497388279921,0.988267419526531,0.959482931579157,0.800988327483189
12.1534,11.8506,12.4486,471.2653,912200,909800,881400,898000,974300,970500,1153000,1090000,917500,1027000,12.15,109,1.31,1/1,0.027,915140,3.85147517167404,1031600,9.05745863784149,1.12725921716896,0.860503219212945,0.0312426029723385
25.6186,25.3572,25.9199,612.30771,7896000,8733000,7731000,7602000,7827000,6922000,7340000,7321000,6973000,7089000,25.62,110,0.91,1/1,0.009,7957800,5.61944495010335,7129000,2.71789691071216,0.895850611978185,0.984451221954049,0.00521681959323077
12.8372,12.5427,13.1397,337.21814,1409000,1397000,1387000,1343000,1656000,1426000,1625000,1613000,1403000,1403000,12.84,111,1.09,1/1,0.307,1438400,8.63239947107179,1494000,7.66888358480645,1.03865406006674,0.952893633088753,0.482829728949449
